,Well,Fluor,Target,Content,Sample,End RFU,Call,Sample Type,CallType,Is Control
,A02,SYBR,,Unkn,001-1,540.176242889884,,Unknown,Unassigned,False
,A03,SYBR,,Unkn,001-2,568.764622267252,,Unknown,Unassigned,False
,A04,SYBR,,Unkn,001-3,616.237386340705,,Unknown,Unassigned,False
,A05,SYBR,,Unkn,001-4,596.151046701645,,Unknown,Unassigned,False
,A06,SYBR,,Unkn,001-5,755.556813852215,,Unknown,Unassigned,False
,A07,SYBR,,Unkn,Blank,104.052149034829,,Unknown,Unassigned,False
,A08,SYBR,,Unkn,009-1,317.499819412943,,Unknown,Unassigned,False
,A09,SYBR,,Unkn,009-2,461.44199295921,,Unknown,Unassigned,False
,B02,SYBR,,Unkn,009-3,602.131642978818,,Unknown,Unassigned,False
,B03,SYBR,,Unkn,009-4,578.848708498794,,Unknown,Unassigned,False
,B04,SYBR,,Unkn,009-5,613.485540375674,,Unknown,Unassigned,False
,B05,SYBR,,Unkn,014-1,509.335039624311,,Unknown,Unassigned,False
,B06,SYBR,,Unkn,014-2,592.869931688414,,Unknown,Unassigned,False
,B07,SYBR,,Unkn,014-3,446.487224367454,,Unknown,Unassigned,False
,B08,SYBR,,Unkn,014-4,613.874671633312,,Unknown,Unassigned,False
,B09,SYBR,,Unkn,014-5,391.224180631955,,Unknown,Unassigned,False
,C02,SYBR,,Unkn,015-1,614.963051234685,,Unknown,Unassigned,False
,C03,SYBR,,Unkn,015-2,642.420900333186,,Unknown,Unassigned,False
,C04,SYBR,,Unkn,015-3,575.808232454246,,Unknown,Unassigned,False
,C05,SYBR,,Unkn,015-4,636.713098160981,,Unknown,Unassigned,False
,C06,SYBR,,Unkn,015-5,742.564123276033,,Unknown,Unassigned,False
,C07,SYBR,,Unkn,048-1,565.74945023782,,Unknown,Unassigned,False
,C08,SYBR,,Unkn,048-2,619.617705006851,,Unknown,Unassigned,False
,C09,SYBR,,Unkn,048-3,536.403746841955,,Unknown,Unassigned,False
,D02,SYBR,,Unkn,048-4,572.030086847511,,Unknown,Unassigned,False
,D03,SYBR,,Unkn,048-5,522.379775093858,,Unknown,Unassigned,False
,D04,SYBR,,Unkn,049-1,582.430694383577,,Unknown,Unassigned,False
,D05,SYBR,,Unkn,049-2,555.257460861338,,Unknown,Unassigned,False
,D06,SYBR,,Unkn,049-3,597.699367462811,,Unknown,Unassigned,False
,D07,SYBR,,Unkn,049-4,602.660973046376,,Unknown,Unassigned,False
,D08,SYBR,,Unkn,049-5,669.317921126399,,Unknown,Unassigned,False
,D09,SYBR,,Unkn,052-1,635.42242415506,,Unknown,Unassigned,False
,E02,SYBR,,Unkn,052-2,690.323151099999,,Unknown,Unassigned,False
,E03,SYBR,,Unkn,052-3,688.023625573178,,Unknown,Unassigned,False
,E04,SYBR,,Unkn,052-4,656.517286407739,,Unknown,Unassigned,False
,E05,SYBR,,Unkn,052-5,657.782762361799,,Unknown,Unassigned,False
,E06,SYBR,,Unkn,053-1,630.089640120156,,Unknown,Unassigned,False
,E07,SYBR,,Unkn,053-2,616.111679009026,,Unknown,Unassigned,False
,E08,SYBR,,Unkn,053-3,602.745005639149,,Unknown,Unassigned,False
,E09,SYBR,,Unkn,053-4,596.094860544808,,Unknown,Unassigned,False
,F02,SYBR,,Unkn,053-5,556.8443803624,,Unknown,Unassigned,False
,F03,SYBR,,Unkn,069-1,578.652045749517,,Unknown,Unassigned,False
,F04,SYBR,,Unkn,069-2,624.974480523462,,Unknown,Unassigned,False
,F05,SYBR,,Unkn,069-3,663.028910116901,,Unknown,Unassigned,False
,F06,SYBR,,Unkn,069-4,689.288952514444,,Unknown,Unassigned,False
,F07,SYBR,,Unkn,069-5,645.24496510634,,Unknown,Unassigned,False
,F08,SYBR,,Unkn,070-1,664.771530457163,,Unknown,Unassigned,False
,F09,SYBR,,Unkn,070-2,604.905026569387,,Unknown,Unassigned,False
,G02,SYBR,,Unkn,070-3,693.881440726835,,Unknown,Unassigned,False
,G03,SYBR,,Unkn,070-4,642.867696758982,,Unknown,Unassigned,False
,G04,SYBR,,Unkn,070-5,629.550887154015,,Unknown,Unassigned,False
,G05,SYBR,,Unkn,076-1,643.880689511193,,Unknown,Unassigned,False
,G06,SYBR,,Unkn,076-2,728.610078948002,,Unknown,Unassigned,False
,G07,SYBR,,Unkn,076-3,639.326523334065,,Unknown,Unassigned,False
,G08,SYBR,,Unkn,076-4,622.483647700311,,Unknown,Unassigned,False
,G09,SYBR,,Unkn,076-5,644.075165347744,,Unknown,Unassigned,False
,H02,SYBR,,Unkn,122-1,687.634553656967,,Unknown,Unassigned,False
,H03,SYBR,,Unkn,122-2,577.981950817322,,Unknown,Unassigned,False
,H04,SYBR,,Unkn,122-3,550.394803838344,,Unknown,Unassigned,False
,H05,SYBR,,Unkn,122-4,606.727172130073,,Unknown,Unassigned,False
,H06,SYBR,,Unkn,122-5,605.502327273923,,Unknown,Unassigned,False
,H07,SYBR,,Unkn,019-1,535.335120342827,,Unknown,Unassigned,False
,H08,SYBR,,Unkn,019-2,494.616881273808,,Unknown,Unassigned,False
,H09,SYBR,,Unkn,019-3,361.944867260384,,Unknown,Unassigned,False
