,Well,Fluor,Target,Content,Sample,End RFU,Call,Sample Type,CallType,Is Control
,A01,SYBR,,Unkn,048-1,2322.14593026646,,Unknown,Unassigned,False
,A02,SYBR,,Unkn,048-2,2270.9532719005,,Unknown,Unassigned,False
,A03,SYBR,,Unkn,048-3,2647.75211232159,,Unknown,Unassigned,False
,A04,SYBR,,Unkn,014-1,2718.11757966061,,Unknown,Unassigned,False
,A05,SYBR,,Unkn,014-2,2641.6091320197,,Unknown,Unassigned,False
,A06,SYBR,,Unkn,002-1,2458.29502885446,,Unknown,Unassigned,False
,A07,SYBR,,Unkn,002-2,2453.88848662565,,Unknown,Unassigned,False
,A08,SYBR,,Unkn,002-3,2272.60687407062,,Unknown,Unassigned,False
,A09,SYBR,,Unkn,002-4,2337.66308225998,,Unknown,Unassigned,False
,A10,SYBR,,Unkn,002-5,2550.56354614204,,Unknown,Unassigned,False
,A11,SYBR,,Unkn,004-1,2316.98244042438,,Unknown,Unassigned,False
,A12,SYBR,,Unkn,004-2,2130.90521947137,,Unknown,Unassigned,False
,B01,SYBR,,Unkn,004-3,2423.02038744006,,Unknown,Unassigned,False
,B02,SYBR,,Unkn,004-4,2308.57644400844,,Unknown,Unassigned,False
,B03,SYBR,,Unkn,004-5,2466.11814405404,,Unknown,Unassigned,False
,B04,SYBR,,Unkn,018-1,2862.88332584163,,Unknown,Unassigned,False
,B05,SYBR,,Unkn,018-2,2944.12098170988,,Unknown,Unassigned,False
,B06,SYBR,,Unkn,018-3,2937.85205111427,,Unknown,Unassigned,False
,B07,SYBR,,Unkn,018-4,3097.034058702,,Unknown,Unassigned,False
,B08,SYBR,,Unkn,018-5,3093.80559243588,,Unknown,Unassigned,False
,B09,SYBR,,Unkn,019-1,3050.49769751082,,Unknown,Unassigned,False
,B10,SYBR,,Unkn,019-2,2753.71921472151,,Unknown,Unassigned,False
,B11,SYBR,,Unkn,019-3,2815.63317116857,,Unknown,Unassigned,False
,B12,SYBR,,Unkn,019-4,2801.9076655302,,Unknown,Unassigned,False
,C01,SYBR,,Unkn,019-5,2442.27356095201,,Unknown,Unassigned,False
,C02,SYBR,,Unkn,024-1,2490.30748545056,,Unknown,Unassigned,False
,C03,SYBR,,Unkn,024-2,2507.2713200914,,Unknown,Unassigned,False
,C04,SYBR,,Unkn,024-3,2407.18206964867,,Unknown,Unassigned,False
,C05,SYBR,,Unkn,024-4,2839.73022204373,,Unknown,Unassigned,False
,C06,SYBR,,Unkn,024-5,2346.89509405149,,Unknown,Unassigned,False
,C07,SYBR,,Unkn,025-1,2814.50295420534,,Unknown,Unassigned,False
,C08,SYBR,,Unkn,025-2,2728.00165156749,,Unknown,Unassigned,False
,C09,SYBR,,Unkn,025-3,3013.03226412762,,Unknown,Unassigned,False
,C10,SYBR,,Unkn,025-4,3095.11914056725,,Unknown,Unassigned,False
,C11,SYBR,,Unkn,025-5,2900.44111279681,,Unknown,Unassigned,False
,C12,SYBR,,Unkn,031-1,1911.28475698567,,Unknown,Unassigned,False
,D01,SYBR,,Unkn,031-2,2007.96153366733,,Unknown,Unassigned,False
,D02,SYBR,,Unkn,031-3,2363.02851208556,,Unknown,Unassigned,False
,D03,SYBR,,Unkn,031-4,2467.48719233664,,Unknown,Unassigned,False
,D04,SYBR,,Unkn,031-5,2450.92569923633,,Unknown,Unassigned,False
,D05,SYBR,,Unkn,037-1,2580.65386190651,,Unknown,Unassigned,False
,D06,SYBR,,Unkn,037-2,2775.94885422928,,Unknown,Unassigned,False
,D07,SYBR,,Unkn,037-3,2604.73916610106,,Unknown,Unassigned,False
,D08,SYBR,,Unkn,037-4,2678.88295402034,,Unknown,Unassigned,False
,D09,SYBR,,Unkn,037-5,2902.83230599983,,Unknown,Unassigned,False
,D10,SYBR,,Unkn,041-1,2452.38946981702,,Unknown,Unassigned,False
,D11,SYBR,,Unkn,041-2,2664.8336873205,,Unknown,Unassigned,False
,D12,SYBR,,Unkn,041-3,2496.51678652443,,Unknown,Unassigned,False
,E01,SYBR,,Unkn,041-4,2725.71684811916,,Unknown,Unassigned,False
