,Well,Fluor,Target,Content,Sample,End RFU,Call,Sample Type,CallType,Is Control
,A01,ROX,,Unkn,048-1,-1.84763513310124,,Unknown,Unassigned,False
,A02,ROX,,Unkn,048-2,-2.22393399763362,,Unknown,Unassigned,False
,A03,ROX,,Unkn,048-3,-0.291506447270725,,Unknown,Unassigned,False
,A04,ROX,,Unkn,014-1,-1.08272559801462,,Unknown,Unassigned,False
,A05,ROX,,Unkn,014-2,-5.76909831904607,,Unknown,Unassigned,False
,A06,ROX,,Unkn,002-1,-2.35503777785477,,Unknown,Unassigned,False
,A07,ROX,,Unkn,002-2,-1.77295863375418,,Unknown,Unassigned,False
,A08,ROX,,Unkn,002-3,-0.564905792750839,,Unknown,Unassigned,False
,A09,ROX,,Unkn,002-4,-1.09591341642099,,Unknown,Unassigned,False
,A10,ROX,,Unkn,002-5,-2.45594240423237,,Unknown,Unassigned,False
,A11,ROX,,Unkn,004-1,-3.3475720882916,,Unknown,Unassigned,False
,A12,ROX,,Unkn,004-2,-2.22014910745929,,Unknown,Unassigned,False
,B01,ROX,,Unkn,004-3,-3.4256619388927,,Unknown,Unassigned,False
,B02,ROX,,Unkn,004-4,-1.7996740566294,,Unknown,Unassigned,False
,B03,ROX,,Unkn,004-5,-0.134155049292985,,Unknown,Unassigned,False
,B04,ROX,,Unkn,018-1,-3.71383409038805,,Unknown,Unassigned,False
,B05,ROX,,Unkn,018-2,-2.63893766959618,,Unknown,Unassigned,False
,B06,ROX,,Unkn,018-3,-1.78319248592704,,Unknown,Unassigned,False
,B07,ROX,,Unkn,018-4,-1.32418143303057,,Unknown,Unassigned,False
,B08,ROX,,Unkn,018-5,-1.32765985797914,,Unknown,Unassigned,False
,B09,ROX,,Unkn,019-1,-2.82737962170765,,Unknown,Unassigned,False
,B10,ROX,,Unkn,019-2,-4.29992772866823,,Unknown,Unassigned,False
,B11,ROX,,Unkn,019-3,-2.91475399597072,,Unknown,Unassigned,False
,B12,ROX,,Unkn,019-4,-2.80228781851993,,Unknown,Unassigned,False
,C01,ROX,,Unkn,019-5,-3.32271026080128,,Unknown,Unassigned,False
,C02,ROX,,Unkn,024-1,-0.274626063240339,,Unknown,Unassigned,False
,C03,ROX,,Unkn,024-2,-0.989079188275658,,Unknown,Unassigned,False
,C04,ROX,,Unkn,024-3,-3.99244913192166,,Unknown,Unassigned,False
,C05,ROX,,Unkn,024-4,-0.529762984822901,,Unknown,Unassigned,False
,C06,ROX,,Unkn,024-5,-3.87267882001449,,Unknown,Unassigned,False
,C07,ROX,,Unkn,025-1,-2.36948214896862,,Unknown,Unassigned,False
,C08,ROX,,Unkn,025-2,-3.58689090136089,,Unknown,Unassigned,False
,C09,ROX,,Unkn,025-3,-2.40505830674562,,Unknown,Unassigned,False
,C10,ROX,,Unkn,025-4,-3.49234259111857,,Unknown,Unassigned,False
,C11,ROX,,Unkn,025-5,-3.87519706397003,,Unknown,Unassigned,False
,C12,ROX,,Unkn,031-1,-2.39848204729785,,Unknown,Unassigned,False
,D01,ROX,,Unkn,031-2,-2.63348180756857,,Unknown,Unassigned,False
,D02,ROX,,Unkn,031-3,-1.68470995870448,,Unknown,Unassigned,False
,D03,ROX,,Unkn,031-4,-2.04566494401179,,Unknown,Unassigned,False
,D04,ROX,,Unkn,031-5,-3.47587496021882,,Unknown,Unassigned,False
,D05,ROX,,Unkn,037-1,-1.83051576414746,,Unknown,Unassigned,False
,D06,ROX,,Unkn,037-2,-5.77256276961498,,Unknown,Unassigned,False
