,Well,Fluor,Target,Content,Sample,Cq,SQ
,A01,ROX,,Unkn,048-1,6.85109858843652,NaN
,A02,ROX,,Unkn,048-2,7.61747841871467,NaN
,A03,ROX,,Unkn,048-3,7.83476711856065,NaN
,A04,ROX,,Unkn,014-1,35.802841798386,NaN
,A05,ROX,,Unkn,014-2,8.80712672818391,NaN
,A06,ROX,,Unkn,002-1,31.0430333630269,NaN
,A07,ROX,,Unkn,002-2,8.05937706869757,NaN
,A08,ROX,,Unkn,002-3,30.0837094463369,NaN
,A09,ROX,,Unkn,002-4,13.2643854672284,NaN
,A10,ROX,,Unkn,002-5,36.3249078071082,NaN
,A11,ROX,,Unkn,004-1,9.81707417826176,NaN
,A12,ROX,,Unkn,004-2,30.3634598387851,NaN
,B01,ROX,,Unkn,004-3,10.2408657955778,NaN
,B02,ROX,,Unkn,004-4,34.3037306362111,NaN
,B03,ROX,,Unkn,004-5,37.8243049300549,NaN
,B04,ROX,,Unkn,018-1,21.2015731349565,NaN
,B05,ROX,,Unkn,018-2,14.0882127660143,NaN
,B06,ROX,,Unkn,018-3,10.2837458360547,NaN
,B07,ROX,,Unkn,018-4,38.6182130531631,NaN
,B08,ROX,,Unkn,018-5,31.969610533283,NaN
,B09,ROX,,Unkn,019-1,8.18614259371889,NaN
,B10,ROX,,Unkn,019-2,7.8887261536463,NaN
,B11,ROX,,Unkn,019-3,8.32533145886325,NaN
,B12,ROX,,Unkn,019-4,11.0875946112738,NaN
,C01,ROX,,Unkn,019-5,9.22040245168133,NaN
,C02,ROX,,Unkn,024-1,37.786094071642,NaN
,C03,ROX,,Unkn,024-2,16.6133990192632,NaN
,C04,ROX,,Unkn,024-3,7.70838325613735,NaN
,C05,ROX,,Unkn,024-4,37.2305120497627,NaN
,C06,ROX,,Unkn,024-5,6.65990074652563,NaN
,C07,ROX,,Unkn,025-1,8.70952631959786,NaN
,C08,ROX,,Unkn,025-2,8.89206546933731,NaN
,C09,ROX,,Unkn,025-3,11.8625307473402,NaN
,C10,ROX,,Unkn,025-4,29.0616340221437,NaN
