,Cycle,A1,A2,A3,A4,A5,A6,A7,A8,A9,A10,B1,B2,B3,B4,B5,B6,B7,B8,B9,B10,C1,C2,C3,C4,C5,C6,C7,C8,C9,C10,D1,D2,D3,D4,D5,D6,D7,D8,D9,D10,E1,E2,E3,E4,E5,E6,E7,E8,E9,E10,E11,E12,F1,F2,F3
,30,-0.839957967444207,2.32831069058572,1.15170346964396,-1.30857043413456,0.554094224964501,0.335966450048848,1.59822491571064,2.41291705139656,-2.29231475214344,3.27337395554302,1.21312540827194,-1.65587722172207,-0.0401336844723422,-0.0542918216336451,-3.53887896949088,-1.90106310262217,1.09557464045232,-3.91025923017196,0.265159443523316,1.08339275546632,-0.037733477592307,-4.3540610902096,0.505386496249685,-1.05926697276724,1.07491829217361,-1.12204264152994,1.3685135866743,0.631958219409322,-1.09498842108693,2.87811211223925,-0.808496333650055,-2.17021047439236,0.807056188975366,0.257201611867004,-0.141046632590587,1.53747650686379,-3.48435014790039,-0.400453900677803,-0.0390124835001492,3.14274084908629,0.232133775044986,0.283233021031113,0.540008637982282,-1.61577800024406,-3.27036357835141,-1.63138917210654,0.207696164603476,0.267047776033905,-1.53945117195644,3.24339697116466,-3.09126972024478,-0.318830953226097,75.2976927503241,-0.448312221453762,2.46197080100228
,31,-0.628709687012967,1.03751038538106,0.480689549568524,-0.565669164606485,0.032128278382667,-0.108286962085003,0.16711697992802,1.19373086531474,-1.05150739657317,2.23907692635718,0.572004682150843,-1.22395475064104,-0.0727819769939136,0.561153946031785,-1.52178506133411,0.37875851569197,0.864724899728875,1.15595077635817,0.531511118742098,-4.29978147472411,-0.110562541512688,-2.50957470761477,-0.0334798061914322,-2.35575729912322,-1.55243253278195,-0.964905435132854,0.593586417988566,0.0912519710624717,-1.56587384964087,1.80092277551876,-1.88518651701634,-1.56303052057547,1.27808594403177,1.39706798146138,-1.31641094437055,0.795237200829736,-1.96371016889467,-0.531692010995357,-0.523920880574224,-1.22122949287632,-1.47168151836922,-0.685981421679268,0.217537666204407,1.08758090538004,0.158410384697618,-0.214926038694254,1.05291285671365,3.46683020375804,1.15604897556977,2.37325051633176,-2.70968635724785,0.298732915691289,79.6396148021458,0.830637422635391,1.49416952175625
,32,-1.12511438131378,-0.630780240294219,-1.4907439333086,-1.97429908058651,-0.384405053880225,-1.51843482263545,-0.88103371593085,-1.14600205781774,-0.551707675050542,0.389473804074896,-1.00996090704363,-2.35027353175959,0.7393405476505,0.238036928498786,-1.79774332100412,-0.491538146608946,-0.105637507389777,-3.68089918383066,-1.98306851602865,-2.39793420229898,-1.25631428660942,3.59481042097423,-1.31645764583224,-2.66244947694637,-1.05879000850973,-1.41452977413564,-0.323164031775074,0.87218020373651,-2.37114986486874,-1.12344757366342,-2.48220457363065,-2.66043186122609,-0.134174179134334,1.75340220776661,-0.847705306798768,0.511941873863028,-2.22326834429926,-2.87714793156329,-0.677679704602118,0.0435671793179608,-0.944485629837648,-0.605738329661411,-2.66472937745539,-0.091308600267439,-0.415566570037299,0.31184747486653,2.81051842470742,-0.269294467257168,1.6064079552616,1.24935443755582,-1.78956127005965,0.354208152527766,77.0751097370025,-1.18213719635469,0.209437257528255
,33,-2.35771078147142,-3.8430671722972,-1.81411713311809,-0.651097931846986,-0.948743610226908,-1.85721979418046,-2.59793297392253,-3.13534525377903,-3.01065670414891,-1.55100960786998,-1.4928495602262,-3.79605760470834,-0.66909287068529,0.439363423495251,-1.348267700285,-3.06872465390461,-2.92800322861225,-0.159661036407215,-3.24989290955546,-3.62406249745663,-0.905763247907544,-3.58545255717445,-2.63328573632089,-2.82551966800702,-1.17403366713279,-2.45796848309116,-2.07481408979887,0.512265374684527,-3.2699552707301,-4.13006984183373,-3.91409726289309,-2.07709991219508,-1.05913045824385,1.40438199211227,-3.15322078635866,-1.8377121475202,-2.68073137443177,-1.06502546203092,-1.96147271237199,-0.38984735810709,-3.4115963911892,-0.476996630764309,0.665807739282172,-0.251654758120367,-0.959083736735465,-0.0168932916126323,0.48307551867947,1.95011659809143,-0.198834923607592,-0.900855526820123,-2.74577666132685,-1.17146838127762,79.4610409167644,1.29749588603681,-0.955183056533315
,34,-2.15761475976433,-3.11822322138823,-1.68392809788732,-1.20038185131398,-2.83900646876752,-2.65886120202549,-4.57983981366381,-3.94595194752113,-1.28245423242561,-4.37134813301357,-2.04172387682108,-4.61781034326138,-1.38924492148271,-0.0130962208118035,-0.477466088728306,-2.28546393514034,-3.82122550345048,-2.98024735642321,-4.87227726069235,1.2002468127298,-1.47636077947982,2.5305168036889,-2.29880370628492,-2.19279503648916,-3.22554417504898,-3.24451077717489,-2.14327256797499,1.49058418027244,-3.66883986754541,-4.7360062406971,-4.19255623417985,-3.26061208604809,-0.234210463378683,0.338598676544734,-3.52030040524035,-2.62004950385259,-2.87318648325693,-1.83604199858337,-1.55041529996485,-1.88846117497951,-3.95215171041294,0.452165731386989,3.03365078667548,-2.10133077243108,-0.70362841071028,-0.618797191178752,-2.94000092893384,-3.62341431862023,-0.0264061171142203,-2.79493954680872,-2.13192892252224,-2.33346766406491,79.9271977886929,-1.04506380883595,-0.797049341510501
,35,-2.75609655005261,-4.2521589178156,-0.374895252751685,-1.16991574869401,-3.83613783104299,-3.46538161498529,-4.47934292517008,-3.70757897072857,-2.14879858557485,-4.66026696908966,-2.18387984913913,-2.94286517533298,-2.65057666236802,-1.23867025037528,1.40308250235133,-3.34875790479828,-4.6758992863635,4.20586684454747,-3.48374006631229,0.777541496351205,-1.25396222674544,5.40398283375362,-0.931392937526653,-1.66413066529564,1.61972662337894,-2.70862501706642,-2.05528584000391,1.80886633958047,-2.32215092971273,-3.66514017649858,-6.17830819751362,-1.47124897557493,1.24449257821425,0.877086016125304,-3.2352747804786,-1.75552166519704,-3.06042481926913,-2.20193767057299,-0.7265224084969,-0.697592559931763,-3.62728931250967,0.26721218620014,1.63729795301515,-2.10699638599726,1.19362646350055,-1.10269701414336,1.88794915767221,2.41377989597504,3.82132037474048,-4.0069800396515,-2.58398724734995,-3.62508157020708,80.3754062068556,-3.09241061018383,-0.846652029936043
,36,-1.4700901047216,-3.27782576512709,-0.972947377356528,-2.47335597473587,-5.60092808847988,-4.79637933815411,-4.36649041653754,-3.50311560275971,-0.640039950365311,-5.35122146986593,-3.82181559911866,-2.32711739732167,-3.22424567693876,-2.12237035139924,1.47563671196986,-4.68456739652402,-5.11126311079488,1.13830609047045,-3.29687467230224,-1.41211532473471,-1.25997996758163,0.53367039359091,-1.27509346049055,-1.73986316077738,-3.38639681198993,-1.99866607396583,-0.978500737442876,1.99775748607575,-2.29833526250983,-3.89617721568629,-7.09877112897357,-1.85811952450679,1.59832938968611,-0.846381360772739,-3.00794798693126,-1.34331882287946,-0.573414803528825,0.705892969794604,1.64156042028753,-3.58638942329708,-2.18566849285556,-0.459668980100408,-3.54787372940427,1.94368140284632,2.12696316571419,-1.02689515519205,3.67482741200683,1.75587842252253,6.91758745212064,-3.78245968209148,-2.05587719226272,-1.88236342415136,82.3368121499429,0.3680007179737,-0.686825058068886
,37,-1.31328245570345,-5.30919946490485,-1.47961852016867,-1.44879613696215,-5.95574717002758,-4.78057145083388,-4.86005556361655,-4.25799771402126,-1.275733088984,-6.52569146102148,-3.35030712895741,-1.25806276510715,-2.28553802496829,-1.80938794009141,0.968021744448379,1.08007419021487,-7.11419079424271,-2.51789767712353,-2.19238430440388,3.04717217422376,-1.88141009951869,-1.99577418378021,-2.49424122193553,-0.949721831669801,-0.947586288667026,-1.06393836969285,-1.08157509919465,0.31107156949641,-2.52246212671738,-4.51964477525265,-8.42830191515289,-1.67577670214799,0.852951779313874,-0.868632652822574,-3.51210808547103,-2.20713019446005,-0.399183620307819,-5.02504335158164,0.914024906846104,-3.22246339850153,-2.85152179894309,-1.2966924816598,0.384895591180793,1.65542340314005,0.0816495586354904,-1.14304967447773,-1.19027065980617,-1.90373712191013,6.54851843238066,-4.0698331687563,-2.56786862441489,-0.903093197277182,85.7258468872442,1.50062169873445,-0.682805303060377
,38,0.962824330430976,-3.99634761975509,-2.08955263193775,-1.41049591262269,-7.77337242192804,-4.33618600787531,-4.68001833635132,-3.64061195198565,-1.6859833176627,-8.30711399616545,-3.14733555561482,0.450040239212588,0.394315007463774,-1.23533692512713,-0.212454246076959,-3.37257691246305,-5.99214046917905,0.0398287567982152,-1.68333730736231,-1.41486546808073,-2.50755966851314,-0.567314151453502,-3.44354095638194,-0.766882320382289,2.38013033884454,-0.14274739123357,0.607638387950071,0.203285888172862,-1.88919733380453,-3.95458891694049,-6.1481937385103,-2.92321217490523,-0.55826024860562,-1.897579722374,-4.66599969581087,-3.20965167758732,2.31761387393711,1.73501134914295,0.366420882652013,-0.179068634707619,-3.42681102392195,-1.68741467422948,-0.61188840864952,1.67510525836724,5.155729099773,-1.19991051130197,-1.94628758381441,-1.47626965496556,4.17301134250435,-3.08274729789537,-2.06107760125875,0.541290993763747,85.2088603989951,-1.11051663647459,-0.730954070274341
,39,1.71923541378055,-4.32045684981676,-2.16540109438104,-1.05272823922314,-7.95857908520929,-5.81489905351918,-5.60747406850184,-4.56234100539208,-1.17521205315901,-8.37050038644899,-3.30670861935505,2.24809509212704,1.56031731880542,-0.558108221192166,1.476912602557,0.615411249054887,-4.56527590778554,4.42899062429569,-0.991075453130179,1.45838567789315,-3.50547497202145,0.380606273331523,-1.94661135990176,1.90839705307599,-1.65277775993945,1.11787054113999,1.97034834123572,1.05915177934988,-0.456789097935295,-3.90387608878776,-5.2002892742424,-2.45491233903037,-1.66057516461615,-0.769103447086915,-4.51677946240807,-2.6775825823056,2.4669848345452,1.95485726476909,0.501309573291413,-4.20366238457927,-1.80494449565458,-1.27354309106158,-1.98774071268508,6.82915375162565,0.877902690908741,1.09791607584172,2.70697738702575,0.967350892804461,3.26232198763607,-2.14584670179587,-0.844471597659322,-0.0277566350669076,89.964776936823,-2.01759488394919,-1.12174469062135
,40,3.38013456519639,-4.28671649879243,-1.57776751496294,-0.727001251739239,-6.53430337358486,-8.43013545647455,-6.86298180418999,-7.42159557477498,0.635855386888124,-5.67197189215813,-5.10478943081216,3.69243303065741,0.341126107348373,-0.14612012031057,3.84237944151755,0.819861099558238,-3.06979199993702,4.14974976244321,-0.781616473285794,3.29815916557982,-3.1942110374398,4.09579618235057,-1.8225130164019,4.54528150851502,5.5867119719187,2.03827365031248,3.32614392508412,3.18530400816599,1.70368766744468,-4.7450202169689,-4.84097080407992,-2.36492699345808,-4.80439322299799,-1.03415437486592,-3.67987523691954,-1.03989552120584,4.1552712295038,3.83485991604221,3.9884794490963,-0.607113560924518,1.85152644136269,-0.231508626114191,-2.41195624541615,3.31057544267787,6.40491656903305,4.78635475402962,0.409861471847762,1.27508808676885,3.81645036777581,-0.154212706524959,0.351474787010829,-1.35948309899459,91.9241412057963,1.35258847885871,-2.38739600264762
