,Well,Sample,Call,Type,RFU1,RFU2
,A01,005-1,Allele 1,Auto,1450.81258908973,-0.168431787941699
,A02,005-2,Allele 1,Auto,1797.6894092515,0.650558827975601
,A03,005-3,Allele 1,Auto,1918.22539089802,-1.3663969563554
,A04,005-4,Allele 1,Auto,1802.19688081314,-4.3176118972774
,A05,005-5,Allele 1,Auto,1824.27448680106,-4.13708262445243
,A06,006-1,Allele 1,Auto,2415.48712807521,-3.73621032267101
,A07,006-2,Allele 1,Auto,2152.86918658763,-1.22985319553436
,A08,006-3,Allele 1,Auto,2407.23154340526,-3.75253649249316
,A09,006-4,Allele 1,Auto,2353.03158918421,-4.20351361331495
,A10,006-5,Allele 1,Auto,2327.2599470283,-2.04686741288333
,A11,012-1,Allele 1,Auto,2254.37750920163,-7.79819285740814
,A12,012-2,Allele 1,Auto,2095.68928664821,3.41268872997534
,B01,012-3,Allele 1,Auto,2203.47344677737,-1.45841361543489
,B02,012-4,Allele 1,Auto,2086.09238293596,-1.84592904097781
,B03,012-5,Allele 1,Auto,2179.97760377437,-2.01888382853758
,B04,021-1,Allele 1,Auto,2489.81834225372,-1.49637103841542
,B05,021-2,Allele 1,Auto,2369.38332819357,0.648345278950728
,B06,021-3,Allele 1,Auto,2605.3746059706,-5.933667799266
,B07,021-4,Allele 1,Auto,2525.68581185697,1.4658453906286
,B08,021-5,Allele 1,Auto,2401.59026397186,-5.08432317934057
,B09,038-1,Allele 1,Auto,2709.47765800923,-4.50496207787819
,B10,038-2,Allele 1,Auto,2611.60256355963,-6.12359107986003
,B11,038-3,Allele 1,Auto,2745.96176225857,-6.73176639925077
,B12,038-4,Allele 1,Auto,2458.82874408503,-2.3156732820853
,C01,038-5,Allele 1,Auto,2039.73199471331,2.48985152233172
,C02,043-1,Allele 1,Auto,2494.34784585797,-1.82745483674762
,C03,043-2,Allele 1,Auto,2430.3014005625,-3.15478133472561
,C04,043-3,Allele 1,Auto,2643.82144946734,6.60549188109007
,C05,043-4,Allele 1,Auto,2633.9861046293,-3.00869881553808
,C06,043-5,Allele 1,Auto,2639.22491711209,-3.85511576553154
,C07,047-1,Allele 1,Auto,2395.57477671933,-3.48659883784831
,C08,047-2,Allele 1,Auto,1922.62802828419,-6.23034949963858
,C09,047-3,Allele 1,Auto,2345.27070590678,-5.77872082823615
,C10,047-4,Allele 1,Auto,2510.73864283409,-2.09224100812753
,C11,047-5,Allele 1,Auto,2544.48023532056,-5.42145289318023
,C12,050-1,Allele 1,Auto,2473.30029932892,-1.56591243323601
,D01,050-2,Allele 1,Auto,2609.16302123475,30.2612245811097
,D02,050-3,Allele 1,Auto,2567.3537432885,-2.08062016265376
,D03,050-4,Allele 1,Auto,2518.44814880171,-0.621642229587451
,D04,050-5,Allele 1,Auto,2886.46326040783,-1.24424129922681
,D05,061-1,Allele 1,Auto,2995.36114501432,1.77555619028817
,D06,061-2,Allele 1,Auto,2775.80017002583,-2.15128194874023
,D07,061-3,Allele 1,Auto,2796.53020508172,-4.49248251888093
,D08,061-4,Allele 1,Auto,2783.28043016356,-5.35109340972485
,D09,061-5,Allele 1,Auto,2673.57077908592,0.373383502858815
,D10,062-1,Allele 1,Auto,2879.81657398984,-2.25413289208018
,D11,062-2,Allele 1,Auto,2918.11380371638,85.0231257466435
,D12,062-3,Allele 1,Auto,2542.65191859409,-6.32598176998499
,E01,062-4,Allele 1,Auto,2698.02841067723,-3.1249861884603
,E02,062-5,Allele 1,Auto,3004.29451649864,4.62444825564171
,E03,064-1,Allele 1,Auto,2886.87916459671,-2.76353853255932
,E04,064-2,Allele 1,Auto,2887.0224919811,1.82820433721372
,E05,064-3,Allele 1,Auto,2898.18214197743,-0.602752695429444
,E06,064-4,Allele 1,Auto,2981.34819128043,-1.79100002981704
,E07,064-5,Allele 1,Auto,3176.19114116232,1.43997390147024
,E08,065-1,Allele 1,Auto,2541.84949101478,2.99430489913948
,E09,065-2,Allele 1,Auto,2533.27731481236,-2.68552055145801
,E10,065-3,Allele 1,Auto,2887.23647445267,-2.06267015966978
