,Well,Fluor,Target,Content,Sample,End RFU,Call,Sample Type,CallType,Is Control
,A01,SYBR,,Unkn,005-1,1405.08697805258,,Unknown,Unassigned,False
,A02,SYBR,,Unkn,005-2,1736.23895657768,,Unknown,Unassigned,False
,A03,SYBR,,Unkn,005-3,1865.79395901535,,Unknown,Unassigned,False
,A04,SYBR,,Unkn,005-4,1754.77407675376,,Unknown,Unassigned,False
,A05,SYBR,,Unkn,005-5,1776.88196220599,,Unknown,Unassigned,False
,A06,SYBR,,Unkn,006-1,2336.74807435498,,Unknown,Unassigned,False
,A07,SYBR,,Unkn,006-2,2076.94561614241,,Unknown,Unassigned,False
,A08,SYBR,,Unkn,006-3,2333.00496801641,,Unknown,Unassigned,False
,A09,SYBR,,Unkn,006-4,2273.24432858895,,Unknown,Unassigned,False
,A10,SYBR,,Unkn,006-5,2258.52647200807,,Unknown,Unassigned,False
,A11,SYBR,,Unkn,012-1,2186.36049187596,,Unknown,Unassigned,False
,A12,SYBR,,Unkn,012-2,2026.57928070837,,Unknown,Unassigned,False
,B01,SYBR,,Unkn,012-3,2135.52858112867,,Unknown,Unassigned,False
,B02,SYBR,,Unkn,012-4,2013.97341382401,,Unknown,Unassigned,False
,B03,SYBR,,Unkn,012-5,2113.20545162513,,Unknown,Unassigned,False
,B04,SYBR,,Unkn,021-1,2413.86386713077,,Unknown,Unassigned,False
,B05,SYBR,,Unkn,021-2,2293.20930579647,,Unknown,Unassigned,False
,B06,SYBR,,Unkn,021-3,2521.44169903547,,Unknown,Unassigned,False
,B07,SYBR,,Unkn,021-4,2431.72030706218,,Unknown,Unassigned,False
,B08,SYBR,,Unkn,021-5,2320.74397894407,,Unknown,Unassigned,False
,B09,SYBR,,Unkn,038-1,2600.29858000722,,Unknown,Unassigned,False
,B10,SYBR,,Unkn,038-2,2526.63366508197,,Unknown,Unassigned,False
,B11,SYBR,,Unkn,038-3,2657.55063842872,,Unknown,Unassigned,False
,B12,SYBR,,Unkn,038-4,2384.0469027246,,Unknown,Unassigned,False
,C01,SYBR,,Unkn,038-5,1970.59124469372,,Unknown,Unassigned,False
,C02,SYBR,,Unkn,043-1,2401.93765681521,,Unknown,Unassigned,False
,C03,SYBR,,Unkn,043-2,2337.1705167863,,Unknown,Unassigned,False
,C04,SYBR,,Unkn,043-3,2542.52212851114,,Unknown,Unassigned,False
,C05,SYBR,,Unkn,043-4,2538.67950885069,,Unknown,Unassigned,False
,C06,SYBR,,Unkn,043-5,2527.97304505787,,Unknown,Unassigned,False
,C07,SYBR,,Unkn,047-1,2329.18764444374,,Unknown,Unassigned,False
,C08,SYBR,,Unkn,047-2,1872.73690930135,,Unknown,Unassigned,False
,C09,SYBR,,Unkn,047-3,2277.42150461154,,Unknown,Unassigned,False
,C10,SYBR,,Unkn,047-4,2447.09972629591,,Unknown,Unassigned,False
,C11,SYBR,,Unkn,047-5,2450.71495025741,,Unknown,Unassigned,False
,C12,SYBR,,Unkn,050-1,2396.74582433197,,Unknown,Unassigned,False
,D01,SYBR,,Unkn,050-2,2533.33329408107,,Unknown,Unassigned,False
,D02,SYBR,,Unkn,050-3,2482.97331257744,,Unknown,Unassigned,False
,D03,SYBR,,Unkn,050-4,2422.27126773467,,Unknown,Unassigned,False
,D04,SYBR,,Unkn,050-5,2759.49509634723,,Unknown,Unassigned,False
,D05,SYBR,,Unkn,061-1,2885.60184236532,,Unknown,Unassigned,False
,D06,SYBR,,Unkn,061-2,2705.02169013935,,Unknown,Unassigned,False
,D07,SYBR,,Unkn,061-3,2702.46298764492,,Unknown,Unassigned,False
,D08,SYBR,,Unkn,061-4,2701.46340126521,,Unknown,Unassigned,False
,D09,SYBR,,Unkn,061-5,2582.02372504631,,Unknown,Unassigned,False
,D10,SYBR,,Unkn,062-1,2767.02376232538,,Unknown,Unassigned,False
,D11,SYBR,,Unkn,062-2,2795.69595888608,,Unknown,Unassigned,False
,D12,SYBR,,Unkn,062-3,2458.10384349476,,Unknown,Unassigned,False
,E01,SYBR,,Unkn,062-4,2610.23718514099,,Unknown,Unassigned,False
,E02,SYBR,,Unkn,062-5,2899.0685409177,,Unknown,Unassigned,False
,E03,SYBR,,Unkn,064-1,2781.39299383723,,Unknown,Unassigned,False
,E04,SYBR,,Unkn,064-2,2761.88351855347,,Unknown,Unassigned,False
,E05,SYBR,,Unkn,064-3,2691.27069775079,,Unknown,Unassigned,False
,E06,SYBR,,Unkn,064-4,2854.72818901404,,Unknown,Unassigned,False
,E07,SYBR,,Unkn,064-5,3022.40270058487,,Unknown,Unassigned,False
,E08,SYBR,,Unkn,065-1,2443.71787583498,,Unknown,Unassigned,False
,E09,SYBR,,Unkn,065-2,2421.51689563299,,Unknown,Unassigned,False
,E10,SYBR,,Unkn,065-3,2812.12485225938,,Unknown,Unassigned,False
,E11,SYBR,,Unkn,065-4,2525.0202849047,,Unknown,Unassigned,False
,E12,SYBR,,Unkn,065-5,1845.0446521998,,Unknown,Unassigned,False
,F01,SYBR,,Unkn,077-1,2219.53202932639,,Unknown,Unassigned,False
,F02,SYBR,,Unkn,077-2,1922.0292515612,,Unknown,Unassigned,False
,F03,SYBR,,Unkn,077-3,2336.05909016261,,Unknown,Unassigned,False
,F04,SYBR,,Unkn,077-4,2193.42771538811,,Unknown,Unassigned,False
,F05,SYBR,,Unkn,077-5,2405.78813825305,,Unknown,Unassigned,False
,F06,SYBR,,Unkn,084-1,2753.65422110638,,Unknown,Unassigned,False
,F07,SYBR,,Unkn,084-2,2796.01275496922,,Unknown,Unassigned,False
,F08,SYBR,,Unkn,084-3,2534.15133708628,,Unknown,Unassigned,False
,F09,SYBR,,Unkn,084-4,2670.70798779268,,Unknown,Unassigned,False
,F10,SYBR,,Unkn,084-5,2914.34548174139,,Unknown,Unassigned,False
,F11,SYBR,,Unkn,089-1,2758.73605923751,,Unknown,Unassigned,False
