,Well,Fluor,Target,Content,Sample,Cq,SQ
,D04,SYBR,,Unkn,038-5,14.4712417991909,NaN
,D05,SYBR,,Unkn,041-1,14.0627563243894,NaN
,D06,SYBR,,Unkn,041-2,14.1321202614479,NaN
,D07,SYBR,,Unkn,041-3,14.0097352830346,NaN
,D08,SYBR,,Unkn,041-4,14.1808427051502,NaN
,D09,SYBR,,Unkn,041-5,14.8086743331939,NaN
,E02,SYBR,,Unkn,043-1,15.0864725933483,NaN
,E03,SYBR,,Unkn,043-2,14.4946325910594,NaN
,E04,SYBR,,Unkn,043-3,14.2429092245347,NaN
,E05,SYBR,,Unkn,043-4,14.2068046011087,NaN
,E06,SYBR,,Unkn,043-5,14.1199034482583,NaN
,E07,SYBR,,Unkn,047-1,12.4472303534866,NaN
,E08,SYBR,,Unkn,047-2,13.1960895620522,NaN
,E09,SYBR,,Unkn,047-3,13.4393291404465,NaN
,F02,SYBR,,Unkn,047-4,14.2019270490675,NaN
,F03,SYBR,,Unkn,047-5,13.3266932509197,NaN
,F04,SYBR,,Unkn,050-1,14.7168224354733,NaN
,F05,SYBR,,Unkn,050-2,14.2901577570372,NaN
,F06,SYBR,,Unkn,050-3,14.5077086156086,NaN
,F07,SYBR,,Unkn,050-4,14.7408293879584,NaN
,F08,SYBR,,Unkn,050-5,14.9550154380706,NaN
,F09,SYBR,,Unkn,019-1,14.8987699827852,NaN
,G02,SYBR,,Unkn,019-2,15.1823660908103,NaN
,G03,SYBR,,Unkn,024-1,14.0663482148765,NaN
,G04,SYBR,,Unkn,024-2,13.7622071675534,NaN
,G05,SYBR,,Unkn,Blank,37.7606700631404,NaN
,G06,SYBR,,Unkn,060-1,13.6513679343634,NaN
,G07,SYBR,,Unkn,060-2,13.8533851160312,NaN
,G08,SYBR,,Unkn,060-3,14.2743357465681,NaN
,G09,SYBR,,Unkn,060-4,14.5345928475773,NaN
,H02,SYBR,,Unkn,060-5,16.3392678282873,NaN
,H03,SYBR,,Unkn,061-1,13.3784470193086,NaN
,H04,SYBR,,Unkn,061-2,13.5752563537139,NaN
,H05,SYBR,,Unkn,061-3,13.7281452364772,NaN
,H06,SYBR,,Unkn,061-4,14.0644586406403,NaN
,H07,SYBR,,Unkn,061-5,14.6788453271548,NaN
,H08,SYBR,,Unkn,Blank,NaN,NaN
,H09,SYBR,,Unkn,,NaN,NaN
