,Well,Fluor,Target,Content,Sample,Cq,SQ
,A02,ROX,,Unkn,Blank,NaN,NaN
,A03,ROX,,Unkn,003-1,NaN,NaN
,A04,ROX,,Unkn,003-2,NaN,NaN
,A05,ROX,,Unkn,003-3,NaN,NaN
,A06,ROX,,Unkn,003-4,9.83288233536398,NaN
,A07,ROX,,Unkn,003-5,8.89054325925871,NaN
,A08,ROX,,Unkn,010-1,24.770250732081,NaN
,A09,ROX,,Unkn,010-2,34.7568517038331,NaN
,B02,ROX,,Unkn,010-3,NaN,NaN
,B03,ROX,,Unkn,010-4,NaN,NaN
,B04,ROX,,Unkn,010-5,NaN,NaN
,B05,ROX,,Unkn,013-1,NaN,NaN
,B06,ROX,,Unkn,013-2,3,NaN
,B07,ROX,,Unkn,013-3,NaN,NaN
,B08,ROX,,Unkn,013-4,NaN,NaN
,B09,ROX,,Unkn,013-5,37.9556079329026,NaN
,C02,ROX,,Unkn,021-1,NaN,NaN
,C03,ROX,,Unkn,021-2,NaN,NaN
,C04,ROX,,Unkn,021-3,NaN,NaN
,C05,ROX,,Unkn,021-4,NaN,NaN
,C06,ROX,,Unkn,021-5,NaN,NaN
,C07,ROX,,Unkn,Blank,NaN,NaN
,C08,ROX,,Unkn,038-1,NaN,NaN
,C09,ROX,,Unkn,038-2,NaN,NaN
,D02,ROX,,Unkn,038-3,NaN,NaN
,D03,ROX,,Unkn,038-4,NaN,NaN
,D04,ROX,,Unkn,038-5,NaN,NaN
,D05,ROX,,Unkn,041-1,NaN,NaN
,D06,ROX,,Unkn,041-2,NaN,NaN
,D07,ROX,,Unkn,041-3,NaN,NaN
,D08,ROX,,Unkn,041-4,NaN,NaN
,D09,ROX,,Unkn,041-5,NaN,NaN
,E02,ROX,,Unkn,043-1,NaN,NaN
,E03,ROX,,Unkn,043-2,NaN,NaN
,E04,ROX,,Unkn,043-3,NaN,NaN
,E05,ROX,,Unkn,043-4,NaN,NaN
,E06,ROX,,Unkn,043-5,NaN,NaN
,E07,ROX,,Unkn,047-1,NaN,NaN
,E08,ROX,,Unkn,047-2,NaN,NaN
,E09,ROX,,Unkn,047-3,NaN,NaN
,F02,ROX,,Unkn,047-4,NaN,NaN
,F03,ROX,,Unkn,047-5,NaN,NaN
,F04,ROX,,Unkn,050-1,NaN,NaN
,F05,ROX,,Unkn,050-2,NaN,NaN
,F06,ROX,,Unkn,050-3,NaN,NaN
,F07,ROX,,Unkn,050-4,NaN,NaN
,F08,ROX,,Unkn,050-5,NaN,NaN
,F09,ROX,,Unkn,019-1,NaN,NaN
,G02,ROX,,Unkn,019-2,NaN,NaN
,G03,ROX,,Unkn,024-1,NaN,NaN
,G04,ROX,,Unkn,024-2,NaN,NaN
,G05,ROX,,Unkn,Blank,NaN,NaN
,G06,ROX,,Unkn,060-1,NaN,NaN
,G07,ROX,,Unkn,060-2,NaN,NaN
,G08,ROX,,Unkn,060-3,NaN,NaN
,G09,ROX,,Unkn,060-4,NaN,NaN
,H02,ROX,,Unkn,060-5,NaN,NaN
,H03,ROX,,Unkn,061-1,NaN,NaN
,H04,ROX,,Unkn,061-2,NaN,NaN
,H05,ROX,,Unkn,061-3,NaN,NaN
,H06,ROX,,Unkn,061-4,NaN,NaN
,H07,ROX,,Unkn,061-5,NaN,NaN
,H08,ROX,,Unkn,Blank,29.7720087796638,NaN
,H09,ROX,,Unkn,,36.708268991733,NaN
,A02,SYBR,,Unkn,Blank,37.0095213995581,NaN
,A03,SYBR,,Unkn,003-1,15.5992706749796,NaN
,A04,SYBR,,Unkn,003-2,15.481997407204,NaN
,A05,SYBR,,Unkn,003-3,12.6254331459032,NaN
,A06,SYBR,,Unkn,003-4,14.2596207350972,NaN
,A07,SYBR,,Unkn,003-5,16.8530408084575,NaN
,A08,SYBR,,Unkn,010-1,16.5191842453473,NaN
,A09,SYBR,,Unkn,010-2,22.4511457722182,NaN
,B02,SYBR,,Unkn,010-3,14.3992221744114,NaN
,B03,SYBR,,Unkn,010-4,14.9466505394114,NaN
,B04,SYBR,,Unkn,010-5,14.6153510985547,NaN
,B05,SYBR,,Unkn,013-1,15.0276428841087,NaN
,B06,SYBR,,Unkn,013-2,15.1855349273549,NaN
,B07,SYBR,,Unkn,013-3,15.0295904189104,NaN
,B08,SYBR,,Unkn,013-4,14.0974411992049,NaN
,B09,SYBR,,Unkn,013-5,17.2295234382318,NaN
,C02,SYBR,,Unkn,021-1,14.760676482792,NaN
,C03,SYBR,,Unkn,021-2,14.6341279184661,NaN
,C04,SYBR,,Unkn,021-3,14.4867636482122,NaN
,C05,SYBR,,Unkn,021-4,14.6705056760001,NaN
,C06,SYBR,,Unkn,021-5,14.7543396999126,NaN
,C07,SYBR,,Unkn,Blank,35.6720841492478,NaN
,C08,SYBR,,Unkn,038-1,14.9463917224509,NaN
,C09,SYBR,,Unkn,038-2,15.2868598237481,NaN
,D02,SYBR,,Unkn,038-3,15.5688199481042,NaN
,D03,SYBR,,Unkn,038-4,14.4747631334063,NaN
