,Well,Sample,Call,Type,RFU1,RFU2
,A02,Blank,Allele 1,Auto,311.982508420311,-4.10059270756619
,A03,003-1,Allele 1,Auto,358.968224213398,-6.69659522731808
,A04,003-2,Allele 1,Auto,288.354608499352,-6.71772528445263
,A05,003-3,Allele 1,Auto,1050.51049575949,-3.90687920820073
,A06,003-4,Allele 1,Auto,1006.01023796087,11.515119368486
,A07,003-5,Allele 1,Auto,805.609132889944,10.8608972582629
,A08,010-1,Allele 1,Auto,754.018696688501,-1.68719236704374
,A09,010-2,Allele 1,Auto,308.837249113075,-3.20145565143457
,B02,010-3,Allele 1,Auto,681.460189023568,1.10619849588102
,B03,010-4,Allele 1,Auto,511.814790158842,0.383631055189653
,B04,010-5,Allele 1,Auto,554.913486528042,-1.8545034454728
,B05,013-1,Allele 1,Auto,524.226804969337,-6.24886622482154
,B06,013-2,Heterozygote,Auto,432.70782569045,40.5418658101689
,B07,013-3,Allele 1,Auto,462.202994614353,-4.63773659922981
,B08,013-4,Allele 1,Auto,816.93449156942,-1.05752860727534
,B09,013-5,Allele 1,Auto,720.650812500878,12.616696531195
,C02,021-1,Allele 1,Auto,554.658403717154,-2.76826261795441
,C03,021-2,Allele 1,Auto,622.913545155456,0.655873357668952
,C04,021-3,Allele 1,Auto,722.655086904997,0.75289844509598
,C05,021-4,Allele 1,Auto,662.505656405595,-4.9485739903489
,C06,021-5,Allele 1,Auto,714.071690695698,-1.17302322217802
,C07,Blank,Allele 1,Auto,472.809920195325,-2.23796667795978
,C08,038-1,Allele 1,Auto,518.669339418776,-6.21068379162398
,C09,038-2,Allele 1,Auto,457.325661086711,-1.70284971224601
,D02,038-3,Allele 1,Auto,454.530062540593,-0.340283754246229
,D03,038-4,Allele 1,Auto,775.383595648267,-3.2018282455374
,D04,038-5,Allele 1,Auto,779.429681397543,1.39366950815793
,D05,041-1,Allele 1,Auto,732.673280067813,2.10391448531846
,D06,041-2,Allele 1,Auto,881.98601022305,-1.31458643707583
,D07,041-3,Allele 1,Auto,693.056763778095,1.4558468995474
,D08,041-4,Allele 1,Auto,715.775314021042,1.22755615432743
,D09,041-5,Allele 1,Auto,641.979556981769,-2.33106807398826
,E02,043-1,Allele 1,Auto,529.132231610384,0.0810232141689085
,E03,043-2,Allele 1,Auto,760.104934407658,0.907594905498172
,E04,043-3,Allele 1,Auto,772.066635097623,4.39110880741828
,E05,043-4,Allele 1,Auto,820.436138633881,5.0292208055148
,E06,043-5,Allele 1,Auto,831.091576891295,1.38169057275445
,E07,047-1,Allele 1,Auto,792.991412399844,2.82798053703164
,E08,047-2,Allele 1,Auto,678.558703560995,-0.638484791035808
,E09,047-3,Allele 1,Auto,601.414736286209,1.80621110244419
,F02,047-4,Allele 1,Auto,353.69853901323,0.315592066825047
,F03,047-5,Allele 1,Auto,568.461020651189,2.46608846793606
,F04,050-1,Allele 1,Auto,659.549029182425,0.664776501948381
,F05,050-2,Allele 1,Auto,794.795332780498,1.01572061765273
,F06,050-3,Allele 1,Auto,873.203297512237,3.01631409515539
,F07,050-4,Allele 1,Auto,758.959082949604,3.465629091148
,F08,050-5,Allele 1,Auto,726.074994705593,-3.34766263408983
,F09,019-1,Allele 1,Auto,603.95921005274,2.15003115897116
,G02,019-2,Allele 1,Auto,669.594754884959,1.81920402818332
,G03,024-1,Allele 1,Auto,619.630385121387,4.29830762376469
,G04,024-2,Allele 1,Auto,658.005140608074,0.761038062366879
,G05,Blank,Allele 1,Auto,325.930224837458,-2.40521258063609
,G06,060-1,Allele 1,Auto,804.099321552506,2.53873499372094
,G07,060-2,Allele 1,Auto,818.934073948691,0.44449117135855
,G08,060-3,Allele 1,Auto,690.64594987653,-1.792310036868
,G09,060-4,Allele 1,Auto,653.756771301038,6.85561860655025
,H02,060-5,Allele 1,Auto,574.14256388805,5.23390262896692
,H03,061-1,Allele 1,Auto,650.605229175685,1.15438764658302
,H04,061-2,Allele 1,Auto,613.206081105076,-1.75858896939189
,H05,061-3,Allele 1,Auto,674.513760261344,3.9772799203397
,H06,061-4,Allele 1,Auto,638.987683890782,1.04566332051809
,H07,061-5,Allele 1,Auto,597.328734573541,4.56249907392112
,H08,Blank,Allele 1,Auto,56.0022779319397,-6.91614179255293
,H09,,Allele 1,Auto,20.6144755166165,-5.68099490251234
