,Well,Fluor,Target,Content,Sample,End RFU,Call,Sample Type,CallType,Is Control
,A02,SYBR,,Unkn,Blank,164.535816484175,,Unknown,Unassigned,False
,A03,SYBR,,Unkn,003-1,375.759611658119,,Unknown,Unassigned,False
,A04,SYBR,,Unkn,003-2,308.324427381763,,Unknown,Unassigned,False
,A05,SYBR,,Unkn,003-3,1025.1679409576,,Unknown,Unassigned,False
,A06,SYBR,,Unkn,003-4,981.238335889854,,Unknown,Unassigned,False
,A07,SYBR,,Unkn,003-5,787.411548169688,,Unknown,Unassigned,False
,A08,SYBR,,Unkn,010-1,760.314302555278,,Unknown,Unassigned,False
,A09,SYBR,,Unkn,010-2,359.494054957517,,Unknown,Unassigned,False
,B02,SYBR,,Unkn,010-3,665.4138186024,,Unknown,Unassigned,False
,B03,SYBR,,Unkn,010-4,515.718023559672,,Unknown,Unassigned,False
,B04,SYBR,,Unkn,010-5,554.050266128896,,Unknown,Unassigned,False
,B05,SYBR,,Unkn,013-1,529.267994329767,,Unknown,Unassigned,False
,B06,SYBR,,Unkn,013-2,449.546645863489,,Unknown,Unassigned,False
,B07,SYBR,,Unkn,013-3,472.933001013282,,Unknown,Unassigned,False
,B08,SYBR,,Unkn,013-4,810.616925923468,,Unknown,Unassigned,False
,B09,SYBR,,Unkn,013-5,686.07088215165,,Unknown,Unassigned,False
,C02,SYBR,,Unkn,021-1,554.877841049668,,Unknown,Unassigned,False
,C03,SYBR,,Unkn,021-2,611.902957832086,,Unknown,Unassigned,False
,C04,SYBR,,Unkn,021-3,712.805541559018,,Unknown,Unassigned,False
,C05,SYBR,,Unkn,021-4,656.370169985007,,Unknown,Unassigned,False
,C06,SYBR,,Unkn,021-5,705.687998433019,,Unknown,Unassigned,False
,C07,SYBR,,Unkn,Blank,269.870870778899,,Unknown,Unassigned,False
,C08,SYBR,,Unkn,038-1,523.726414953258,,Unknown,Unassigned,False
,C09,SYBR,,Unkn,038-2,463.028170993007,,Unknown,Unassigned,False
,D02,SYBR,,Unkn,038-3,456.998852029029,,Unknown,Unassigned,False
,D03,SYBR,,Unkn,038-4,763.568552852347,,Unknown,Unassigned,False
,D04,SYBR,,Unkn,038-5,766.200957108352,,Unknown,Unassigned,False
,D05,SYBR,,Unkn,041-1,724.648747332896,,Unknown,Unassigned,False
,D06,SYBR,,Unkn,041-2,869.292423475173,,Unknown,Unassigned,False
,D07,SYBR,,Unkn,041-3,685.370868819665,,Unknown,Unassigned,False
,D08,SYBR,,Unkn,041-4,707.009988983577,,Unknown,Unassigned,False
,D09,SYBR,,Unkn,041-5,638.758848944171,,Unknown,Unassigned,False
,E02,SYBR,,Unkn,043-1,527.601987973142,,Unknown,Unassigned,False
,E03,SYBR,,Unkn,043-2,745.37966581421,,Unknown,Unassigned,False
,E04,SYBR,,Unkn,043-3,756.610155517789,,Unknown,Unassigned,False
,E05,SYBR,,Unkn,043-4,804.182361338127,,Unknown,Unassigned,False
,E06,SYBR,,Unkn,043-5,815.758782683026,,Unknown,Unassigned,False
,E07,SYBR,,Unkn,047-1,772.099625513565,,Unknown,Unassigned,False
,E08,SYBR,,Unkn,047-2,663.111958047304,,Unknown,Unassigned,False
,E09,SYBR,,Unkn,047-3,589.320659465566,,Unknown,Unassigned,False
,F02,SYBR,,Unkn,047-4,353.263147515309,,Unknown,Unassigned,False
,F03,SYBR,,Unkn,047-5,556.54424793715,,Unknown,Unassigned,False
,F04,SYBR,,Unkn,050-1,646.30897985527,,Unknown,Unassigned,False
,F05,SYBR,,Unkn,050-2,777.320267178562,,Unknown,Unassigned,False
,F06,SYBR,,Unkn,050-3,852.264452794622,,Unknown,Unassigned,False
,F07,SYBR,,Unkn,050-4,744.53416837174,,Unknown,Unassigned,False
,F08,SYBR,,Unkn,050-5,714.901887073788,,Unknown,Unassigned,False
,F09,SYBR,,Unkn,019-1,593.570156118063,,Unknown,Unassigned,False
,G02,SYBR,,Unkn,019-2,656.327838850797,,Unknown,Unassigned,False
,G03,SYBR,,Unkn,024-1,611.193055739776,,Unknown,Unassigned,False
,G04,SYBR,,Unkn,024-2,649.11969867866,,Unknown,Unassigned,False
,G05,SYBR,,Unkn,Blank,130.796990323594,,Unknown,Unassigned,False
,G06,SYBR,,Unkn,060-1,790.390210444197,,Unknown,Unassigned,False
,G07,SYBR,,Unkn,060-2,806.285463794834,,Unknown,Unassigned,False
,G08,SYBR,,Unkn,060-3,686.158326768576,,Unknown,Unassigned,False
,G09,SYBR,,Unkn,060-4,642.946408586753,,Unknown,Unassigned,False
,H02,SYBR,,Unkn,060-5,562.444367263664,,Unknown,Unassigned,False
,H03,SYBR,,Unkn,061-1,646.413039182885,,Unknown,Unassigned,False
,H04,SYBR,,Unkn,061-2,610.119968033066,,Unknown,Unassigned,False
,H05,SYBR,,Unkn,061-3,664.226057627637,,Unknown,Unassigned,False
,H06,SYBR,,Unkn,061-4,635.421336337192,,Unknown,Unassigned,False
,H07,SYBR,,Unkn,061-5,593.43965141371,,Unknown,Unassigned,False
,H08,SYBR,,Unkn,Blank,34.2663268680651,,Unknown,Unassigned,False
,H09,SYBR,,Unkn,,16.7989245482023,,Unknown,Unassigned,False
