,Cycle,A1,A2,A3,A4,A5,A6,A7,A8,A9,A10,A11,A12,B1,B2,B3,B4,B5,B6,B7,B8,B9,B10,B11,B12,C1,C2,C3,C4,C5,C6,C7,C8,C9,C10,C11,C12,D1,D2,D3,D4,D5,D6,D7,D8,D9,D10,D11,D12,E1,E2,E3,E4,E5,E6,E7,E8,E9,E10,E11,E12,F1,F2,F3,F4,F5,F6,F7,F8,F9,F10,F11,F12,G1,G2,G3,G4,G5,G6,G7,G8,G9,G10,G11,G12,H1,H2,H3,H4,H5,H6,H7,H8,H9,H10,H11,H12
,1,-75.9099916888722,-30.129983138545,12.014519459995,-41.0242842924022,-40.6137507275494,-23.0146661004992,-26.2991614402604,-33.7543557234735,-43.9288560706868,-76.4635656507585,-91.4831624032195,-121.095372495857,-18.9732984609172,1.05124505193589,6.21621715075798,-27.8001006086984,-49.9828357582683,19.4758802427873,11.1219782218404,-37.8085356796751,0.244145055392892,-26.3523004394356,-8.98857611890662,-46.0579830933962,-26.2153322232789,-35.9654490899966,33.8591590999245,17.9378032540312,-49.900978892932,-30.9515177101703,23.4558476109828,-40.7967857739131,-18.3524380881759,-37.7948220846797,-30.2069886553982,-27.9077918350804,-37.170542519149,-56.5721548106803,-42.2470685867838,-53.3465109333756,-49.8630092645449,21.2236635467229,-22.7080520180716,13.4126958690385,-44.0858868422711,-9.62583779468923,-39.2065306849622,-23.8680890831552,14.096226174232,-29.6353576261713,-21.0562382647513,-32.0850259365066,-37.9893390509237,-30.6671153235534,-50.6842494348612,-64.2232134571304,-18.0488885254699,-35.2928944556888,-54.3895411917661,-17.2675389211681,-67.9643378862502,-21.7989042194008,-34.0244029802557,16.3109871464731,-10.791154210382,-51.3966227589408,-19.6904864816256,-34.5063657870955,-42.1887599940474,-32.0201274700712,-45.5478331665563,-44.198400634019,-31.6810589147985,-9.19297215851702,-34.2373424527073,-12.8996767676135,-52.7038393604062,-42.4033068277863,-41.5449874018695,-42.1277512953789,-51.0489353847661,-29.5400024189512,-15.617420012391,-33.078536391889,-60.5655658883438,-31.3807331546241,27.5162018390251,-61.0697271721647,-51.4512363025051,-46.1449119214749,-41.4082445987938,-54.096330475204,-58.3448461870867,-18.0432304229826,-48.2282484683351,-29.2323855220134
,2,-37.3446927590248,-19.9400091788534,12.0696789115864,-20.2305643383847,-27.8613035008248,-8.84572121590099,-21.8613786192782,-14.262399696594,-35.93260460786,-43.4861149184276,-28.459201261157,-40.9462308612615,-17.4724939840612,0.252778406933885,13.9043423700377,-12.3098405964765,-32.7275771869372,26.9361414089071,9.08680254011188,-19.7721953116084,5.1813466142803,-19.6260591147447,-6.55416282169517,-20.898325711024,-8.9541681622818,-23.8288647398122,33.7427036073768,25.412360277443,-30.3876443361755,-5.21946977779589,30.2530645671472,-27.6266417001825,-9.41019984001332,-25.0408171878212,-16.9094687197057,-21.0890918575751,-25.3539498707109,-46.4507666385985,-30.6123374405324,-44.1373827431839,-30.7008547624291,34.2038075079049,-17.117394639421,25.3568287318126,-32.154721074789,-8.47580387697144,-27.1619022414989,-22.3339141244396,20.767047803572,-22.7483038106416,-13.582774658938,-21.6254643296811,-32.0727305473561,-19.4438206052855,-32.1991949644075,-53.4766407247967,-7.88109764350929,-23.379851841134,-33.4811957746915,-12.9706246757646,-51.4313045948079,-12.8279528077378,-20.9093133936253,24.860031247686,-6.54675808220554,-26.3076899668454,-8.15504192537674,-19.9472740053266,-29.3659900468133,-30.1218972584797,-26.8870417483231,-15.6853992196366,-14.5127402050889,1.4425875162483,-25.2848684717519,-8.55347167504488,-25.1664433155979,-17.4642543097743,-29.0950251679342,-33.1306156239416,-30.3735931799611,-17.2950356883171,-7.2476249429119,-22.5411087070033,-24.2044874808048,-18.2120119448527,42.1152762143752,-31.5745150732296,-28.8162046149037,-29.6568063686386,-21.4402754356956,-26.2469636561332,-35.81362776577,-7.5054323883578,-33.3792544816361,-8.7875562295003
,3,-39.6136097149124,-17.5707406122701,20.4300120067678,-13.5415835063004,-20.0899737340228,-4.58109779254892,-18.3837116815057,-7.93141913035743,-25.5866236077541,-32.9651267001318,-19.5241341667629,-21.0350591361835,-11.0295226267322,1.49564178052287,14.918087748993,-8.99956714152904,-22.9254039366338,29.9194634001046,19.3356122469049,-10.9428529172155,8.37501636434808,-14.3757147785232,2.12822007998602,-21.3219009138029,-8.74444567034061,-15.3503674594986,42.521754899291,32.829814527222,-24.6211220300884,-7.31973910635497,36.1192196317875,-22.8197884165684,-4.09977761790651,-18.6002224490953,-10.3987490251579,-15.6360306316142,-20.2507195677304,-30.4015324771763,-20.4383520481456,-25.5880904367677,-24.1990625873104,39.5144178357514,-13.7875145384278,30.3840033805373,-20.5176062781334,-10.9657722444449,-8.93240409324198,-22.512921877887,30.7225091210025,-18.7510338062061,-12.4150825755364,-20.6882399520396,-21.3858899294974,-16.7838616942363,-23.8215718475881,-34.9815432036185,-4.84544228973982,-22.6779882046403,-19.7527912674786,-8.87303232663999,-35.9649918931455,-8.36325075066634,-11.3725555063679,27.5280271427837,-7.33385696078358,-15.6559412220372,-10.4405118777631,-15.7071827641203,-18.1736697991996,-15.8065457044204,-9.91227384935064,-10.4282682106086,-9.28905230462806,2.5036008733905,-17.4234839448595,-9.18163707727263,-17.1365181719066,-12.72274625621,-25.5463496480052,-22.6015439829389,-12.7185912308514,-11.7454260779436,-6.38369941958854,-16.8424290990088,-19.8944044880773,-9.43437071654944,43.0464765220831,-24.7913646761253,-9.47261193692657,-23.8554912313934,-12.7147670702157,-16.072451965877,-23.6797480328428,-2.34455375973903,-28.691203468532,-9.66927070583233
,4,-36.1033789360381,-9.63578212398943,27.2400160090147,-13.3714327867378,-14.4260104860864,-2.61921026276559,-12.3803378572393,-8.06124811038626,-17.5344912660184,-25.8698665645265,-12.1447745068485,-17.4349101616867,-1.13167225585403,-2.52340366022236,19.8907836653229,-5.13221993622574,-17.3622350975279,39.8926178668034,25.7808163292066,-8.41855893311458,11.1666884857996,-12.2169314853822,2.83762677330833,-17.153220915437,-2.88182302970654,-10.9993716246531,56.6956731990476,43.7730860362917,-16.1308341109034,-2.53530579677636,48.1589595090468,-14.0858040616322,-1.81291130163845,-14.4841273489724,-2.28795153891406,-8.82570744351597,-9.85456666464006,-25.282286685981,-10.0710726842485,-13.4330135383798,-16.3273156530154,52.685890447668,-11.7483567844261,39.4781541660799,-16.6967664358867,-5.85042298226199,-11.3185062161369,-18.33016888466,40.0189435502134,-9.93674013201553,-9.99884608744514,-17.3488879437996,-18.154734666291,-5.0906505312787,-15.0185319900456,-23.2700751452867,-4.57432218390568,-15.8882430002682,-14.5907259649393,-5.99562935180029,-25.6007112837433,-8.29663451920078,-7.83585060082623,34.8761281930994,-7.35809368770651,-11.6676994764289,-10.4184855877202,-9.70548756459084,-15.5611329532176,-8.94483837437883,-6.48618282536609,-9.51287609363089,-6.07162470219691,1.44031260451902,-10.203355906247,-3.8821739468226,-10.0230507453643,-8.65704747833342,-13.1088523640005,-12.2217017600956,-9.4605935671816,-8.37294204064847,-2.10956053781047,-10.3951681152357,-11.6536636205265,-6.04758526508977,57.3953020294421,-16.4226735641241,-4.81628191146956,-12.5242674945353,-11.4517995454357,-13.4834399543647,-18.5549205622483,-0.0908624060170951,-24.8214894162861,-6.0324236041256
,5,-30.3998603315467,-5.29292752607216,32.6544281337481,-10.8712988677707,-11.5460212619746,-4.80701883949905,-11.8551506400381,-4.48503623909028,-14.8032413290107,-23.6702942672687,-13.4280672878635,-15.0643793826162,-4.2300435783668,-1.50319863894356,28.3764437669843,-3.21986976864082,-12.2352166150395,40.4979976356894,31.5775058925536,-10.2871645445966,17.3181123416052,-6.54528466670627,14.5948493624919,-12.277849599765,-3.3532075448361,-7.54829516651125,61.6908506152231,51.4659901954983,-6.88371333340592,-7.36517490338019,53.5637209487791,-9.15054390758405,0.71220255992921,-9.63076910122891,-3.76482469420125,-7.11739606793435,-5.54244128946448,-14.272435505326,-6.73768571567689,-7.49863245167944,-9.41679184722807,61.8953894216766,-8.39200789916777,48.8887222698672,-12.2826861484646,-3.43899314602322,-7.68913302801002,-16.6368772433261,47.9169727937146,-8.45382658183189,-6.53633189325001,-12.7560670594876,-9.38214428249648,-5.34253740661006,-5.15732758520608,-16.3541708719331,-1.48022861850541,-12.2571223450232,-11.4890162742668,-6.66440199975887,-18.0578594946887,-5.06851299867185,-7.37210989053392,41.0633400717041,-3.41442533657209,-10.5249990752486,-10.970430061499,-5.37886106292308,-13.8096214616457,-10.0338850954877,-9.38541337296829,-6.63643180576037,-4.95625015104088,-0.60186697880772,-7.48591718728812,-3.75407639945115,-1.94895423250591,-3.91365550408227,-13.705434483903,-13.5772258411243,-5.74653079548671,-3.67407062702068,-4.67678500501279,-8.63922485873127,-11.5925915663852,-1.91189095740901,60.5790036732828,-13.9604779305819,-1.18873454444974,-9.97027614854233,-5.4861942466855,-11.5750745674691,-13.807140746158,-1.67244222433146,-15.7282391993376,-6.85727058857856
,6,-23.2012527577431,-0.349900875503408,38.1862701961813,-3.3913420534509,-5.09875222356504,-0.401479208925593,-5.49374228177157,1.82813520937407,-8.44935007112963,-12.5112268578118,-1.20169055260658,-9.94007863065781,-3.30615218061121,1.097755346555,30.7379156027382,-4.15451388470547,-5.78417771427121,44.2886964706827,36.9482887177187,-3.26660973662592,23.2276519821912,-7.72178746944655,24.2058785671275,-2.85918210110503,-4.2029665889695,-7.74662969980909,72.9673559875805,56.808929796528,-2.8764885901719,-1.00642278648002,61.8897243410847,-2.87503681430826,-2.38321359602878,-6.01675733522416,-3.12953619178461,-5.45431619904502,-3.1972630625537,-10.5442351371489,-3.4650076032267,-4.31403175602372,-1.70213841439454,68.5836645104919,-2.73662169018826,55.7163721713305,-6.41837953317872,-3.88217914508505,-10.243388284543,-9.39197858340731,54.0534536771364,-7.78882865987589,-0.0616859813067094,-11.6924199233017,-9.65592717147774,-0.904313587296201,-3.13082638958895,-7.43318286606336,1.3882287272354,-0.967035354520704,-4.51987377531668,-5.07886733847954,-10.8239287316887,-5.48479532308147,-1.67521064902576,45.2870673838165,-3.51413740947964,-2.01458878633457,-9.82758573358751,-3.21691302178533,-3.25997534840189,-7.78110295292163,-4.78555714462755,-5.72233319691986,-3.23335680447099,-1.39897102292798,-5.38473247960474,-7.59823746585016,-1.96024835488015,-4.61132323265838,-7.15055562137741,-5.28179618525655,-1.32642111021323,-3.76862127620507,-3.09050645104753,-9.60947105120385,-7.62436380430108,-4.22054939171403,64.3941424478357,-9.98865606902746,-1.91014859015786,-11.6719584226739,-4.7446202375113,-0.866327870852274,0.154435626129271,-5.32376321267702,-9.61277209194168,-5.34400871329308
,7,-15.3147209312015,-0.430032195891272,41.3402018031748,-2.02548908630524,-3.05521292420872,-3.80283089739669,-1.37531173931347,1.72198190476047,-2.86789931968315,-10.0672484950983,-3.10856216744514,-0.26761628318809,-0.908235759160561,1.83481041587174,31.4586718550683,4.78595578829572,-3.66919930966515,53.0233072976998,42.125824141492,-0.935749348543595,30.4275633365846,-2.6915438814176,33.5781877349614,-1.70458350722492,-1.82491696431316,-2.92047784615397,75.0299229642828,62.3555819492358,-0.0914766175401383,2.13333388928777,71.080351499148,1.22136559028968,-1.05717945148854,-0.427177941013269,0.371188234390957,-0.615625598167298,0.275258578535158,-5.48693204758774,0.598590755838359,1.12080673329092,4.38387571943849,72.2874792880202,0.895856161397205,61.0470922868853,-1.60309353867024,-0.847954939536066,-1.72163647286152,-9.55920098869956,58.0417519252277,-0.515536632368821,2.05011274579192,-9.36083649406282,-1.5236533030311,4.34048533787109,1.38412600551374,-5.48443649752699,1.83708266035137,0.295996499480225,-0.15674552831706,-1.40084951418748,-10.6040868290902,1.060243682502,-0.248255963891552,50.2049109689328,1.24636855627887,-1.03195839998989,-0.581850515829501,-0.612274235750192,2.41878527276458,-0.0817767596699923,3.77044114309956,-0.644817527969735,-1.50817117636825,-3.34071024896002,-1.1285977563407,2.98100969117149,3.19459240919969,-3.04372387158583,-2.8763364173642,-2.97384005200138,-4.01603404258231,-0.289949638467988,-1.35266752648977,-3.51400017139622,-0.723066866797126,3.12890967959538,69.0021162063103,-3.03389097517129,-1.50405727747784,-4.35994528060974,-2.61690758708664,-1.0394210362947,-0.588338050447419,-4.85873215664606,-4.58894553412119,1.42788694304954
,8,-10.2346649116039,0.206917133782099,42.9402742751983,-4.57184027025551,-4.95657895474369,1.34523023919337,-4.57311288980645,2.17910529039,-3.26845779745918,-4.94697023166691,0.578261517013289,-0.114794961772986,-1.88461122090484,1.04800869667815,30.1400773997307,3.3769220370159,1.92926672751764,54.3779349453444,46.1112008578234,-1.55908950555204,34.1812100812035,2.23098207828207,36.6609269061346,1.34747346511222,0.560261777302003,0.532520134089282,84.7170645660785,67.3727486008311,2.97544166653461,0.981656177609693,74.1907058078946,1.10576907599034,1.20863389692613,0.10997645294492,2.81233138637981,1.98672310616485,3.92218339732244,-5.5246107013827,2.62023220946367,2.74736646216388,0.389437338503285,79.2975631278628,1.90875066488752,63.0816919726205,-2.13351486812735,1.67221539107504,-4.14853432085192,-5.065124843582,61.1276198638922,-1.14096238963566,-0.543431009984033,-8.67394505872335,-3.79285121705288,4.7978641058171,2.15740472133575,-3.12242660589027,1.07704190523691,3.50429570209644,0.211164093932894,-1.3116651069904,-6.65258058648578,-0.41078869571038,-0.723202405750271,53.0417084497274,2.15305731729995,2.1681046486533,1.05351503024895,-0.61504520326298,-1.82998327892119,3.61882522289352,2.88430203251528,0.239945933158197,3.78904217557874,-3.10387967622955,-1.50734261366551,-0.781960268240255,3.88715160878473,2.83332623761407,-1.87304707988187,0.869548372044392,0.276777086270158,2.65753115981079,0.255022848374665,-2.20927397230116,-2.50436325749251,3.50628580885814,75.8151679278321,-3.56236350923882,-1.50515750913792,0.460224409621787,-0.472352876582136,-1.95149292951783,-0.486225753319104,-5.95530518213081,-0.934692699014249,-3.40247646109583
,9,-8.19961396101144,-0.2232073042519,42.5910609273809,-0.926120701884429,-1.9277577110679,-1.12257520460071,1.2657172030963,3.28997660012737,-5.10613948169157,-0.654435517865295,1.42889390197706,-1.45348201796696,1.97488858891757,1.17476053842893,30.6650903859963,-0.216813720748178,4.76964484700875,58.1882858559393,49.3714384716692,-0.192263979672589,36.7583113911567,2.41870936103442,39.8661974494438,3.63117866939592,0.797724856246987,1.02293903011059,84.3491993073894,71.5575792138739,6.33429620527386,2.98707894140671,79.5040244015854,4.6923152652098,1.80229519981322,-3.18136053064427,1.57499933271629,2.08234629986828,4.12233063312669,0.062453857996843,2.87017881284964,3.3204678905231,2.77013287277259,80.6474470283383,0.0986937948437117,66.3282938867199,4.68039522275603,0.760121719600647,-1.16921513772968,-0.338745395009028,63.309121486358,1.36405414657975,0.32902362771938,18.5046548924697,-1.89566710844747,-0.831996372352478,4.55341959033012,-0.71606241696918,1.88369276232152,6.60383092734492,1.63557653392081,0.8079597208216,-3.82625186705991,-0.805743017284385,1.52173464619591,57.0105106141439,3.06950292436341,0.445739747583048,3.50358180064222,-0.057685726219006,2.47780627549764,-1.86391587844628,-0.245951680199141,2.37016082928221,-0.020806846493997,0.531402795605572,-4.14687799531748,2.7018848579678,3.25462468830528,0.61818825574619,0.992548325378266,-0.429700952412531,1.35384870376129,5.8587798536073,-2.23523256134513,-5.32929538324106,1.75115725152591,0.849949367684985,73.3039399835989,1.75019790437455,1.05738786597612,1.12942790248462,3.63327629498735,2.1357011949076,4.3216567872546,-0.00796428197418209,2.65011164628822,1.65682902168601
,10,-8.15914831456394,3.63580449552592,44.8417022978929,0.393604965315717,0.77819307997288,2.41288971029871,3.49853502938549,2.09400945873767,-0.447830419211186,2.42242527568214,2.41669681914073,1.55593797323309,-0.159142855128721,4.45436883623279,31.2380012582521,1.06406842523847,1.31828346455768,60.8079822377895,52.1325757790391,0.925470568707624,40.1630879732922,3.99042375503677,45.7801951080357,2.744362250015,-2.57971405079479,2.06184837013325,90.067887670165,72.4451652914913,6.78871378520398,2.05656827746088,83.0589949256514,5.91316727509002,0.275206971952684,3.44372047680099,0.141437095632227,0.0920961137421727,5.58466502713327,1.16637943125761,2.95381115659484,3.45063218915448,4.90399176966912,85.6312720469637,5.90552629792182,71.3362484148558,2.37556537550108,10.2228395162369,1.51117709838672,-0.760284689014952,65.1936378702597,4.00055813839572,3.39647053787212,6.88278027726119,-2.66009925953767,2.27773927166527,2.49556788932205,-1.26511946228811,5.86845077851058,2.65690957612333,-1.12994304657241,2.54685421608974,-2.07742189134206,2.42757727246817,-3.17650706572158,57.9104144066976,5.64437149777314,6.9252194213982,1.92519287400592,0.854630016824558,4.42316560958034,-1.20867091120044,-0.495621076028783,0.253510541996093,0.529011313497449,1.99812806026512,0.628438265432123,4.13690044921395,5.55097908758444,5.27521189203571,-0.573830126574194,2.61570492050032,2.82368306214812,5.49379631656302,-0.226902127169524,1.06515477592075,3.4351019945293,1.9106678000353,79.9239505594219,5.1491629806419,-5.92137757759383,2.46751548442217,0.968885887225952,3.92523397155401,2.01524187415725,-1.31571502936413,7.84466858441283,2.84413469617266
