,Well,Fluor,Target,Content,Sample,End RFU,Call,Sample Type,CallType,Is Control
,A01,SYBR,,Unkn,Blank,-2.9453533983401,,Unknown,Unassigned,False
,A02,SYBR,,Unkn,048-1,2230.28078352277,,Unknown,Unassigned,False
,A03,SYBR,,Unkn,048-2,2328.64686587861,,Unknown,Unassigned,False
,A04,SYBR,,Unkn,014-1,2527.07282788795,,Unknown,Unassigned,False
,A05,SYBR,,Unkn,014-2,2592.27431789563,,Unknown,Unassigned,False
,A06,SYBR,,Unkn,055-1,2772.79264459293,,Unknown,Unassigned,False
,A07,SYBR,,Unkn,055-2,2697.53871322151,,Unknown,Unassigned,False
,A08,SYBR,,Unkn,055-3,2759.2131478822,,Unknown,Unassigned,False
,A09,SYBR,,Unkn,055-4,2826.64470641079,,Unknown,Unassigned,False
,A10,SYBR,,Unkn,055-5,2976.33016729883,,Unknown,Unassigned,False
,A11,SYBR,,Unkn,057-1,2755.34872736868,,Unknown,Unassigned,False
,A12,SYBR,,Unkn,057-2,2473.65303191992,,Unknown,Unassigned,False
,B01,SYBR,,Unkn,057-3,2572.27331948052,,Unknown,Unassigned,False
,B02,SYBR,,Unkn,057-4,2616.79666793818,,Unknown,Unassigned,False
,B03,SYBR,,Unkn,057-5,2579.97666141307,,Unknown,Unassigned,False
,B04,SYBR,,Unkn,058-1,2678.56599625598,,Unknown,Unassigned,False
,B05,SYBR,,Unkn,058-2,2716.89690227735,,Unknown,Unassigned,False
,B06,SYBR,,Unkn,058-3,2386.39716380477,,Unknown,Unassigned,False
,B07,SYBR,,Unkn,058-4,2762.54542140416,,Unknown,Unassigned,False
,B08,SYBR,,Unkn,058-5,2823.06020663497,,Unknown,Unassigned,False
,B09,SYBR,,Unkn,063-1,3077.28819961623,,Unknown,Unassigned,False
,B10,SYBR,,Unkn,063-2,2649.67242560606,,Unknown,Unassigned,False
,B11,SYBR,,Unkn,063-3,2878.03358349956,,Unknown,Unassigned,False
,B12,SYBR,,Unkn,063-4,2726.29818267281,,Unknown,Unassigned,False
,C01,SYBR,,Unkn,063-5,2001.47967478942,,Unknown,Unassigned,False
,C02,SYBR,,Unkn,068-1,2462.65232852999,,Unknown,Unassigned,False
,C03,SYBR,,Unkn,068-2,2605.44214240284,,Unknown,Unassigned,False
,C04,SYBR,,Unkn,068-3,2512.05295532694,,Unknown,Unassigned,False
,C05,SYBR,,Unkn,068-4,2859.18351879355,,Unknown,Unassigned,False
,C06,SYBR,,Unkn,068-5,2636.31281981311,,Unknown,Unassigned,False
,C07,SYBR,,Unkn,074-1,2981.96640388941,,Unknown,Unassigned,False
,C08,SYBR,,Unkn,074-2,2980.0645885468,,Unknown,Unassigned,False
,C09,SYBR,,Unkn,074-3,3114.30440647213,,Unknown,Unassigned,False
,C10,SYBR,,Unkn,074-4,3031.217536601,,Unknown,Unassigned,False
,C11,SYBR,,Unkn,074-5,3061.74385371621,,Unknown,Unassigned,False
,C12,SYBR,,Unkn,078-1,-1.80286875424435,,Unknown,Unassigned,False
,D01,SYBR,,Unkn,078-2,-1.02694632149978,,Unknown,Unassigned,False
,D02,SYBR,,Unkn,078-3,-2.75337972827892,,Unknown,Unassigned,False
,D03,SYBR,,Unkn,078-4,-2.54451564274441,,Unknown,Unassigned,False
,D04,SYBR,,Unkn,078-5,-2.98358627033749,,Unknown,Unassigned,False
,D05,SYBR,,Unkn,093-1,3030.68387270657,,Unknown,Unassigned,False
,D06,SYBR,,Unkn,093-2,3179.02182543132,,Unknown,Unassigned,False
,D07,SYBR,,Unkn,093-3,3046.21727339425,,Unknown,Unassigned,False
,D08,SYBR,,Unkn,093-4,3018.06582021763,,Unknown,Unassigned,False
,D09,SYBR,,Unkn,093-5,3144.97789855381,,Unknown,Unassigned,False
,D10,SYBR,,Unkn,095-1,2478.96855877559,,Unknown,Unassigned,False
,D11,SYBR,,Unkn,095-2,2736.19650503377,,Unknown,Unassigned,False
