,Cycle,A1,A2,A3,A4,A5,A6,A7,A8,A9,A10,A11,A12,B1,B2,B3,B4,B5,B6,B7,B8,B9,B10,B11,B12,C1,C2,C3,C4,C5,C6,C7,C8,C9,C10,C11,C12,D1,D2,D3,D4,D5,D6,D7,D8,D9,D10,D11,D12,E1,E2,E3,E4,E5,E6,E7,E8,E9,E10,E11,E12,F1,F2,F3,F4,F5,F6,F7,F8,F9,F10,F11,F12,G1,G2,G3
,1,-37.9024660525442,15.7601465818343,-0.742452321535893,-10.5413122697037,-8.10434765920036,-15.6019146779281,-20.2193285775084,-6.73775659932426,-8.79002649745144,-18.794607960966,-98.824287577323,-77.1165432777534,-2.43800876008027,7.6605308894159,-5.05099638797265,1.98868200584457,7.63350145670074,12.3061714634682,-12.477709917513,-22.0951797104403,-22.8012560358138,-10.7632857241802,-19.4939364398856,-16.3288858077267,-0.680055664824977,-8.07106475153023,-30.2101824659417,0.123703814958844,-11.7669696535409,-3.28243878514104,-7.83975123325808,-7.17532932618769,-19.9135428709305,-14.8854337295088,-4.4403046304983,-30.5137833255149,-29.5221090047457,-27.3283762289748,-21.8171941483706,-19.7622899662415,-5.98319415485912,-9.97154924078677,-13.1418473735007,-23.3192704279963,-3.27424657809661,-4.584973813327,-21.8915189219201,-11.8291696151418,2.3539435052403,1.12350938820737,-22.2953489211723,-11.0251144749896,-23.0472517823659,-29.5337432217084,-26.4431065922795,-1.26598294342557,43.9701120119671,8.50356854124448,-35.0389130724279,-13.739575954261,-24.7625927267959,-32.8730558238917,-23.9053470798212,-19.004087510395,-26.1992162785832,-2.8796294989811,-12.0048711015224,0.750574794396471,21.4000936372322,-4.50098135542612,-47.0925779621052,-16.3752257288993,-6.76903844088656,15.7205489517141,-14.7644451317315
,2,-25.1804836923729,17.4259888636475,-5.56172682568604,0.435876154944708,-1.18364856895914,-2.73110574271368,-8.61795794092541,0.847759680738363,2.44758783596899,3.81277974302611,-18.5440398246647,-12.104757728659,-3.98243201343757,7.4346571400888,0.643069504728373,14.2970099151262,12.8473395305555,11.7049348064716,-9.27487257494795,-10.5793594527127,-4.6416487895408,-11.1570953242604,-9.38726410351501,-3.26097297398383,-7.53177352043804,-13.0281534169198,-10.4423437086166,-0.253313281444662,-9.3184100951562,-1.10023494714551,-3.96447099976012,7.97851793154905,-6.91683766512415,-6.34236710588129,8.42565859526712,-15.1906717723291,-19.1502741768613,-15.6646844330658,-16.6328929904075,-13.9209560271543,2.49297029677518,0.360919584229123,-4.89862218872759,2.23543668599541,-0.199458752981627,2.92309450826042,-4.09286216440751,4.28322619749952,1.25662368221992,-3.74103278254506,-13.817899244018,-10.7172033249462,-13.2504288547821,-21.347236617944,-18.5346275219099,1.42219301961313,18.8551312785426,14.1214523817835,-16.4113388618398,4.8352017018542,-14.1170671787318,-22.4388802844542,-12.2666548289722,-12.2104220375227,-18.550260408173,-3.03469906371765,-1.91860811102561,3.19817012986414,18.6150389906957,1.26739242576286,-19.2459677683355,-6.16875686224148,-4.82433321628287,8.02083936217969,-10.8256634516242
,3,-13.9234137877306,11.6232115717653,-3.21555720471315,0.319766747305948,6.84852619231742,-1.98588145329586,-6.56978204953066,3.5468033791858,4.66808988141929,9.68622867396698,-1.16573835041845,6.09751040121591,2.25012252496799,11.9700282298836,3.22133376715692,13.7182247550127,12.98576747878,7.1201285928355,-2.96530381580124,0.590453902730133,-3.54911553674947,-4.73835664538819,-6.65622138638628,1.34885499238135,-3.04967688592615,-8.35751560863127,-9.90749977755149,2.0240030801051,0.942541742938829,11.6244411113589,1.60601317706323,8.79288927314565,5.90743922596857,-2.10023513732131,3.63850424663679,-6.37293498780446,-15.3615146846928,-13.9472470361479,-9.51773358617857,-10.7748025905694,0.291426718802541,0.867610028964464,3.14210641280715,-0.301559129151428,3.07626790454788,8.97446643210333,1.29978673694723,7.0355541235208,1.42520070277442,2.4459379524792,-8.75573097093229,-9.01273049814245,-9.02179321108451,-12.3223797653914,-12.0879415816507,4.90918715610769,17.1788776630392,14.4911117197812,-5.97977812535282,-0.0191537758992126,-9.18247363020191,-14.2617138197543,-9.5567699463104,-6.43951636110933,-11.007324904841,1.22576133093571,-2.12808725393143,3.25236743875121,17.9994252954843,1.37196903845415,-7.06830113560045,0.818757435438329,-2.90293669777429,6.87986092307392,3.72716862634434
,4,-12.7317898614156,8.96951878350455,-1.00733184066848,1.71436225885145,0.449117870525697,3.35359874095366,2.7249884576263,7.73830041978408,5.93137658225623,5.79717356945048,9.78198196559197,7.4922399089196,-0.977631754868071,3.65344409068939,8.88988076046644,15.6473959965274,10.4832055944485,7.71344014864462,5.56709207068434,7.5760432936745,6.25300598510694,3.29555502316862,2.24958370708646,9.61931964007181,5.72554461082609,0.511725897084943,0.105190999032402,1.53020308032637,4.06897222927955,7.392211780666,6.11160505162934,11.6269939536228,10.103475190253,5.07203074107838,6.97588283428786,-4.95596986609553,-9.4313151337783,-5.18836280275582,-8.49613659888882,-3.50784980938852,4.59997678922764,10.4287587576187,6.25006830155326,9.50441919383093,7.38687423247529,7.55608209752108,8.83231200892533,9.80506317326808,8.52292251009931,5.96643929982656,-7.56687400023566,-4.36603841313763,-6.22164896979757,-9.90759948987306,-9.60402968392918,11.7843729543897,7.8315010011529,6.84378249433757,-1.4269378803001,-3.89731584223591,-4.78076128838302,-9.79912687999968,-7.02451543668303,-2.97113541085264,-8.15322999245336,1.6935915765921,4.69879749463689,-0.111708564871151,11.4472063072012,0.169897635561028,1.80483405276073,4.22931723307283,-0.98294501848568,10.016339913619,7.25484323221281
,5,-6.56978219158646,-0.671135106298607,5.51178232892198,7.34387598303738,3.90384022043872,4.30538061691823,3.36411336462879,4.32117675173458,5.45881198609959,7.96098820919906,10.224009597946,5.64613584178642,3.43659304722587,0.959702734677194,6.91442316637858,8.81717849365259,6.12238808531674,6.71225436576606,10.0894674833885,9.70729931528876,2.97928862738445,1.81463358599967,1.65680980237494,4.27397676638748,4.55782047263028,2.67385806495122,5.19984305179878,12.7835178351111,2.73968173847015,10.0046476462239,5.40712930567224,2.1657841579181,2.70836363494163,3.647437602016,6.92547706262621,-5.85496537251038,-9.13976605152584,-3.55101523001531,-4.2456290613909,-3.25978717590624,4.4904478198041,4.59932015533877,2.19288694105535,7.83411295001224,8.54748096418507,1.60531919937057,7.93367022575603,9.58330610366875,5.482752598155,4.43942529974311,-0.479758522740212,-1.2625408625413,-1.69863533383341,-6.99752821579932,-6.32360283905427,11.8410329500593,8.91214526439671,5.03902934914368,0.513834148900514,2.54187571165494,-4.47414430835124,-9.09102232292662,-4.49267733304623,-0.0531779916045707,-1.39645702020516,1.29585387854149,1.28836602347792,5.62922448158224,9.58300573963379,2.35356049905613,2.37587729018969,4.7035427447945,11.1849507022371,10.3938361934061,12.1654867365537
,6,-8.94767339440523,-4.02655799580316,3.17344248801919,2.20865660331083,-1.98650361817135,10.1955559174903,2.39865596792379,7.4189954200674,6.63925580985187,5.65755461526487,9.28572847679834,2.18450002468262,8.69685471250705,2.66790334763891,6.35178972714448,0.765798768235527,4.63378895703499,8.38511428914944,4.7980499149262,3.03383937726949,6.96889555545931,4.53665894474625,4.8774167799279,4.03592074183507,6.51216393468485,0.532647101067141,6.24287904522362,5.0185610343201,4.43356932248025,7.80969230572418,4.8798316736943,3.353213726381,6.842209513547,4.3824128230026,6.74210170102515,-2.57729747756821,-3.80478305346833,0.46871840616086,-2.98009411521616,2.18408885691906,6.31153488841528,4.53454765082552,6.17727952852101,5.88663410986646,8.89921005728093,6.18835448694017,4.04478028725907,16.2491096600133,9.99252547020615,7.26836168250838,0.0330853111986471,1.3846742648393,-6.01428811270853,-7.03857269776245,-6.19752654791455,7.28874765435148,10.8244572248773,10.7974735391758,6.17345982970164,5.98790193699688,2.03138371680052,-8.05558583152515,0.953914217385318,-1.7207585938495,-5.54430303744948,5.61106833724125,4.22571538987995,4.97204678414937,5.29320289517909,8.19471425812253,6.32940998144886,4.84600264518531,7.02138446613526,5.99157944096578,6.37276382962909
,7,-6.69584265637013,-6.19643498171217,5.14826706928579,-1.73251774988103,-0.114256365722213,5.48040063331018,11.9084032408482,6.62618497597805,4.43742989267776,6.98414795038252,5.93772016414687,3.75691337807484,4.91889204445715,4.65359255099111,10.6327836890914,0.223332018793371,-0.88097475522909,-0.505738455218761,7.39800998140663,-0.662719813966305,3.84278300244205,4.6509364241474,6.89512202771039,6.71001381735641,6.27112702062595,10.8038151707883,4.29806036085711,1.48331949380236,4.01233136335713,0.983875859819364,1.41836312255418,1.26265822395453,7.29372132666958,6.16110744393609,2.41671408479078,-0.43041792993381,-0.828298192323928,-0.921980308087768,-5.6641676678455,2.50001053475853,2.58635892003667,5.77984671381546,3.97720161788857,4.86800465708939,2.75295142393998,1.78490786548173,4.19711486169581,2.78097179673978,3.45405763049803,7.51227433669146,-0.502930221560746,0.358513932063943,-1.9745012071935,-4.97328514856281,-1.81515854710369,6.26363961866355,2.38314739919815,2.44842555956257,11.3179780824089,2.66973532356951,3.41573242074719,-4.39569994362819,-0.217825317105053,-1.82853153165433,2.28112469870803,2.83300317699104,4.35342405970459,3.45423960502421,2.79575273655291,3.83600622738277,7.29718758208719,4.56970752819234,4.91418791066235,6.24710737170608,3.29157423012202
,8,-3.50609410012657,-9.58710671439985,-1.90358276946699,-4.85736557624841,-0.0497600596718257,4.64463224167366,10.2108746387557,3.27718003237851,0.20432461134078,2.20464233739176,1.61477737511132,3.61274498277089,5.19757077836084,0.697507036381467,9.2166211988183,-8.13922633242782,-0.782437723592921,-5.36259167807202,1.08636546514936,4.14433703944269,5.91070708570169,5.09713106617801,3.26804168638819,2.48239470945737,7.66734587939209,5.10668822286789,4.86050622109678,-1.90949743400324,-2.0017487250384,-0.869612398554636,6.28799133505117,-2.69299261919241,2.54779031051021,4.04225561716567,0.869229042829829,4.15527082112067,0.778953861022728,5.02631162876787,-0.907574121058133,-0.397319864843212,4.77669025046725,-1.47737163234297,2.85169701580389,1.03266189481565,0.172452537260597,-0.916551874689048,0.124250412965466,-5.51485100313721,-5.48426582238062,0.86450390320033,2.39054132537012,2.19738318328245,1.8670550190036,-2.43812711460032,0.00442135356934159,2.68031935345016,0.858317317249202,3.80862248556559,4.51023360144018,6.0322638542234,0.578625551316236,-2.89516938595261,3.70353240453187,2.26566910532574,0.59456597525832,1.1273399048282,6.48411562773208,1.41182145946868,-1.87022405078278,4.87181063885009,1.57388244243157,-1.96019272086505,-2.86321071802968,-1.1623371574492,-5.06022050051115
,9,-1.19609759541981,-9.59266463111362,-2.99558465416521,-0.314396467088955,-1.70444973588974,4.84522978088171,7.04393207728481,-1.03998059482819,-0.171022476745293,-3.42951853521299,-2.29897786090623,-0.873952379623006,2.46955414177319,-4.62445323761085,-2.93304029889259,-14.2613886158369,-10.7406282037227,-8.87016214649339,-5.675887190705,-9.19818932219459,-0.758762739170379,-0.150185164740833,2.8568671679177,0.299519198056259,1.33434922515562,7.52787909606423,-0.196626301022661,0.329196459036666,-2.23210838562272,-6.69971920530361,-0.530830778869586,-1.26366006321814,-0.971932861065852,-0.5479361822172,-0.667409068069901,0.173782285934067,-2.05942759635127,3.19834579150483,0.71867986215284,-3.12922248853783,5.7060464821152,-2.07741168451776,3.15380150339115,-0.961206391159521,-5.93940920930254,-6.13544988840113,1.6157262084198,-12.7567170648367,-5.56273147748789,-2.72225879565303,2.4530998179298,-0.65035309088762,3.31724190579189,0.671839546952469,-0.755014440494506,2.76496457299572,-5.94230075465794,-1.12573733749468,4.77196453412762,5.55055818579285,4.98539813294838,-2.15639322594825,3.1129917849612,-0.126488704115673,2.10745184367806,2.08955592591155,0.776670139033286,0.381893760375988,-5.54085363993272,3.90868085050943,0.0244364283907998,-7.43830255202602,-1.65295055722572,-5.82582133643791,-6.7303467747347
,10,-2.51757276199896,-15.6215689866121,-5.97096907797413,-10.4099815055115,-5.19943720605761,-4.77537312346294,-2.71241650201182,-7.1467669480453,-0.346509207997769,-8.37502355491006,-5.74848223579147,-6.81979124062127,-7.83617121660564,-5.2920984561033,-6.70329105841574,-19.3209141701864,-17.4428884610138,-18.8972565429472,-11.2600060290347,-6.8835531052182,-2.44916879417724,-1.47542391570505,-3.03679228542887,-1.89945320369588,-2.41462974959904,4.55648678368289,-5.0456900780282,-4.94863932492626,-8.59289429781211,-11.7494988279173,-1.50073463044873,-3.01566697985891,-6.70143983003663,-3.03106189782739,-1.85214836767864,4.76139623475865,2.04422592835226,3.55080559465296,-0.183922320575675,1.01916831450444,-0.910008439503599,-4.05014618089899,-1.93727202595664,-3.99646236060789,-3.46279734141581,-5.81313192526204,-11.9859183583867,-15.3675491314789,-13.2677429343621,-7.7976998167951,2.04790807756171,0.315317424208843,3.95753081983094,0.849648087852984,2.36085870260058,-6.24116218311019,-15.7569692047882,-10.4369557165346,1.43557789936813,3.88260852878147,3.81166316570807,0.690327976049957,1.99650062945238,4.68902655637294,1.52334275890371,-1.10898287740429,-1.70335182360441,-5.77618251400008,-9.12628754947673,-3.64327785479009,-5.39907066000205,-4.37500974164141,-14.0467775546545,-19.2176325609962,-18.3401368843724
,11,2.76619209792443,-16.844252906667,-5.83712360154504,-7.68630734166254,-11.4231177949846,-0.830813309559744,-0.968768553709651,-5.71994736759643,-6.90904746308979,-9.80206138830317,-11.0247297747101,-4.40104713595338,-7.45347514266359,-8.91462410174654,-8.49879004986497,-24.317378921497,-22.8798456019626,-17.4509553752523,-19.3242055398105,-15.5303256684206,-4.85440418470898,-3.39846196361805,-2.94632811225893,-8.88622173913245,-1.6510443907714,-6.33735359419779,-4.15485529595935,-7.09448781158198,-9.26042099251208,-17.2731629520763,0.992693960179622,-3.40686372914388,-13.9641368758021,-3.65024470206663,-3.81155536499591,-1.90050810451021,3.85904906460792,0.460918684199441,4.68261690529425,1.37289555156531,-11.357791492615,-7.63109447345596,-8.48684931295384,-7.14757221548689,-4.18655028424837,-15.9657314282344,-14.1764441229634,-16.9232584056535,-15.9311677304577,-15.8218545150962,1.57778975654719,0.827375028974075,-0.436144043194417,0.350887511259771,-2.64760784504733,-15.7797483746367,-16.556702451453,-12.9225564166595,-3.13380348144301,-3.66871524876888,4.25381924546718,3.22644461088976,2.83289556368163,5.1929540768956,2.36363974024698,-0.199082765737785,-3.52655074188715,-6.02621705988304,-11.5348637298293,-5.871822219563,-7.99482645100898,-17.5338877000659,-11.7926771790699,-26.3217127426979,-20.9069018826817
