System_Date_(Y-M-D)	System_Time_(h:m:s)	CO₂_(µmol_mol⁻¹)	H₂O_(mmol_mol⁻¹)	H₂O_(°C)	Cell_Temperature_(°C)	Cell_Pressure_(kPa)	CO₂_Absorption	H₂O_Absorption	Input_Voltage_(V)	Flow_Rate_(L_min⁻¹)	
2022-03-12	12:39:53	3.41594e-1	9.22144e-2	-4.54117e1	5.15667e1	1.14298e2	1.1759996e-4	9.8204612e-4	1.2085664e1	1.0765210	
2022-03-12	12:39:53	6.19238e-1	9.22097e-2	-4.54118e1	5.15634e1	1.14303e2	2.1308660e-4	9.8204612e-4	1.2084825e1	1.0764986	
2022-03-12	12:39:54	4.91781e-1	9.25008e-2	-4.53830e1	5.15634e1	1.14306e2	1.6927719e-4	9.8514556e-4	1.2083146e1	1.0764856	
2022-03-12	12:39:54	6.51390e-1	9.30511e-2	-4.53290e1	5.15600e1	1.14308e2	2.2417306e-4	9.9098682e-4	1.2088181e1	1.0764750	
2022-03-12	12:39:55	6.51390e-1	9.30511e-2	-4.53290e1	5.15600e1	1.14308e2	2.2417306e-4	9.9098682e-4	1.2088181e1	1.0764750	
2022-03-12	12:39:55	7.01192e-1	9.25004e-2	-4.53830e1	5.15634e1	1.14306e2	2.4127960e-4	9.8514556e-4	1.2083985e1	1.0764833	
2022-03-12	12:39:56	6.44011e-1	9.22527e-2	-4.54073e1	5.15667e1	1.14307e2	2.2161006e-4	9.8252296e-4	1.2084825e1	1.0764809	
2022-03-12	12:39:56	6.49321e-1	9.26284e-2	-4.53703e1	5.15634e1	1.14309e2	2.2345781e-4	9.8651647e-4	1.2091538e1	1.0764727	
2022-03-12	12:39:57	6.03678e-1	9.33284e-2	-4.53015e1	5.15634e1	1.14315e2	2.0778179e-4	9.9396705e-4	1.2084825e1	1.0764421	
2022-03-12	12:39:57	4.27671e-1	9.36058e-2	-4.52746e1	5.15634e1	1.14314e2	1.4722347e-4	9.9688768e-4	1.2088181e1	1.0764468	
2022-03-12	12:39:58	4.27671e-1	9.36058e-2	-4.52746e1	5.15634e1	1.14314e2	1.4722347e-4	9.9688768e-4	1.2088181e1	1.0764468	
2022-03-12	12:39:58	3.76466e-1	9.24155e-2	-4.53907e1	5.15667e1	1.14315e2	1.2958049e-4	9.8431110e-4	1.2087342e1	1.0764433	
2022-03-12	12:39:59	5.12207e-1	9.29396e-2	-4.53393e1	5.15667e1	1.14316e2	1.7631053e-4	9.8985433e-4	1.2086503e1	1.0764397	
2022-03-12	12:39:59	6.06991e-1	9.27957e-2	-4.53531e1	5.15667e1	1.14319e2	2.0891427e-4	9.8836421e-4	1.2083146e1	1.0764232	
2022-03-12	12:40:00	5.98693e-1	9.59223e-2	-4.50519e1	5.15667e1	1.14319e2	2.0605325e-4	1.0213851e-3	1.2097413e1	1.0764220	
2022-03-12	12:40:00	4.92760e-1	9.49162e-2	-4.51477e1	5.15667e1	1.14321e2	1.6963481e-4	1.0107755e-3	1.2093217e1	1.0764150	
2022-03-12	12:40:01	4.92760e-1	9.49162e-2	-4.51477e1	5.15667e1	1.14321e2	1.6963481e-4	1.0107755e-3	1.2093217e1	1.0764150	
2022-03-12	12:40:01	5.47464e-1	9.44286e-2	-4.51945e1	5.15600e1	1.14321e2	1.8846988e-4	1.0056495e-3	1.2085664e1	1.0764138	
2022-03-12	12:40:02	5.64709e-1	9.64481e-2	-4.50019e1	5.15600e1	1.14323e2	1.9437074e-4	1.0269880e-3	1.2090699e1	1.0764056	
2022-03-12	12:40:02	4.12373e-1	9.31892e-2	-4.53141e1	5.15634e1	1.14327e2	1.4197826e-4	9.9259614e-4	1.2087342e1	1.0763880	
2022-03-12	12:40:03	4.59823e-1	9.20634e-2	-4.54246e1	5.15634e1	1.14323e2	1.5830993e-4	9.8067522e-4	1.2087342e1	1.0764032	
2022-03-12	12:40:03	6.60155e-1	9.06848e-2	-4.55610e1	5.15667e1	1.14327e2	2.2721290e-4	9.6613168e-4	1.2085664e1	1.0763844	
2022-03-12	12:40:04	6.60155e-1	9.06848e-2	-4.55610e1	5.15667e1	1.14327e2	2.2721290e-4	9.6613168e-4	1.2085664e1	1.0763844	
2022-03-12	12:40:04	8.31991e-1	9.38054e-2	-4.52543e1	5.15667e1	1.14326e2	2.8628110e-4	9.9909305e-4	1.2084825e1	1.0763891	
2022-03-12	12:40:05	6.61712e-1	9.40795e-2	-4.52275e1	5.15667e1	1.14329e2	2.2774934e-4	1.0020136e-3	1.2085664e1	1.0763750	
2022-03-12	12:40:05	6.15290e-1	9.44476e-2	-4.51922e1	5.15667e1	1.14328e2	2.1177530e-4	1.0058879e-3	1.2091538e1	1.0763821	
2022-03-12	12:40:06	1.13811	9.34929e-2	-4.52845e1	5.15634e1	1.14328e2	3.9148330e-4	9.9581480e-4	1.2096574e1	1.0763821	
2022-03-12	12:40:06	1.43084	9.25177e-2	-4.53796e1	5.15667e1	1.14328e2	4.9197673e-4	9.8550319e-4	1.2084825e1	1.0763821	
2022-03-12	12:40:07	1.43084	9.25177e-2	-4.53796e1	5.15667e1	1.14328e2	4.9197673e-4	9.8550319e-4	1.2084825e1	1.0763821	
2022-03-12	12:40:07	4.38569e-1	8.83539e-2	-4.57967e1	5.15701e1	1.14324e2	1.5097856e-4	9.4145536e-4	1.2086503e1	1.0764008	
2022-03-12	12:40:08	5.52667e-1	1.18102e-1	-4.31394e1	5.15667e1	1.14330e2	1.9025802e-4	1.2552142e-3	1.2089860e1	1.0763715	
2022-03-12	12:40:08	6.54773e-1	1.08748e-1	-4.39019e1	5.15634e1	1.14334e2	2.2536516e-4	1.1568069e-3	1.2089021e1	1.0763802	
2022-03-12	12:40:09	4.83873e-1	9.44376e-2	-4.51928e1	5.15634e1	1.14332e2	1.6659498e-4	1.0058283e-3	1.2085664e1	1.0764073	
2022-03-12	12:40:09	5.20830e-1	9.32742e-2	-4.53058e1	5.15667e1	1.14327e2	1.7929077e-4	9.9349021e-4	1.2088181e1	1.0763932	
2022-03-12	12:40:10	5.20830e-1	9.32742e-2	-4.53058e1	5.15667e1	1.14327e2	1.7929077e-4	9.9349021e-4	1.2088181e1	1.0763932	
2022-03-12	12:40:10	5.51105e-1	9.28011e-2	-4.53514e1	5.15667e1	1.14333e2	1.8972158e-4	9.8854303e-4	1.2085664e1	1.0763573	
2022-03-12	12:40:11	5.48312e-1	9.40980e-2	-4.52254e1	5.15634e1	1.14333e2	1.8876791e-4	1.0022521e-3	1.2086503e1	1.0763573	
2022-03-12	12:40:11	6.56836e-1	9.43459e-2	-4.52016e1	5.15600e1	1.14332e2	2.2608041e-4	1.0048747e-3	1.2089021e1	1.0763609	
2022-03-12	12:40:12	5.13688e-1	9.37683e-2	-4.52572e1	5.15601e1	1.14335e2	1.7684698e-4	9.9879503e-4	1.2085664e1	1.0763491	
2022-03-12	12:40:12	-6.97345e-1	1.09957e-1	-4.37759e1	5.15634e1	1.14634e2	-2.4116039e-4	1.1726021e-3	1.2087342e1	1.0749456	
2022-03-12	12:40:13	-6.97345e-1	1.09957e-1	-4.37759e1	5.15634e1	1.14634e2	-2.4116039e-4	1.1726021e-3	1.2087342e1	1.0749456	
2022-03-12	12:40:13	2.86099	7.09060e-2	-4.76775e1	5.15634e1	1.15443e2	9.9217891e-4	7.6413154e-4	1.2089021e1	1.0711702	
2022-03-12	12:40:14	1.83434	7.84078e-2	-4.67768e1	5.15600e1	1.15516e2	6.3747167e-4	8.4495544e-4	1.2086503e1	1.0708305	
2022-03-12	12:40:14	1.83434	7.84078e-2	-4.67768e1	5.15600e1	1.15516e2	6.3747167e-4	8.4495544e-4	1.2086503e1	1.0708305	
2022-03-12	12:40:15	6.91530e-1	8.88630e-2	-4.56466e1	5.15634e1	1.15573e2	2.4080276e-4	9.5719099e-4	1.2098252e1	1.0705699	
2022-03-12	12:40:15	2.16956e-1	9.57795e-2	-4.49669e1	5.15634e1	1.15564e2	7.5578689e-5	1.0309815e-3	1.2102448e1	1.0706105	
2022-03-12	12:40:16	1.69117e-2	9.74509e-2	-4.48108e1	5.15667e1	1.15544e2	5.9008598e-6	1.0486245e-3	1.2085664e1	1.0707031	
2022-03-12	12:40:16	7.60080e-2	9.65999e-2	-4.48927e1	5.15667e1	1.15519e2	2.6464462e-5	1.0393261e-3	1.2084825e1	1.0708166	
2022-03-12	12:40:17	2.94535e-1	9.74723e-2	-4.48098e1	5.15634e1	1.15530e2	1.0257959e-4	1.0487437e-3	1.2087342e1	1.0707645	
2022-03-12	12:40:17	4.28648e-1	9.64356e-2	-4.49049e1	5.15667e1	1.15562e2	1.4930963e-4	1.0379552e-3	1.2099092e1	1.0706197	
2022-03-12	12:40:18	7.48145e-1	9.40460e-2	-4.51323e1	5.15667e1	1.15575e2	2.6053190e-4	1.0125637e-3	1.2086503e1	1.0705595	
