System_Date_(Y-M-D)	System_Time_(h:m:s)	CO₂_(µmol_mol⁻¹)	H₂O_(mmol_mol⁻¹)	H₂O_(°C)	Cell_Temperature_(°C)	Cell_Pressure_(kPa)	CO₂_Absorption	H₂O_Absorption	Input_Voltage_(V)	Flow_Rate_(L_min⁻¹)	
2022-01-13	15:33:11	-9.02654e-2	3.46672e-1	-3.30594e1	5.15634e1	1.09490e2	-2.9683113e-5	3.4607052e-3	1.2010971e1	9.4646148e-1	
2022-01-13	15:33:12	-9.02654e-2	3.46672e-1	-3.30594e1	5.15634e1	1.09490e2	-2.9683113e-5	3.4607052e-3	1.2010971e1	9.4646148e-1	
2022-01-13	15:33:12	-3.58997e-2	3.47357e-1	-3.30396e1	5.15634e1	1.09486e2	-1.1801719e-5	3.4672021e-3	1.2005096e1	9.4644012e-1	
2022-01-13	15:33:13	-8.63136e-2	3.45649e-1	-3.30906e1	5.15667e1	1.09481e2	-2.8371810e-5	3.4504532e-3	1.2009292e1	9.4625158e-1	
2022-01-13	15:33:13	-2.91609e-3	3.45974e-1	-3.30805e1	5.15634e1	1.09486e2	-9.5367431e-7	3.4537911e-3	1.2008453e1	9.4608469e-1	
2022-01-13	15:33:14	-4.01772e-3	3.46120e-1	-3.30766e1	5.15634e1	1.09481e2	-1.3113021e-6	3.4550428e-3	1.2010971e1	9.4611778e-1	
2022-01-13	15:33:14	-1.27653e-1	3.45010e-1	-3.31101e1	5.15667e1	1.09475e2	-4.1961669e-5	3.4440755e-3	1.2007614e1	9.4603595e-1	
2022-01-13	15:33:15	-1.27653e-1	3.45010e-1	-3.31101e1	5.15667e1	1.09475e2	-4.1961669e-5	3.4440755e-3	1.2007614e1	9.4603595e-1	
2022-01-13	15:33:15	-2.34299e-1	3.41760e-1	-3.32068e1	5.15667e1	1.09477e2	-7.7009201e-5	3.4126043e-3	1.2006775e1	9.4592380e-1	
2022-01-13	15:33:16	-2.34299e-1	3.41809e-1	-3.32057e1	5.15667e1	1.09473e2	-7.7009201e-5	3.4129619e-3	1.2010971e1	9.4573078e-1	
2022-01-13	15:33:16	-4.63971e-2	3.41256e-1	-3.32222e1	5.15634e1	1.09474e2	-1.5258789e-5	3.4076571e-3	1.2013489e1	9.4579038e-1	
2022-01-13	15:33:17	-1.54087e-1	3.42643e-1	-3.31806e1	5.15634e1	1.09475e2	-5.0663948e-5	3.4211277e-3	1.2010132e1	9.4579858e-1	
2022-01-13	15:33:17	-2.53863e-1	3.45835e-1	-3.30861e1	5.15634e1	1.09470e2	-8.3446502e-5	3.4519433e-3	1.2006775e1	9.4545183e-1	
2022-01-13	15:33:18	-2.53863e-1	3.45835e-1	-3.30861e1	5.15634e1	1.09470e2	-8.3446502e-5	3.4519433e-3	1.2006775e1	9.4545183e-1	
2022-01-13	15:33:18	-1.77556e-2	3.42456e-1	-3.31872e1	5.15634e1	1.09464e2	-5.8412551e-6	3.4189820e-3	1.2018524e1	9.4529047e-1	
2022-01-13	15:33:19	3.86227e-2	3.40279e-1	-3.32522e1	5.15634e1	1.09466e2	1.2695789e-5	3.3979415e-3	1.2010971e1	9.4526920e-1	
2022-01-13	15:33:19	-1.04979e-2	3.43038e-1	-3.31699e1	5.15667e1	1.09464e2	-3.4570693e-6	3.4245848e-3	1.2010132e1	9.4497756e-1	
2022-01-13	15:33:20	-3.73911e-1	3.41522e-1	-3.32153e1	5.15701e1	1.09462e2	-1.2290477e-4	3.4098029e-3	1.2008453e1	9.4511899e-1	
2022-01-13	15:33:20	-2.87621e-1	3.42185e-1	-3.31958e1	5.15701e1	1.09458e2	-9.4532966e-5	3.4161210e-3	1.2008453e1	9.4482107e-1	
2022-01-13	15:33:21	7.04519e-1	3.37303e-1	-3.33464e1	5.15667e1	1.09420e2	2.3114681e-4	3.3676028e-3	1.2007614e1	9.3179121e-1	
2022-01-13	15:33:21	-3.09835e-1	3.40501e-1	-3.32717e1	5.15634e1	1.09187e2	-1.0156631e-4	3.3914446e-3	1.2014328e1	9.3369903e-1	
2022-01-13	15:33:22	-1.15010	3.45924e-1	-3.31041e1	5.15634e1	1.09249e2	-3.7765502e-4	3.4458637e-3	1.2007614e1	9.3695354e-1	
2022-01-13	15:33:22	2.02183e-2	3.37497e-1	-3.33514e1	5.15634e1	1.09303e2	6.6161155e-6	3.3659338e-3	1.2008453e1	9.3890819e-1	
2022-01-13	15:33:23	2.38755e-1	3.35088e-1	-3.34205e1	5.15600e1	1.09347e2	7.8320503e-5	3.3439397e-3	1.2010971e1	9.4482049e-1	
2022-01-13	15:33:23	-1.58461e1	3.20365e-1	-3.38582e1	5.15634e1	1.09565e2	-5.3251981e-3	3.2072663e-3	1.2010971e1	9.7040138e-1	
2022-01-13	15:33:24	-1.57293e1	3.19134e-1	-3.38498e1	5.15600e1	1.10079e2	-5.3123235e-3	3.2102465e-3	1.2006775e1	9.9113454e-1	
2022-01-13	15:33:24	5.10464e2	1.12424	-2.01594e1	5.15600e1	1.10434e2	1.0692095e-1	1.0670423e-2	1.2010132e1	1.0146332	
2022-01-13	15:33:25	2.13735e3	2.65582	-9.67590	5.15667e1	1.11107e2	2.4744315e-1	2.3090362e-2	1.2008453e1	1.0324670	
2022-01-13	15:33:25	2.28669e3	2.86424	-8.71039	5.15667e1	1.11135e2	2.5575809e-1	2.4634122e-2	1.2010971e1	1.0131069	
2022-01-13	15:33:26	2.17328e3	2.68709	-9.58874	5.15667e1	1.10571e2	2.4857072e-1	2.3212492e-2	1.2007614e1	9.8829498e-1	
2022-01-13	15:33:26	2.17328e3	2.68709	-9.58874	5.15667e1	1.10571e2	2.4857072e-1	2.3212492e-2	1.2007614e1	9.8829498e-1	
