,Well,Sample,Call,Type,RFU1,RFU2
,A01,Blank,Allele 1,Auto,369.945864862104,-0.759849540178493
,A02,018-1,Allele 1,Auto,346.840188429252,-4.88717564015178
,A03,018-2,Allele 1,Auto,352.941215447479,-7.29895657673114
,A04,130-1,Allele 1,Auto,198.817842230988,-4.71696227835719
,A05,003-1,Allele 1,Auto,555.272871292006,-2.10986167636929
,A06,003-2,Allele 1,Auto,1233.76680039916,15.534204782663
,A07,003-3,Allele 1,Auto,720.206811080181,10.6005423986708
,A08,003-4,Allele 1,Auto,335.217058118064,-1.05920575554637
,A12,Blank,Heterozygote,Auto,38.0421561217327,30.4895147403718
,B01,003-5,Allele 1,Auto,437.838352259417,7.92032572886046
,B02,010-1,Allele 1,Auto,507.550834255098,6.57409981419687
,B03,010-2,Allele 1,Auto,457.825271899209,0.00921273226867925
,B04,010-3,Allele 1,Auto,552.040264631766,5.15402843098764
,B05,010-4,Allele 1,Auto,547.169565242601,-5.49296170132811
,B06,010-5,Allele 1,Auto,495.003415330479,-5.35520848464012
,B07,013-1,Allele 1,Auto,519.148683168236,14.1526156315836
,B08,013-2,Allele 1,Auto,661.573911179077,17.620143061165
,B12,003-6,Allele 2,Auto,-24.3873804613545,4.92553964006584
,C01,013-3,Allele 1,Auto,363.568231605062,-1.01580891603953
,C02,013-4,Allele 1,Auto,741.285836183305,-0.946167890308061
,C03,013-5,Allele 1,Auto,668.379465845436,-2.02537956017432
,C04,021-1,Allele 1,Auto,614.849730140108,-1.15687730489071
,C05,021-2,Allele 1,Auto,635.639011704743,1.82753322882445
,C06,021-3,Allele 1,Auto,623.161487817363,3.49568817421141
,C07,021-4,Allele 1,Auto,610.612131675432,3.67553433820785
,C08,021-5,Allele 1,Auto,676.704527223697,0.163464070611099
,C12,038-6,Allele 1,Auto,44.6566195759542,-8.77340142092498
,D01,038-1,Allele 1,Auto,488.865193257517,-10.2329596623094
,D02,038-2,Allele 1,Auto,559.267447365754,7.10671914910836
,D03,038-3,Allele 1,Auto,538.596366774825,4.38600874843769
,D04,038-4,Allele 1,Auto,596.713697357613,3.14910211519509
,D05,038-5,Allele 1,Auto,651.557073364864,3.10181349984759
,D06,043-1,Allele 1,Auto,652.363109547984,2.62317046081989
,D07,043-2,Allele 1,Auto,612.408011359603,2.0412865776384
,D08,043-3,Allele 1,Auto,556.884564006218,2.84397006816243
,D12,061-6,Allele 1,Auto,-41.158949557223,-15.0262223245686
,E01,043-4,Allele 1,Auto,426.976873155983,5.28870295320939
,E02,043-5,Allele 1,Auto,676.458368739226,0.657381752203037
,E03,047-1,Allele 1,Auto,741.84377716361,-1.89852185764221
,E04,047-2,Allele 1,Auto,817.153106324736,0.807499109455875
,E05,047-3,Allele 1,Auto,904.663580292244,0.419558591688656
,E06,047-4,Allele 1,Auto,865.631496178974,2.85496943894259
,E07,047-5,Allele 1,Auto,813.663940235781,3.27365639489608
,E08,050-1,Allele 1,Auto,982.65660832907,2.90771272351367
,E12,065-6,Allele 1,Auto,-15.920110879933,-0.244185292870498
,F01,050-2,Allele 1,Auto,53.1975453887489,-2.14729212532939
,F02,050-3,Allele 1,Auto,607.438031275252,7.26813867203646
,F03,050-4,Allele 1,Auto,573.858612904769,2.92937009489333
,F04,050-5,Allele 1,Auto,626.372468557479,5.87347060736874
,F05,061-1,Allele 1,Auto,600.145031294562,3.58866574187277
,F06,061-2,Allele 1,Auto,563.067568623739,5.4522202021858
,F07,061-3,Allele 1,Auto,608.464013252737,3.92454949466764
,F08,061-4,Allele 1,Auto,550.157276532672,6.46621150745477
,F12,130-2,Allele 1,Auto,66.6915039769387,-6.59080203140684
,G01,061-5,Allele 1,Auto,-60.721616943837,-6.93266597252796
,G02,062-1,Allele 1,Auto,519.366504196504,1.1824377912626
,G03,062-2,Allele 1,Auto,687.326268755883,1.60565537680486
,G04,062-3,Allele 1,Auto,623.643970718406,2.8833108214867
,G05,062-4,Allele 1,Auto,825.721297901788,7.13304624330476
,G06,062-5,Allele 1,Auto,529.502979966082,1.31256255356129
,G07,064-1,Allele 1,Auto,741.686686057998,3.35840157555413
,G08,064-2,Allele 1,Auto,760.548652288163,2.50304283076457
,G12,018-3,Allele 1,Auto,-60.3308409290053,-4.32480198164649
,H01,064-3,Allele 1,Auto,163.435627532801,12.4503019263366
,H02,064-4,Allele 1,Auto,536.058326267334,-3.05155820623622
,H03,064-5,Allele 1,Auto,568.982118382736,5.33679326540005
,H04,065-1,Allele 1,Auto,454.351539125548,-2.1643204302768
,H05,065-2,Allele 1,Auto,512.473894554425,2.99387906347511
,H06,065-3,Allele 1,Auto,486.398463598162,6.37021204585153
,H07,065-4,Allele 1,Auto,296.269047426935,-2.52055417159545
,H08,065-5,Allele 1,Auto,-89.8737821217728,-10.9200417473871
,H12,Blank,Allele 1,Auto,12.4738337029294,-2.80683194745598
