,Well,Fluor,Target,Content,Sample,Cq,SQ
,A01,ROX,,Unkn,Blank,11.8701320278302,NaN
,A02,ROX,,Unkn,018-1,30.3589554301904,NaN
,A03,ROX,,Unkn,018-2,14.5234458768671,NaN
,A04,ROX,,Unkn,130-1,37.6331829194924,NaN
,A05,ROX,,Unkn,003-1,30.5069053205703,NaN
,A06,ROX,,Unkn,003-2,27.7655509592684,NaN
,A07,ROX,,Unkn,003-3,1.2611039296137,NaN
,A08,ROX,,Unkn,003-4,32.7619279886684,NaN
,A12,ROX,,Unkn,Blank,4.90035490560232,NaN
,B01,ROX,,Unkn,003-5,36.5761726283198,NaN
,B02,ROX,,Unkn,010-1,4.72729012843233,NaN
,B03,ROX,,Unkn,010-2,35.9305904942411,NaN
,B04,ROX,,Unkn,010-3,35.5661350352518,NaN
,B05,ROX,,Unkn,010-4,8.58521810331505,NaN
,B06,ROX,,Unkn,010-5,6.97680152781933,NaN
,B07,ROX,,Unkn,013-1,6.59189703937624,NaN
,B08,ROX,,Unkn,013-2,36.0034192149272,NaN
,B12,ROX,,Unkn,003-6,23.7480501299424,NaN
,C01,ROX,,Unkn,013-3,12.4877974511161,NaN
,C02,ROX,,Unkn,013-4,24.592719824058,NaN
,C03,ROX,,Unkn,013-5,12.8968078834625,NaN
,C04,ROX,,Unkn,021-1,13.3431949112088,NaN
,C05,ROX,,Unkn,021-2,36.9548805669793,NaN
,C06,ROX,,Unkn,021-3,18.9399384318031,NaN
,C07,ROX,,Unkn,021-4,15.193817931221,NaN
,C08,ROX,,Unkn,021-5,8.60772202870277,NaN
,C12,ROX,,Unkn,038-6,21.3301278380054,NaN
,D01,ROX,,Unkn,038-1,35.9429288639047,NaN
,D02,ROX,,Unkn,038-2,34.9884618505383,NaN
,D03,ROX,,Unkn,038-3,38.126373787469,NaN
,D04,ROX,,Unkn,038-4,2.95160848011131,NaN
,D05,ROX,,Unkn,038-5,36.5159488323535,NaN
,D06,ROX,,Unkn,043-1,33.3435387436009,NaN
,D07,ROX,,Unkn,043-2,36.7320250700453,NaN
,D08,ROX,,Unkn,043-3,37.2965177516609,NaN
,D12,ROX,,Unkn,061-6,25.5013533763457,NaN
,E01,ROX,,Unkn,043-4,39.6145633381016,NaN
,E02,ROX,,Unkn,043-5,33.7102573031625,NaN
,E03,ROX,,Unkn,047-1,37.852326816898,NaN
,E04,ROX,,Unkn,047-2,37.8857398827346,NaN
,E05,ROX,,Unkn,047-3,37.6963019446103,NaN
,E06,ROX,,Unkn,047-4,31.6003123920111,NaN
,E07,ROX,,Unkn,047-5,31.953126422472,NaN
,E08,ROX,,Unkn,050-1,38.6245772698058,NaN
,E12,ROX,,Unkn,065-6,29.2852611705132,NaN
,F01,ROX,,Unkn,050-2,28.9737533452013,NaN
,F02,ROX,,Unkn,050-3,1.74316854776277,NaN
,F03,ROX,,Unkn,050-4,2.69898336704146,NaN
,F04,ROX,,Unkn,050-5,35.08264881571,NaN
,F05,ROX,,Unkn,061-1,37.9025670782421,NaN
,F06,ROX,,Unkn,061-2,1.85251207594284,NaN
,F07,ROX,,Unkn,061-3,35.7229039105419,NaN
,F08,ROX,,Unkn,061-4,32.7385016466451,NaN
,F12,ROX,,Unkn,130-2,37.6119210601004,NaN
,G01,ROX,,Unkn,061-5,9.34489673611214,NaN
,G02,ROX,,Unkn,062-1,3.74185162317603,NaN
,G03,ROX,,Unkn,062-2,14.2359944537731,NaN
,G04,ROX,,Unkn,062-3,35.5650838172204,NaN
,G05,ROX,,Unkn,062-4,1.75122440906982,NaN
,G06,ROX,,Unkn,062-5,31.6744745953565,NaN
,G07,ROX,,Unkn,064-1,38.997330781153,NaN
,G08,ROX,,Unkn,064-2,36.8102130243766,NaN
,G12,ROX,,Unkn,018-3,33.2062099795035,NaN
,H01,ROX,,Unkn,064-3,35.9533472524888,NaN
,H02,ROX,,Unkn,064-4,33.3083961172304,NaN
,H03,ROX,,Unkn,064-5,36.4875465945565,NaN
,H04,ROX,,Unkn,065-1,37.7660001309087,NaN
,H05,ROX,,Unkn,065-2,38.4924235594497,NaN
,H06,ROX,,Unkn,065-3,22.316082915866,NaN
,H07,ROX,,Unkn,065-4,36.7141130882443,NaN
,H08,ROX,,Unkn,065-5,25.2760846319607,NaN
,H12,ROX,,Unkn,Blank,14.529568844636,NaN
,A01,SYBR,,Unkn,Blank,35.9666559045373,NaN
,A02,SYBR,,Unkn,018-1,16.2827507333019,NaN
,A03,SYBR,,Unkn,018-2,16.3074931308997,NaN
,A04,SYBR,,Unkn,130-1,16.7024149569338,NaN
,A05,SYBR,,Unkn,003-1,15.7053798585397,NaN
,A06,SYBR,,Unkn,003-2,12.495680021825,NaN
,A07,SYBR,,Unkn,003-3,16.9659983927658,NaN
,A08,SYBR,,Unkn,003-4,26.0810095372341,NaN
,A12,SYBR,,Unkn,Blank,NaN,NaN
,B01,SYBR,,Unkn,003-5,14.9461349148396,NaN
,B02,SYBR,,Unkn,010-1,14.5622880363013,NaN
,B03,SYBR,,Unkn,010-2,15.02599180556,NaN
,B04,SYBR,,Unkn,010-3,14.4614279886484,NaN
,B05,SYBR,,Unkn,010-4,14.5951221605837,NaN
,B06,SYBR,,Unkn,010-5,14.995439385869,NaN
,B07,SYBR,,Unkn,013-1,14.7157298207397,NaN
,B08,SYBR,,Unkn,013-2,15.5528243153326,NaN
,B12,SYBR,,Unkn,003-6,34.9340621553194,NaN
,C01,SYBR,,Unkn,013-3,15.5128423855424,NaN
,C02,SYBR,,Unkn,013-4,14.5703420733133,NaN
,C03,SYBR,,Unkn,013-5,14.466239928493,NaN
,C04,SYBR,,Unkn,021-1,14.5897396468468,NaN
,C05,SYBR,,Unkn,021-2,14.6718969189383,NaN
,C06,SYBR,,Unkn,021-3,14.3956170826583,NaN
,C07,SYBR,,Unkn,021-4,14.6570799821537,NaN
,C08,SYBR,,Unkn,021-5,14.5278899461129,NaN
,C12,SYBR,,Unkn,038-6,NaN,NaN
,D01,SYBR,,Unkn,038-1,15.0864243772733,NaN
,D02,SYBR,,Unkn,038-2,14.698106342896,NaN
,D03,SYBR,,Unkn,038-3,14.8723960907493,NaN
,D04,SYBR,,Unkn,038-4,14.671868879727,NaN
,D05,SYBR,,Unkn,038-5,14.6246812382186,NaN
,D06,SYBR,,Unkn,043-1,14.5991394372976,NaN
,D07,SYBR,,Unkn,043-2,14.6904580440136,NaN
,D08,SYBR,,Unkn,043-3,15.2471161548011,NaN
,D12,SYBR,,Unkn,061-6,33.8113729105241,NaN
,E01,SYBR,,Unkn,043-4,16.108667874673,NaN
,E02,SYBR,,Unkn,043-5,14.6702664945493,NaN
