,Well,Fluor,Target,Content,Sample,End RFU,Call,Sample Type,CallType,Is Control
,A01,SYBR,,Unkn,Blank,221.149717175732,,Unknown,Unassigned,False
,A02,SYBR,,Unkn,018-1,358.44762961696,,Unknown,Unassigned,False
,A03,SYBR,,Unkn,018-2,375.181160006638,,Unknown,Unassigned,False
,A04,SYBR,,Unkn,130-1,227.918822946105,,Unknown,Unassigned,False
,A05,SYBR,,Unkn,003-1,562.53811662184,,Unknown,Unassigned,False
,A06,SYBR,,Unkn,003-2,1191.93056414396,,Unknown,Unassigned,False
,A07,SYBR,,Unkn,003-3,709.614818197536,,Unknown,Unassigned,False
,A08,SYBR,,Unkn,003-4,340.777382249135,,Unknown,Unassigned,False
,A12,SYBR,,Unkn,Blank,-3.77015439416009,,Unknown,Unassigned,False
,B01,SYBR,,Unkn,003-5,438.877515737971,,Unknown,Unassigned,False
,B02,SYBR,,Unkn,010-1,506.560716730948,,Unknown,Unassigned,False
,B03,SYBR,,Unkn,010-2,462.281982526997,,Unknown,Unassigned,False
,B04,SYBR,,Unkn,010-3,555.396451218343,,Unknown,Unassigned,False
,B05,SYBR,,Unkn,010-4,553.328517548501,,Unknown,Unassigned,False
,B06,SYBR,,Unkn,010-5,498.603873733013,,Unknown,Unassigned,False
,B07,SYBR,,Unkn,013-1,520.950666032648,,Unknown,Unassigned,False
,B08,SYBR,,Unkn,013-2,646.827489095954,,Unknown,Unassigned,False
,B12,SYBR,,Unkn,003-6,22.3409818265067,,Unknown,Unassigned,False
,C01,SYBR,,Unkn,013-3,358.983072524498,,Unknown,Unassigned,False
,C02,SYBR,,Unkn,013-4,730.316590295545,,Unknown,Unassigned,False
,C03,SYBR,,Unkn,013-5,661.179804300725,,Unknown,Unassigned,False
,C04,SYBR,,Unkn,021-1,608.190629090496,,Unknown,Unassigned,False
,C05,SYBR,,Unkn,021-2,623.262487429229,,Unknown,Unassigned,False
,C06,SYBR,,Unkn,021-3,615.463969516669,,Unknown,Unassigned,False
,C07,SYBR,,Unkn,021-4,606.620007605317,,Unknown,Unassigned,False
,C08,SYBR,,Unkn,021-5,665.613406108722,,Unknown,Unassigned,False
,C12,SYBR,,Unkn,038-6,49.3180751607608,,Unknown,Unassigned,False
,D01,SYBR,,Unkn,038-1,495.008064535695,,Unknown,Unassigned,False
,D02,SYBR,,Unkn,038-2,557.958375869545,,Unknown,Unassigned,False
,D03,SYBR,,Unkn,038-3,540.090483574795,,Unknown,Unassigned,False
,D04,SYBR,,Unkn,038-4,600.990732021996,,Unknown,Unassigned,False
,D05,SYBR,,Unkn,038-5,653.827825913815,,Unknown,Unassigned,False
,D06,SYBR,,Unkn,043-1,655.118375010747,,Unknown,Unassigned,False
,D07,SYBR,,Unkn,043-2,616.511937857734,,Unknown,Unassigned,False
,D08,SYBR,,Unkn,043-3,561.997519546229,,Unknown,Unassigned,False
,D12,SYBR,,Unkn,061-6,34.7379288612412,,Unknown,Unassigned,False
,E01,SYBR,,Unkn,043-4,397.572687965413,,Unknown,Unassigned,False
,E02,SYBR,,Unkn,043-5,666.848120073552,,Unknown,Unassigned,False
,E03,SYBR,,Unkn,047-1,728.224094185651,,Unknown,Unassigned,False
,E04,SYBR,,Unkn,047-2,800.32863441697,,Unknown,Unassigned,False
,E05,SYBR,,Unkn,047-3,881.001367960186,,Unknown,Unassigned,False
,E06,SYBR,,Unkn,047-4,845.680995022797,,Unknown,Unassigned,False
,E07,SYBR,,Unkn,047-5,802.204332814334,,Unknown,Unassigned,False
,E08,SYBR,,Unkn,050-1,962.196237692803,,Unknown,Unassigned,False
,E12,SYBR,,Unkn,065-6,30.2805877056817,,Unknown,Unassigned,False
,F01,SYBR,,Unkn,050-2,92.011357683092,,Unknown,Unassigned,False
,F02,SYBR,,Unkn,050-3,607.843078001685,,Unknown,Unassigned,False
,F03,SYBR,,Unkn,050-4,576.151081770897,,Unknown,Unassigned,False
,F04,SYBR,,Unkn,050-5,625.982888941683,,Unknown,Unassigned,False
,F05,SYBR,,Unkn,061-1,604.820396216448,,Unknown,Unassigned,False
,F06,SYBR,,Unkn,061-2,564.256463687352,,Unknown,Unassigned,False
,F07,SYBR,,Unkn,061-3,609.147499963821,,Unknown,Unassigned,False
,F08,SYBR,,Unkn,061-4,553.683751879609,,Unknown,Unassigned,False
,F12,SYBR,,Unkn,130-2,125.017695235527,,Unknown,Unassigned,False
,G01,SYBR,,Unkn,061-5,-11.0323672578421,,Unknown,Unassigned,False
,G02,SYBR,,Unkn,062-1,523.76467643329,,Unknown,Unassigned,False
,G03,SYBR,,Unkn,062-2,688.485565356219,,Unknown,Unassigned,False
,G04,SYBR,,Unkn,062-3,624.312714739514,,Unknown,Unassigned,False
,G05,SYBR,,Unkn,062-4,816.951480600255,,Unknown,Unassigned,False
