,Well,Fluor,Target,Content,Sample,Biological Set Name,Cq,Cq Mean,Cq Std. Dev,Starting Quantity (SQ),Log Starting Quantity,SQ Mean,SQ Std. Dev,Set Point,Well Note
,D06,ROX,,Unkn,045-5,,NaN,0,0,NaN,NaN,0,0,72,
,D07,ROX,,Unkn,099-1,,NaN,0,0,NaN,NaN,0,0,72,
,D08,ROX,,Unkn,099-2,,NaN,0,0,NaN,NaN,0,0,72,
,D09,ROX,,Unkn,099-3,,NaN,0,0,NaN,NaN,0,0,72,
,E02,ROX,,Unkn,099-4,,NaN,0,0,NaN,NaN,0,0,72,
,E03,ROX,,Unkn,099-5,,NaN,0,0,NaN,NaN,0,0,72,
,E04,ROX,,Unkn,100-1,,NaN,0,0,NaN,NaN,0,0,72,
,E05,ROX,,Unkn,100-2,,NaN,0,0,NaN,NaN,0,0,72,
,E06,ROX,,Unkn,100-3,,NaN,0,0,NaN,NaN,0,0,72,
,E07,ROX,,Unkn,100-4,,NaN,0,0,NaN,NaN,0,0,72,
,E08,ROX,,Unkn,100-5,,NaN,0,0,NaN,NaN,0,0,72,
,E09,ROX,,Unkn,114-1,,NaN,0,0,NaN,NaN,0,0,72,
,F02,ROX,,Unkn,114-2,,NaN,0,0,NaN,NaN,0,0,72,
,F03,ROX,,Unkn,114-3,,NaN,0,0,NaN,NaN,0,0,72,
,F04,ROX,,Unkn,114-4,,NaN,0,0,NaN,NaN,0,0,72,
,F05,ROX,,Unkn,114-5,,NaN,0,0,NaN,NaN,0,0,72,
,F06,ROX,,Unkn,116-1,,NaN,0,0,NaN,NaN,0,0,72,
,F07,ROX,,Unkn,116-2,,NaN,0,0,NaN,NaN,0,0,72,
,F08,ROX,,Unkn,116-3,,NaN,0,0,NaN,NaN,0,0,72,
,F09,ROX,,Unkn,116-4,,NaN,0,0,NaN,NaN,0,0,72,
,G02,ROX,,Unkn,116-5,,NaN,0,0,NaN,NaN,0,0,72,
,G03,ROX,,Unkn,117-1,,NaN,0,0,NaN,NaN,0,0,72,
,G04,ROX,,Unkn,117-2,,NaN,0,0,NaN,NaN,0,0,72,
,G05,ROX,,Unkn,117-3,,NaN,0,0,NaN,NaN,0,0,72,
,G06,ROX,,Unkn,117-4,,NaN,0,0,NaN,NaN,0,0,72,
,G07,ROX,,Unkn,117-5,,NaN,0,0,NaN,NaN,0,0,72,
,G08,ROX,,Unkn,121-1,,NaN,0,0,NaN,NaN,0,0,72,
,G09,ROX,,Unkn,121-2,,NaN,0,0,NaN,NaN,0,0,72,
,H02,ROX,,Unkn,121-3,,NaN,0,0,NaN,NaN,0,0,72,
,H03,ROX,,Unkn,121-4,,NaN,0,0,NaN,NaN,0,0,72,
,H04,ROX,,Unkn,121-5,,NaN,0,0,NaN,NaN,0,0,72,
,H05,ROX,,Unkn,122-1,,NaN,0,0,NaN,NaN,0,0,72,
,H06,ROX,,Unkn,122-2,,NaN,0,0,NaN,NaN,0,0,72,
,H07,ROX,,Unkn,122-3,,NaN,0,0,NaN,NaN,0,0,72,
,H08,ROX,,Unkn,122-4,,NaN,0,0,NaN,NaN,0,0,72,
,H09,ROX,,Unkn,122-5,,NaN,0,0,NaN,NaN,0,0,72,
,A02,SYBR,,Unkn,019-1,,14.6333777514697,14.6333777514697,0,NaN,NaN,NaN,0,72,
,A03,SYBR,,Unkn,019-2,,14.5762200574137,14.5762200574137,0,NaN,NaN,NaN,0,72,
,A04,SYBR,,Unkn,019-3,,14.6008727815465,14.6008727815465,0,NaN,NaN,NaN,0,72,
,A05,SYBR,,Unkn,Blank,,36.4753652684701,36.4753652684701,0,NaN,NaN,NaN,0,72,
,A06,SYBR,,Unkn,022-1,,12.9585833044809,12.9585833044809,0,NaN,NaN,NaN,0,72,
,A07,SYBR,,Unkn,022-2,,13.0481023504103,13.0481023504103,0,NaN,NaN,NaN,0,72,
,A08,SYBR,,Unkn,022-3,,13.7240763007207,13.7240763007207,0,NaN,NaN,NaN,0,72,
,A09,SYBR,,Unkn,022-4,,14.1755348878802,14.1755348878802,0,NaN,NaN,NaN,0,72,
,B02,SYBR,,Unkn,022-5,,13.0537924140955,13.0537924140955,0,NaN,NaN,NaN,0,72,
,B03,SYBR,,Unkn,032-1,,27.6207047817363,27.6207047817363,0,NaN,NaN,NaN,0,72,
,B04,SYBR,,Unkn,032-2,,27.7236573927653,27.7236573927653,0,NaN,NaN,NaN,0,72,
,B05,SYBR,,Unkn,032-3,,27.5032797905147,27.5032797905147,0,NaN,NaN,NaN,0,72,
,B06,SYBR,,Unkn,032-4,,27.4644407368056,27.4644407368056,0,NaN,NaN,NaN,0,72,
,B07,SYBR,,Unkn,032-5,,28.0094040033442,28.0094040033442,0,NaN,NaN,NaN,0,72,
,B08,SYBR,,Unkn,042-1,,28.7056629180314,28.7056629180314,0,NaN,NaN,NaN,0,72,
,B09,SYBR,,Unkn,042-2,,29.2718127018601,29.2718127018601,0,NaN,NaN,NaN,0,72,
,C02,SYBR,,Unkn,042-3,,28.0831392817571,28.0831392817571,0,NaN,NaN,NaN,0,72,
,C03,SYBR,,Unkn,042-4,,28.2525585568303,28.2525585568303,0,NaN,NaN,NaN,0,72,
,C04,SYBR,,Unkn,042-5,,27.7500315574988,27.7500315574988,0,NaN,NaN,NaN,0,72,
,C05,SYBR,,Unkn,044-1,,14.291306649555,14.291306649555,0,NaN,NaN,NaN,0,72,
,C06,SYBR,,Unkn,044-2,,14.3044722747159,14.3044722747159,0,NaN,NaN,NaN,0,72,
,C07,SYBR,,Unkn,044-3,,14.2401820583127,14.2401820583127,0,NaN,NaN,NaN,0,72,
,C08,SYBR,,Unkn,044-4,,14.3317804045032,14.3317804045032,0,NaN,NaN,NaN,0,72,
,C09,SYBR,,Unkn,044-5,,14.332473054199,14.332473054199,0,NaN,NaN,NaN,0,72,
,D02,SYBR,,Unkn,045-1,,13.7019370345655,13.7019370345655,0,NaN,NaN,NaN,0,72,
,D03,SYBR,,Unkn,045-2,,13.6273519257015,13.6273519257015,0,NaN,NaN,NaN,0,72,
,D04,SYBR,,Unkn,045-3,,13.2876182945285,13.2876182945285,0,NaN,NaN,NaN,0,72,
,D05,SYBR,,Unkn,045-4,,13.3492019571547,13.3492019571547,0,NaN,NaN,NaN,0,72,
,D06,SYBR,,Unkn,045-5,,13.2715238014345,13.2715238014345,0,NaN,NaN,NaN,0,72,
,D07,SYBR,,Unkn,099-1,,14.531692587725,14.531692587725,0,NaN,NaN,NaN,0,72,
,D08,SYBR,,Unkn,099-2,,14.517988698903,14.517988698903,0,NaN,NaN,NaN,0,72,
,D09,SYBR,,Unkn,099-3,,14.7921260776157,14.7921260776157,0,NaN,NaN,NaN,0,72,
,E02,SYBR,,Unkn,099-4,,14.4580075154086,14.4580075154086,0,NaN,NaN,NaN,0,72,
,E03,SYBR,,Unkn,099-5,,14.6144747200349,14.6144747200349,0,NaN,NaN,NaN,0,72,
,E04,SYBR,,Unkn,100-1,,13.3772655553921,13.3772655553921,0,NaN,NaN,NaN,0,72,
,E05,SYBR,,Unkn,100-2,,13.3178514335419,13.3178514335419,0,NaN,NaN,NaN,0,72,
,E06,SYBR,,Unkn,100-3,,13.2029534768822,13.2029534768822,0,NaN,NaN,NaN,0,72,
,E07,SYBR,,Unkn,100-4,,13.3871240536425,13.3871240536425,0,NaN,NaN,NaN,0,72,
,E08,SYBR,,Unkn,100-5,,13.1817011767571,13.1817011767571,0,NaN,NaN,NaN,0,72,
,E09,SYBR,,Unkn,114-1,,13.727614110301,13.727614110301,0,NaN,NaN,NaN,0,72,
,F02,SYBR,,Unkn,114-2,,14.7634988995907,14.7634988995907,0,NaN,NaN,NaN,0,72,
,F03,SYBR,,Unkn,114-3,,14.3928783036144,14.3928783036144,0,NaN,NaN,NaN,0,72,
,F04,SYBR,,Unkn,114-4,,14.2962616208637,14.2962616208637,0,NaN,NaN,NaN,0,72,
,F05,SYBR,,Unkn,114-5,,14.1965032875297,14.1965032875297,0,NaN,NaN,NaN,0,72,
,F06,SYBR,,Unkn,116-1,,14.6237386273652,14.6237386273652,0,NaN,NaN,NaN,0,72,
,F07,SYBR,,Unkn,116-2,,14.7683736118398,14.7683736118398,0,NaN,NaN,NaN,0,72,
,F08,SYBR,,Unkn,116-3,,14.8435736225853,14.8435736225853,0,NaN,NaN,NaN,0,72,
,F09,SYBR,,Unkn,116-4,,15.0628343180181,15.0628343180181,0,NaN,NaN,NaN,0,72,
,G02,SYBR,,Unkn,116-5,,15.3012761954742,15.3012761954742,0,NaN,NaN,NaN,0,72,
,G03,SYBR,,Unkn,117-1,,14.3411600477361,14.3411600477361,0,NaN,NaN,NaN,0,72,
,G04,SYBR,,Unkn,117-2,,14.076173369692,14.076173369692,0,NaN,NaN,NaN,0,72,
,G05,SYBR,,Unkn,117-3,,14.1223278424857,14.1223278424857,0,NaN,NaN,NaN,0,72,
,G06,SYBR,,Unkn,117-4,,13.8896844456138,13.8896844456138,0,NaN,NaN,NaN,0,72,
,G07,SYBR,,Unkn,117-5,,14.1254161840811,14.1254161840811,0,NaN,NaN,NaN,0,72,
,G08,SYBR,,Unkn,121-1,,13.9842424678385,13.9842424678385,0,NaN,NaN,NaN,0,72,
,G09,SYBR,,Unkn,121-2,,14.8888740402648,14.8888740402648,0,NaN,NaN,NaN,0,72,
,H02,SYBR,,Unkn,121-3,,15.3058238540937,15.3058238540937,0,NaN,NaN,NaN,0,72,
,H03,SYBR,,Unkn,121-4,,14.6429446072425,14.6429446072425,0,NaN,NaN,NaN,0,72,
,H04,SYBR,,Unkn,121-5,,14.8016312563804,14.8016312563804,0,NaN,NaN,NaN,0,72,
,H05,SYBR,,Unkn,122-1,,14.808193815871,14.808193815871,0,NaN,NaN,NaN,0,72,
,H06,SYBR,,Unkn,122-2,,15.2363682277654,15.2363682277654,0,NaN,NaN,NaN,0,72,
,H07,SYBR,,Unkn,122-3,,16.2466484679626,16.2466484679626,0,NaN,NaN,NaN,0,72,
,H08,SYBR,,Unkn,122-4,,19.3572829212647,19.3572829212647,0,NaN,NaN,NaN,0,72,
,H09,SYBR,,Unkn,122-5,,19.4143799295711,19.4143799295711,0,NaN,NaN,NaN,0,72,
