,Well,Fluor,Target,Content,Sample,Cq,SQ
,A02,ROX,,Unkn,019-1,NaN,NaN
,A03,ROX,,Unkn,019-2,NaN,NaN
,A04,ROX,,Unkn,019-3,NaN,NaN
,A05,ROX,,Unkn,Blank,NaN,NaN
,A06,ROX,,Unkn,058-1,NaN,NaN
,A07,ROX,,Unkn,058-2,NaN,NaN
,A08,ROX,,Unkn,058-3,NaN,NaN
,A09,ROX,,Unkn,058-4,NaN,NaN
,B02,ROX,,Unkn,058-5,NaN,NaN
,B03,ROX,,Unkn,063-1,NaN,NaN
,B04,ROX,,Unkn,063-2,NaN,NaN
,B05,ROX,,Unkn,063-3,NaN,NaN
,B06,ROX,,Unkn,063-4,NaN,NaN
,B07,ROX,,Unkn,063-5,NaN,NaN
,B08,ROX,,Unkn,068-1,NaN,NaN
,B09,ROX,,Unkn,068-2,NaN,NaN
,C02,ROX,,Unkn,068-3,NaN,NaN
,C03,ROX,,Unkn,068-4,NaN,NaN
,C04,ROX,,Unkn,068-5,NaN,NaN
,C05,ROX,,Unkn,074-1,NaN,NaN
,C06,ROX,,Unkn,074-2,NaN,NaN
,C07,ROX,,Unkn,074-3,NaN,NaN
,C08,ROX,,Unkn,074-4,NaN,NaN
,C09,ROX,,Unkn,074-5,NaN,NaN
,D02,ROX,,Unkn,078-1,NaN,NaN
,D03,ROX,,Unkn,078-2,NaN,NaN
,D04,ROX,,Unkn,078-3,NaN,NaN
,D05,ROX,,Unkn,078-4,NaN,NaN
,D06,ROX,,Unkn,078-5,NaN,NaN
,D07,ROX,,Unkn,093-1,NaN,NaN
,D08,ROX,,Unkn,093-2,NaN,NaN
,D09,ROX,,Unkn,093-3,NaN,NaN
,E02,ROX,,Unkn,093-4,NaN,NaN
,E03,ROX,,Unkn,093-5,NaN,NaN
,E04,ROX,,Unkn,095-1,NaN,NaN
,E05,ROX,,Unkn,095-2,NaN,NaN
,E06,ROX,,Unkn,095-3,NaN,NaN
,E07,ROX,,Unkn,095-4,NaN,NaN
,E08,ROX,,Unkn,095-5,NaN,NaN
,E09,ROX,,Unkn,097-1,NaN,NaN
,F02,ROX,,Unkn,097-2,NaN,NaN
,F03,ROX,,Unkn,097-3,NaN,NaN
,F04,ROX,,Unkn,097-4,NaN,NaN
,F05,ROX,,Unkn,097-5,NaN,NaN
,F06,ROX,,Unkn,108-1,NaN,NaN
,F07,ROX,,Unkn,108-2,NaN,NaN
,F08,ROX,,Unkn,108-3,NaN,NaN
,F09,ROX,,Unkn,126-2,NaN,NaN
,G02,ROX,,Unkn,108-5,NaN,NaN
,G03,ROX,,Unkn,119-1,NaN,NaN
,G04,ROX,,Unkn,119-2,NaN,NaN
,G05,ROX,,Unkn,119-3,NaN,NaN
,G06,ROX,,Unkn,119-4,NaN,NaN
,G07,ROX,,Unkn,119-5,NaN,NaN
,G08,ROX,,Unkn,126-1,NaN,NaN
,G09,ROX,,Unkn,126-2,NaN,NaN
,H02,ROX,,Unkn,126-3,NaN,NaN
,H03,ROX,,Unkn,126-4,NaN,NaN
,H04,ROX,,Unkn,126-5,NaN,NaN
,H05,ROX,,Unkn,128-1,NaN,NaN
,H06,ROX,,Unkn,128-2,NaN,NaN
,H07,ROX,,Unkn,128-3,NaN,NaN
,H08,ROX,,Unkn,128-4,NaN,NaN
,H09,ROX,,Unkn,128-5,NaN,NaN
,A02,SYBR,,Unkn,019-1,14.6233443986344,NaN
,A03,SYBR,,Unkn,019-2,14.5683405679872,NaN
,A04,SYBR,,Unkn,019-3,14.6324820442052,NaN
,A05,SYBR,,Unkn,Blank,36.2068254401401,NaN
,A06,SYBR,,Unkn,058-1,13.3344382831748,NaN
,A07,SYBR,,Unkn,058-2,13.0420441322799,NaN
,A08,SYBR,,Unkn,058-3,13.2607030819781,NaN
,A09,SYBR,,Unkn,058-4,13.5971774463727,NaN
,B02,SYBR,,Unkn,058-5,13.6441242908669,NaN
,B03,SYBR,,Unkn,063-1,14.5846348173345,NaN
,B04,SYBR,,Unkn,063-2,14.3287493995806,NaN
,B05,SYBR,,Unkn,063-3,14.2159106278616,NaN
,B06,SYBR,,Unkn,063-4,36.0198232530367,NaN
,B07,SYBR,,Unkn,063-5,14.4517711650934,NaN
,B08,SYBR,,Unkn,068-1,14.0803182531293,NaN
,B09,SYBR,,Unkn,068-2,14.4609864579139,NaN
,C02,SYBR,,Unkn,068-3,14.0485788357878,NaN
,C03,SYBR,,Unkn,068-4,13.6073167454899,NaN
,C04,SYBR,,Unkn,068-5,13.4058574739474,NaN
,C05,SYBR,,Unkn,074-1,14.0673423482254,NaN
,C06,SYBR,,Unkn,074-2,14.0154047709146,NaN
,C07,SYBR,,Unkn,074-3,13.8459699860724,NaN
,C08,SYBR,,Unkn,074-4,13.8942180150941,NaN
,C09,SYBR,,Unkn,074-5,14.3181230446299,NaN
,D02,SYBR,,Unkn,078-1,27.7513633663691,NaN
,D03,SYBR,,Unkn,078-2,27.4336822404871,NaN
,D04,SYBR,,Unkn,078-3,27.4559099740023,NaN
,D05,SYBR,,Unkn,078-4,28.105952771296,NaN
,D06,SYBR,,Unkn,078-5,26.9935894204347,NaN
,D07,SYBR,,Unkn,093-1,14.6406911028605,NaN
,D08,SYBR,,Unkn,093-2,14.4717352556997,NaN
,D09,SYBR,,Unkn,093-3,14.6812277564883,NaN
,E02,SYBR,,Unkn,093-4,14.8016580972979,NaN
,E03,SYBR,,Unkn,093-5,14.5592886825113,NaN
,E04,SYBR,,Unkn,095-1,13.2498630225661,NaN
,E05,SYBR,,Unkn,095-2,13.219169291524,NaN
,E06,SYBR,,Unkn,095-3,13.14866657086,NaN
,E07,SYBR,,Unkn,095-4,13.1864925107827,NaN
,E08,SYBR,,Unkn,095-5,13.3062065487994,NaN
,E09,SYBR,,Unkn,097-1,27.6897374716243,NaN
,F02,SYBR,,Unkn,097-2,28.4372598534242,NaN
,F03,SYBR,,Unkn,097-3,28.1456715656007,NaN
,F04,SYBR,,Unkn,097-4,27.9768161595986,NaN
,F05,SYBR,,Unkn,097-5,28.3830073986697,NaN
,F06,SYBR,,Unkn,108-1,14.0131291505709,NaN
,F07,SYBR,,Unkn,108-2,14.1193348519216,NaN
,F08,SYBR,,Unkn,108-3,14.2772325598431,NaN
,F09,SYBR,,Unkn,126-2,14.2758829922286,NaN
,G02,SYBR,,Unkn,108-5,14.3628508200814,NaN
,G03,SYBR,,Unkn,119-1,29.3437577356792,NaN
,G04,SYBR,,Unkn,119-2,29.2616688228684,NaN
,G05,SYBR,,Unkn,119-3,29.5836393598166,NaN
,G06,SYBR,,Unkn,119-4,29.9429894192651,NaN
,G07,SYBR,,Unkn,119-5,30.2349825144337,NaN
,G08,SYBR,,Unkn,126-1,14.3571086836134,NaN
,G09,SYBR,,Unkn,126-2,14.5049350632238,NaN
,H02,SYBR,,Unkn,126-3,15.3849004686367,NaN
,H03,SYBR,,Unkn,126-4,14.4681077943131,NaN
,H04,SYBR,,Unkn,126-5,14.5278798479935,NaN
