,Well,Fluor,Target,Content,Sample,End RFU,Call,Sample Type,CallType,Is Control
,A02,SYBR,,Unkn,019-1,625.006797633552,,Unknown,Unassigned,False
,A03,SYBR,,Unkn,019-2,627.269843002436,,Unknown,Unassigned,False
,A04,SYBR,,Unkn,019-3,626.234658272465,,Unknown,Unassigned,False
,A05,SYBR,,Unkn,Blank,230.649883674671,,Unknown,Unassigned,False
,A06,SYBR,,Unkn,022-1,547.334492774652,,Unknown,Unassigned,False
,A07,SYBR,,Unkn,022-2,603.334732360081,,Unknown,Unassigned,False
,A08,SYBR,,Unkn,022-3,651.454331785008,,Unknown,Unassigned,False
,A09,SYBR,,Unkn,022-4,840.785045653373,,Unknown,Unassigned,False
,B02,SYBR,,Unkn,022-5,484.957062751425,,Unknown,Unassigned,False
,B03,SYBR,,Unkn,032-1,632.697628443677,,Unknown,Unassigned,False
,B04,SYBR,,Unkn,032-2,619.941554088647,,Unknown,Unassigned,False
,B05,SYBR,,Unkn,032-3,710.501402120004,,Unknown,Unassigned,False
,B06,SYBR,,Unkn,032-4,713.496186544092,,Unknown,Unassigned,False
,B07,SYBR,,Unkn,032-5,624.715497115269,,Unknown,Unassigned,False
,B08,SYBR,,Unkn,042-1,661.013369283502,,Unknown,Unassigned,False
,B09,SYBR,,Unkn,042-2,568.31258481239,,Unknown,Unassigned,False
,C02,SYBR,,Unkn,042-3,784.246436340944,,Unknown,Unassigned,False
,C03,SYBR,,Unkn,042-4,769.402019193536,,Unknown,Unassigned,False
,C04,SYBR,,Unkn,042-5,819.42414883349,,Unknown,Unassigned,False
,C05,SYBR,,Unkn,044-1,703.017855228154,,Unknown,Unassigned,False
,C06,SYBR,,Unkn,044-2,731.721856375322,,Unknown,Unassigned,False
,C07,SYBR,,Unkn,044-3,738.117781212643,,Unknown,Unassigned,False
,C08,SYBR,,Unkn,044-4,762.641908827365,,Unknown,Unassigned,False
,C09,SYBR,,Unkn,044-5,699.563094986568,,Unknown,Unassigned,False
,D02,SYBR,,Unkn,045-1,443.207278827676,,Unknown,Unassigned,False
,D03,SYBR,,Unkn,045-2,498.912984829972,,Unknown,Unassigned,False
,D04,SYBR,,Unkn,045-3,502.208279217776,,Unknown,Unassigned,False
,D05,SYBR,,Unkn,045-4,538.821831298364,,Unknown,Unassigned,False
,D06,SYBR,,Unkn,045-5,592.040847186444,,Unknown,Unassigned,False
,D07,SYBR,,Unkn,099-1,606.746847210403,,Unknown,Unassigned,False
,D08,SYBR,,Unkn,099-2,622.105294618071,,Unknown,Unassigned,False
,D09,SYBR,,Unkn,099-3,524.618093956696,,Unknown,Unassigned,False
,E02,SYBR,,Unkn,099-4,618.123866153692,,Unknown,Unassigned,False
,E03,SYBR,,Unkn,099-5,651.623511791086,,Unknown,Unassigned,False
,E04,SYBR,,Unkn,100-1,629.204209428935,,Unknown,Unassigned,False
,E05,SYBR,,Unkn,100-2,695.481842627697,,Unknown,Unassigned,False
,E06,SYBR,,Unkn,100-3,722.536373720327,,Unknown,Unassigned,False
,E07,SYBR,,Unkn,100-4,659.064425870624,,Unknown,Unassigned,False
,E08,SYBR,,Unkn,100-5,695.543823422693,,Unknown,Unassigned,False
,E09,SYBR,,Unkn,114-1,684.141750581578,,Unknown,Unassigned,False
,F02,SYBR,,Unkn,114-2,394.952913389588,,Unknown,Unassigned,False
,F03,SYBR,,Unkn,114-3,495.434323820788,,Unknown,Unassigned,False
,F04,SYBR,,Unkn,114-4,534.09834725903,,Unknown,Unassigned,False
,F05,SYBR,,Unkn,114-5,562.862435078054,,Unknown,Unassigned,False
,F06,SYBR,,Unkn,116-1,645.726668018057,,Unknown,Unassigned,False
,F07,SYBR,,Unkn,116-2,561.999396809808,,Unknown,Unassigned,False
,F08,SYBR,,Unkn,116-3,536.350347532119,,Unknown,Unassigned,False
,F09,SYBR,,Unkn,116-4,545.758011132852,,Unknown,Unassigned,False
,G02,SYBR,,Unkn,116-5,683.940113951786,,Unknown,Unassigned,False
,G03,SYBR,,Unkn,117-1,617.580533964459,,Unknown,Unassigned,False
,G04,SYBR,,Unkn,117-2,685.342938915965,,Unknown,Unassigned,False
,G05,SYBR,,Unkn,117-3,753.203367947286,,Unknown,Unassigned,False
,G06,SYBR,,Unkn,117-4,760.963813554986,,Unknown,Unassigned,False
,G07,SYBR,,Unkn,117-5,694.568723749542,,Unknown,Unassigned,False
,G08,SYBR,,Unkn,121-1,725.139440792454,,Unknown,Unassigned,False
,G09,SYBR,,Unkn,121-2,538.986381947897,,Unknown,Unassigned,False
,H02,SYBR,,Unkn,121-3,483.141927957413,,Unknown,Unassigned,False
,H03,SYBR,,Unkn,121-4,486.309187092413,,Unknown,Unassigned,False
,H04,SYBR,,Unkn,121-5,500.764942471176,,Unknown,Unassigned,False
,H05,SYBR,,Unkn,122-1,507.764808889511,,Unknown,Unassigned,False
,H06,SYBR,,Unkn,122-2,430.057857793363,,Unknown,Unassigned,False
,H07,SYBR,,Unkn,122-3,433.472835223251,,Unknown,Unassigned,False
,H08,SYBR,,Unkn,122-4,370.233850083854,,Unknown,Unassigned,False
,H09,SYBR,,Unkn,122-5,498.418482010544,,Unknown,Unassigned,False
