,Well,Fluor,Target,Content,Sample,End RFU,Call,Sample Type,CallType,Is Control
,A02,SYBR,,Unkn,019-1,540.386389697217,,Unknown,Unassigned,False
,A03,SYBR,,Unkn,019-2,566.357907989205,,Unknown,Unassigned,False
,A04,SYBR,,Unkn,019-3,600.120029571557,,Unknown,Unassigned,False
,A05,SYBR,,Unkn,Blank,219.970930234735,,Unknown,Unassigned,False
,A06,SYBR,,Unkn,058-1,523.842195021242,,Unknown,Unassigned,False
,A07,SYBR,,Unkn,058-2,525.392443464773,,Unknown,Unassigned,False
,A08,SYBR,,Unkn,058-3,499.844699726692,,Unknown,Unassigned,False
,A09,SYBR,,Unkn,058-4,539.627006324504,,Unknown,Unassigned,False
,B02,SYBR,,Unkn,058-5,425.140279387173,,Unknown,Unassigned,False
,B03,SYBR,,Unkn,063-1,534.489428067981,,Unknown,Unassigned,False
,B04,SYBR,,Unkn,063-2,567.491161887445,,Unknown,Unassigned,False
,B05,SYBR,,Unkn,063-3,593.931693435694,,Unknown,Unassigned,False
,B06,SYBR,,Unkn,063-4,219.644927084352,,Unknown,Unassigned,False
,B07,SYBR,,Unkn,063-5,540.528082117858,,Unknown,Unassigned,False
,B08,SYBR,,Unkn,068-1,509.601803974277,,Unknown,Unassigned,False
,B09,SYBR,,Unkn,068-2,509.808920604723,,Unknown,Unassigned,False
,C02,SYBR,,Unkn,068-3,513.897410569204,,Unknown,Unassigned,False
,C03,SYBR,,Unkn,068-4,605.063459517954,,Unknown,Unassigned,False
,C04,SYBR,,Unkn,068-5,629.100009505052,,Unknown,Unassigned,False
,C05,SYBR,,Unkn,074-1,600.142791369977,,Unknown,Unassigned,False
,C06,SYBR,,Unkn,074-2,653.006992679579,,Unknown,Unassigned,False
,C07,SYBR,,Unkn,074-3,659.19120851235,,Unknown,Unassigned,False
,C08,SYBR,,Unkn,074-4,681.210003672332,,Unknown,Unassigned,False
,C09,SYBR,,Unkn,074-5,616.87501898084,,Unknown,Unassigned,False
,D02,SYBR,,Unkn,078-1,562.829471768079,,Unknown,Unassigned,False
,D03,SYBR,,Unkn,078-2,704.401065318927,,Unknown,Unassigned,False
,D04,SYBR,,Unkn,078-3,712.335597751204,,Unknown,Unassigned,False
,D05,SYBR,,Unkn,078-4,671.522255355843,,Unknown,Unassigned,False
,D06,SYBR,,Unkn,078-5,671.298419866553,,Unknown,Unassigned,False
,D07,SYBR,,Unkn,093-1,546.880786252308,,Unknown,Unassigned,False
,D08,SYBR,,Unkn,093-2,625.685985636057,,Unknown,Unassigned,False
,D09,SYBR,,Unkn,093-3,583.848543493585,,Unknown,Unassigned,False
,E02,SYBR,,Unkn,093-4,585.548655915792,,Unknown,Unassigned,False
,E03,SYBR,,Unkn,093-5,641.194699776448,,Unknown,Unassigned,False
,E04,SYBR,,Unkn,095-1,567.798915638806,,Unknown,Unassigned,False
,E05,SYBR,,Unkn,095-2,589.418335005206,,Unknown,Unassigned,False
,E06,SYBR,,Unkn,095-3,598.196531556858,,Unknown,Unassigned,False
,E07,SYBR,,Unkn,095-4,605.381947162816,,Unknown,Unassigned,False
,E08,SYBR,,Unkn,095-5,629.073920699896,,Unknown,Unassigned,False
,E09,SYBR,,Unkn,097-1,745.845610092814,,Unknown,Unassigned,False
,F02,SYBR,,Unkn,097-2,546.797073452405,,Unknown,Unassigned,False
,F03,SYBR,,Unkn,097-3,612.029570685177,,Unknown,Unassigned,False
,F04,SYBR,,Unkn,097-4,712.803004588483,,Unknown,Unassigned,False
,F05,SYBR,,Unkn,097-5,652.840298782311,,Unknown,Unassigned,False
,F06,SYBR,,Unkn,108-1,586.246166041811,,Unknown,Unassigned,False
,F07,SYBR,,Unkn,108-2,577.4803105853,,Unknown,Unassigned,False
,F08,SYBR,,Unkn,108-3,500.772263230665,,Unknown,Unassigned,False
,F09,SYBR,,Unkn,126-2,530.490173282781,,Unknown,Unassigned,False
,G02,SYBR,,Unkn,108-5,539.710824398677,,Unknown,Unassigned,False
,G03,SYBR,,Unkn,119-1,610.614234104784,,Unknown,Unassigned,False
,G04,SYBR,,Unkn,119-2,758.152602655786,,Unknown,Unassigned,False
,G05,SYBR,,Unkn,119-3,743.345903065178,,Unknown,Unassigned,False
,G06,SYBR,,Unkn,119-4,728.916811175927,,Unknown,Unassigned,False
,G07,SYBR,,Unkn,119-5,631.714101822455,,Unknown,Unassigned,False
,G08,SYBR,,Unkn,126-1,634.727125740268,,Unknown,Unassigned,False
,G09,SYBR,,Unkn,126-2,574.423345057416,,Unknown,Unassigned,False
,H02,SYBR,,Unkn,126-3,369.473805838168,,Unknown,Unassigned,False
,H03,SYBR,,Unkn,126-4,532.555199652421,,Unknown,Unassigned,False
,H04,SYBR,,Unkn,126-5,532.670377467001,,Unknown,Unassigned,False
,H05,SYBR,,Unkn,128-1,383.001193697761,,Unknown,Unassigned,False
,H06,SYBR,,Unkn,128-2,436.74377845259,,Unknown,Unassigned,False
,H07,SYBR,,Unkn,128-3,440.56398500367,,Unknown,Unassigned,False
,H08,SYBR,,Unkn,128-4,430.213794503442,,Unknown,Unassigned,False
,H09,SYBR,,Unkn,128-5,493.891410374658,,Unknown,Unassigned,False
