,Well,Sample,Call,Type,RFU1,RFU2
,A02,019-1,Allele 1,Auto,623.072832568655,-3.11616009262343
,A03,019-2,Allele 1,Auto,622.822703245972,1.54327954633936
,A04,019-3,Allele 1,Auto,623.102372464859,-0.523700847234068
,A05,Blank,Allele 1,Auto,429.135953985832,-2.97583284584152
,A06,022-1,Allele 1,Auto,540.710279214109,1.88592064330987
,A07,022-2,Allele 1,Auto,602.300233908382,-0.457377841560174
,A08,022-3,Allele 1,Auto,658.257267372859,3.5323289623293
,A09,022-4,Allele 1,Auto,859.931970085234,11.008363734315
,B02,022-5,Allele 1,Auto,491.921603492982,6.23336493145825
,B03,032-1,Allele 1,Auto,657.037455382343,9.52374072917792
,B04,032-2,Allele 1,Auto,646.54781226017,2.56347988866992
,B05,032-3,Allele 1,Auto,743.712407956119,-0.885224112977085
,B06,032-4,Allele 1,Auto,747.079710126805,-0.945514009030376
,B07,032-5,Allele 1,Auto,656.178210894686,0.916142506559027
,B08,042-1,Allele 1,Auto,688.609985498412,1.48256376105928
,B09,042-2,Allele 1,Auto,595.7095520449,17.2190188562358
,C02,042-3,Allele 1,Auto,811.712629786507,-1.01724237315648
,C03,042-4,Allele 1,Auto,801.482319644014,3.82839867705297
,C04,042-5,Allele 1,Auto,846.72437324129,3.73924742661711
,C05,044-1,Allele 1,Auto,703.269448533651,3.37602219085466
,C06,044-2,Allele 1,Auto,729.69811120439,2.72667227496231
,C07,044-3,Allele 1,Auto,736.564291347145,4.07441304345866
,C08,044-4,Allele 1,Auto,759.92419894085,1.45793443078264
,C09,044-5,Allele 1,Auto,696.238547146356,2.36046288103444
,D02,045-1,Allele 1,Auto,443.364902837036,4.25389461986606
,D03,045-2,Allele 1,Auto,499.141404318606,4.45786753994025
,D04,045-3,Allele 1,Auto,501.523324863352,-0.79739663869077
,D05,045-4,Allele 1,Auto,540.463496341663,1.05548547783565
,D06,045-5,Allele 1,Auto,591.897067090181,2.81174406404489
,D07,099-1,Allele 1,Auto,606.172086910522,-0.635290564304796
,D08,099-2,Allele 1,Auto,620.376226802861,-0.481867277011588
,D09,099-3,Allele 1,Auto,523.356312817002,6.54340287373225
,E02,099-4,Allele 1,Auto,615.305818528211,-1.84997072405258
,E03,099-5,Allele 1,Auto,648.896155908306,3.34836825877073
,E04,100-1,Allele 1,Auto,626.355113063997,3.55567248894477
,E05,100-2,Allele 1,Auto,695.149850432099,3.29083568019769
,E06,100-3,Allele 1,Auto,719.969460753405,0.380446227203265
,E07,100-4,Allele 1,Auto,659.954033034314,2.43566635552543
,E08,100-5,Allele 1,Auto,694.148508241032,6.79211275275657
,E09,114-1,Allele 1,Auto,683.01465029666,2.48758559156431
,F02,114-2,Allele 1,Auto,393.674798024047,1.04317885013597
,F03,114-3,Allele 1,Auto,496.349386506031,6.39413371044657
,F04,114-4,Allele 1,Auto,534.636096534913,-2.04889616245873
,F05,114-5,Allele 1,Auto,564.921830135419,3.56232285462465
,F06,116-1,Allele 1,Auto,647.354182005786,0.919566162548563
,F07,116-2,Allele 1,Auto,563.296100190136,0.920180027764673
,F08,116-3,Allele 1,Auto,539.9456362807,3.25689655242195
,F09,116-4,Allele 1,Auto,547.997036485071,4.47672355371151
,G02,116-5,Allele 1,Auto,684.165872105581,-2.0749103616713
,G03,117-1,Allele 1,Auto,612.5848299019,4.65658016806037
,G04,117-2,Allele 1,Auto,681.809608494882,3.68094286933047
,G05,117-3,Allele 1,Auto,749.615886326855,2.38023677871479
,G06,117-4,Allele 1,Auto,763.835146485857,1.68387119659656
,G07,117-5,Allele 1,Auto,694.980819768273,1.29562622979529
,G08,121-1,Allele 1,Auto,721.564780785456,4.40861066570324
,G09,121-2,Allele 1,Auto,533.982234577811,6.26560461321242
,H02,121-3,Allele 1,Auto,487.108054543687,-4.42149248815895
,H03,121-4,Allele 1,Auto,486.68439959621,2.90425036072611
,H04,121-5,Allele 1,Auto,496.101974293505,0.230423282082938
,H05,122-1,Allele 1,Auto,504.699449262669,0.0804030410172345
,H06,122-2,Allele 1,Auto,427.558621874373,3.36759609633964
,H07,122-3,Allele 1,Auto,427.594340058395,-2.0683807975347
,H08,122-4,Allele 1,Auto,343.959459382828,-2.36410526286636
,H09,122-5,Allele 1,Auto,474.299282830108,-1.51462532735695
