,Well,Sample,Call,Type,RFU1,RFU2
,A01,048-1,Allele 1,Auto,2193.4249973044,-7.60637348922592
,A02,048-2,Allele 1,Auto,2313.23312820516,-9.90476703752302
,A03,014-1,Allele 1,Auto,2371.70024133365,-1.21973499720934
,A04,014-2,Allele 1,Auto,2446.19296414491,-1.3971006669758
,A05,014-3,Allele 1,Auto,2597.97053276631,0.696500078164718
,A06,007-1,Allele 1,Auto,2827.24674865398,119.210880873913
,A07,007-2,Allele 1,Auto,2704.66238318461,-4.69491252138687
,A08,007-3,Allele 1,Auto,2689.38889938144,-3.37253499101553
,A09,007-4,Allele 1,Auto,2689.97451959651,104.096019309161
,A10,007-5,Allele 1,Auto,2770.16868604542,-8.37727594122862
,A11,008-1,Allele 1,Auto,2894.39021583966,-9.67340105327548
,A12,008-2,Allele 1,Auto,2520.23199049269,-7.5298635964341
,B01,008-3,Allele 1,Auto,2864.84134348126,-1.47503410889749
,B02,008-4,Allele 1,Auto,2665.49396166831,-2.4278683864768
,B03,008-5,Allele 1,Auto,2942.60449625342,-3.24692022387899
,B04,011-1,Allele 1,Auto,2404.00850523734,-8.65856121365914
,B05,011-2,Allele 1,Auto,2448.78934528236,-1.77985963811489
,B06,011-3,Allele 1,Auto,2709.37738324917,-5.34767163779452
,B07,011-4,Allele 1,Auto,2676.51609774815,-3.75957593726935
,B08,011-5,Allele 1,Auto,2763.47344355855,-0.536899209978856
,B09,026-1,Allele 1,Auto,2939.1010698711,-3.43541982921079
,B10,026-2,Allele 1,Auto,2742.95279524656,-2.8492599577321
,B11,026-3,Allele 1,Auto,2789.70238837588,-1.14148902184024
,B12,026-4,Allele 1,Auto,2626.12203878501,-0.0645240505623406
,C01,026-5,Allele 1,Auto,2332.15008661123,-5.69512122699962
,C02,028-1,Allele 1,Auto,2818.81079016999,1.6072891262238
,C03,028-2,Allele 1,Auto,2862.57787853445,1.64039635977088
,C04,028-3,Allele 1,Auto,2840.44428646446,-8.02526421089851
,C05,028-4,Allele 1,Auto,2959.0947754973,-4.36612277964696
,C06,028-5,Allele 1,Auto,2975.14721452541,-2.91337728406779
,C07,030-1,Allele 1,Auto,2666.087080542,-6.48192034819522
,C08,030-2,Allele 1,Auto,2706.54295219103,-2.87707840500252
,C09,030-3,Allele 1,Auto,2386.95904494701,123.657924698447
,C10,030-4,Allele 1,Auto,2708.70636462895,99.9157453926905
,C11,030-5,Allele 1,Auto,2592.84027632743,-4.08054417888616
,C12,034-1,Allele 1,Auto,2633.81739468592,-2.55163476284815
,D01,034-2,Allele 1,Auto,2623.84818279562,2.43319352398385
,D02,034-3,Allele 1,Auto,2604.63176075278,0.540975781957513
,D03,034-4,Allele 1,Auto,2642.27645027222,0.17222907903988
,D04,034-5,Allele 1,Auto,2444.1435316298,-4.08605117416664
,D05,051-1,Allele 1,Auto,2763.26171970185,-3.26986542827308
,D06,051-2,Allele 1,Auto,2990.18548180834,3.34342707438555
,D07,051-3,Allele 1,Auto,2714.17314796921,92.7941677660156
,D08,051-4,Allele 1,Auto,2925.04569356289,-3.05443168605461
,D09,051-5,Allele 1,Auto,2901.82466895639,-1.7377666890975
,D10,056-1,Allele 1,Auto,2449.64776025362,79.8765485781328
,D11,056-2,Allele 1,Auto,2412.04698363551,111.234120978118
,D12,056-3,Allele 1,Auto,2319.88415553758,-5.2587625958663
,E01,056-4,Allele 1,Auto,2452.39518851358,-5.64914254723817
,E02,056-5,Allele 1,Auto,2629.12973508207,-0.583022808711121
,E03,059-1,Allele 1,Auto,2707.76591789519,1.9966729245516
,E04,059-2,Allele 1,Auto,2633.2193871233,-2.57044106367175
,E05,059-3,Allele 1,Auto,2828.82983735142,-0.158880877855154
,E06,059-4,Allele 1,Auto,2743.88156604222,-2.16005146013458
,E07,059-5,Allele 1,Auto,2776.58711105069,-4.89383437651168
,E08,086-1,Allele 1,Auto,2748.31844228361,-2.73898082970618
,E09,086-2,Allele 1,Auto,2954.32020785682,0.789813700770537
,E10,086-3,Allele 1,Auto,2920.89089808072,-2.77766829214715
,E11,086-4,Allele 1,Auto,2917.06518007713,-7.36036651073391
,E12,086-5,Allele 1,Auto,2289.91647841819,-4.93116366140384
,F01,087-1,Allele 1,Auto,2698.04193258203,-1.53267212403398
,F02,087-2,Allele 1,Auto,2488.51148661546,-0.141976592937681
,F03,087-3,Allele 1,Auto,2535.38414035555,2.70075605520515
,F04,087-4,Allele 1,Auto,2504.13055543083,-2.5888750384679
,F05,087-5,Allele 1,Auto,2724.52845026103,-3.44469886767729
,F06,101-1,Allele 1,Auto,2699.00610921699,61.7916797329372
,F07,101-2,Allele 1,Auto,2906.05554769744,-6.98550424104224
,F08,101-3,Allele 1,Auto,2915.16971443957,-4.85668022718573
,F09,101-4,Allele 1,Auto,2852.13194301933,-2.39757117057388
,F10,101-5,Allele 1,Auto,2887.2232263285,-7.86176437589847
,F11,104-1,Allele 1,Auto,2741.74447507235,-5.58731653615132
,F12,104-2,Allele 1,Auto,2765.77431754722,-3.69750271636121
,G01,104-3,Allele 1,Auto,2451.83334142094,2.76584212191665
,G02,104-4,Allele 1,Auto,2614.79228587025,-0.895519043140666
,G03,104-5,Allele 1,Auto,2738.97617909747,-3.20255684000358
,G04,112-1,Allele 1,Auto,2756.55795168419,-0.419322376149921
,G05,112-2,Allele 1,Auto,2803.03631671915,-0.31168206892653
,G06,112-3,Allele 1,Auto,2799.64107117675,-4.74675135242705
,G07,112-4,Allele 1,Auto,2893.75195392649,38.6160228839713
,G08,112-5,Allele 1,Auto,2690.47918519572,4.02829827592177
,G09,120-1,Allele 1,Auto,2596.05709772012,-4.7269587538367
,G10,120-2,Allele 1,Auto,2856.88591817605,-2.33908753469314
,G11,120-3,Allele 1,Auto,2551.41884642569,-1.062233737528
,G12,120-4,Allele 1,Auto,2393.56697344473,-3.87110564901968
,H01,120-5,Allele 1,Auto,2384.14837170095,2.93734458529752
,H02,123-1,Allele 1,Auto,2748.73691636093,-1.87043611168929
,H03,123-2,Allele 1,Auto,3166.40430597096,-5.67851531216638
,H04,123-3,Allele 1,Auto,2921.46504917424,-8.65577406330431
,H05,123-4,Allele 1,Auto,3021.98545133732,-6.3687963922298
,H06,123-5,Allele 1,Auto,3010.99171291272,-9.37252105779771
,H07,125-1,Allele 1,Auto,2410.38404032539,-3.79346311115751
,H08,125-2,Allele 1,Auto,2519.96770182364,-6.6832109632096
,H09,125-3,Allele 1,Auto,2598.69052815652,-2.22361970287056
,H10,125-4,Allele 1,Auto,2464.21954162439,-3.27930022948431
,H11,125-5,Allele 1,Auto,2504.64892033131,-5.25682150643888
,H12,Blank,Allele 1,Auto,-1.05984441956252,-5.1952303136427
