,Well,Fluor,Target,Content,Sample,End RFU,Call,Sample Type,CallType,Is Control
,A01,SYBR,,Unkn,048-1,2153.34140024782,,Unknown,Unassigned,False
,A02,SYBR,,Unkn,048-2,2257.64960972692,,Unknown,Unassigned,False
,A03,SYBR,,Unkn,014-1,2306.58612392106,,Unknown,Unassigned,False
,A04,SYBR,,Unkn,014-2,2378.02170070674,,Unknown,Unassigned,False
,A05,SYBR,,Unkn,014-3,2535.66211309574,,Unknown,Unassigned,False
,A06,SYBR,,Unkn,007-1,2725.19994819797,,Unknown,Unassigned,False
,A07,SYBR,,Unkn,007-2,2601.1895245087,,Unknown,Unassigned,False
,A08,SYBR,,Unkn,007-3,2590.6530957295,,Unknown,Unassigned,False
,A09,SYBR,,Unkn,007-4,2582.73522939681,,Unknown,Unassigned,False
,A10,SYBR,,Unkn,007-5,2668.13701051741,,Unknown,Unassigned,False
,A11,SYBR,,Unkn,008-1,2802.71857524529,,Unknown,Unassigned,False
,A12,SYBR,,Unkn,008-2,2448.81374271943,,Unknown,Unassigned,False
,B01,SYBR,,Unkn,008-3,2777.94000484971,,Unknown,Unassigned,False
,B02,SYBR,,Unkn,008-4,2573.67212757345,,Unknown,Unassigned,False
,B03,SYBR,,Unkn,008-5,2842.68099150854,,Unknown,Unassigned,False
,B04,SYBR,,Unkn,011-1,2334.39560202678,,Unknown,Unassigned,False
,B05,SYBR,,Unkn,011-2,2376.40034985255,,Unknown,Unassigned,False
,B06,SYBR,,Unkn,011-3,2622.82941530638,,Unknown,Unassigned,False
,B07,SYBR,,Unkn,011-4,2592.4972359647,,Unknown,Unassigned,False
,B08,SYBR,,Unkn,011-5,2682.02385430872,,Unknown,Unassigned,False
,B09,SYBR,,Unkn,026-1,2832.22934876044,,Unknown,Unassigned,False
,B10,SYBR,,Unkn,026-2,2626.06275829001,,Unknown,Unassigned,False
,B11,SYBR,,Unkn,026-3,2693.60652429818,,Unknown,Unassigned,False
,B12,SYBR,,Unkn,026-4,2540.7639412092,,Unknown,Unassigned,False
,C01,SYBR,,Unkn,026-5,2261.33515600959,,Unknown,Unassigned,False
,C02,SYBR,,Unkn,028-1,2707.55343411676,,Unknown,Unassigned,False
,C03,SYBR,,Unkn,028-2,2757.37439569261,,Unknown,Unassigned,False
,C04,SYBR,,Unkn,028-3,2735.13115265632,,Unknown,Unassigned,False
,C05,SYBR,,Unkn,028-4,2838.24407493164,,Unknown,Unassigned,False
,C06,SYBR,,Unkn,028-5,2863.29888437882,,Unknown,Unassigned,False
,C07,SYBR,,Unkn,030-1,2564.46476081503,,Unknown,Unassigned,False
,C08,SYBR,,Unkn,030-2,2596.7114853028,,Unknown,Unassigned,False
,C09,SYBR,,Unkn,030-3,2289.79430263041,,Unknown,Unassigned,False
,C10,SYBR,,Unkn,030-4,2600.96338433837,,Unknown,Unassigned,False
,C11,SYBR,,Unkn,030-5,2504.80553138943,,Unknown,Unassigned,False
,C12,SYBR,,Unkn,034-1,2553.60064899674,,Unknown,Unassigned,False
,D01,SYBR,,Unkn,034-2,2542.6063506383,,Unknown,Unassigned,False
,D02,SYBR,,Unkn,034-3,2520.85343292056,,Unknown,Unassigned,False
,D03,SYBR,,Unkn,034-4,2555.84226616085,,Unknown,Unassigned,False
,D04,SYBR,,Unkn,034-5,2365.71448255238,,Unknown,Unassigned,False
,D05,SYBR,,Unkn,051-1,2656.36802432264,,Unknown,Unassigned,False
,D06,SYBR,,Unkn,051-2,2884.00953986058,,Unknown,Unassigned,False
,D07,SYBR,,Unkn,051-3,2601.35456680194,,Unknown,Unassigned,False
,D08,SYBR,,Unkn,051-4,2822.30908301238,,Unknown,Unassigned,False
,D09,SYBR,,Unkn,051-5,2796.02957034295,,Unknown,Unassigned,False
