,Well,Fluor,Target,Content,Sample,End RFU,Call,Sample Type,CallType,Is Control
,A01,SYBR,,Unkn,014-1,2556.04695628642,,Unknown,Unassigned,False
,A02,SYBR,,Unkn,014-2,2633.49647451105,,Unknown,Unassigned,False
,A03,SYBR,,Unkn,048-1,2685.05018134132,,Unknown,Unassigned,False
,A04,SYBR,,Unkn,048-2,2630.84545777482,,Unknown,Unassigned,False
,A05,SYBR,,Unkn,048-3,2909.75109777056,,Unknown,Unassigned,False
,A06,SYBR,,Unkn,049-1,2677.48026275299,,Unknown,Unassigned,False
,A07,SYBR,,Unkn,049-2,2574.77720374474,,Unknown,Unassigned,False
,A08,SYBR,,Unkn,049-3,2671.69382547578,,Unknown,Unassigned,False
,A09,SYBR,,Unkn,052-1,3032.21768375272,,Unknown,Unassigned,False
,A10,SYBR,,Unkn,052-2,3128.99648252001,,Unknown,Unassigned,False
,A11,SYBR,,Unkn,053-1,2640.07592398264,,Unknown,Unassigned,False
,A12,SYBR,,Unkn,053-2,2350.54051837187,,Unknown,Unassigned,False
,B01,SYBR,,Unkn,053-3,2609.48975423584,,Unknown,Unassigned,False
,B02,SYBR,,Unkn,053-4,2107.28615925682,,Unknown,Unassigned,False
,B03,SYBR,,Unkn,053-5,2176.53130303965,,Unknown,Unassigned,False
,B04,SYBR,,Unkn,069-1,2191.61085839342,,Unknown,Unassigned,False
,B05,SYBR,,Unkn,069-2,2373.49095592306,,Unknown,Unassigned,False
,B06,SYBR,,Unkn,069-3,2626.23048390882,,Unknown,Unassigned,False
,B07,SYBR,,Unkn,069-4,2736.86218973056,,Unknown,Unassigned,False
,B08,SYBR,,Unkn,069-5,2661.03789698575,,Unknown,Unassigned,False
,B09,SYBR,,Unkn,070-1,3066.80104041361,,Unknown,Unassigned,False
,B10,SYBR,,Unkn,070-2,2969.58532282135,,Unknown,Unassigned,False
,B11,SYBR,,Unkn,070-3,2833.82737427915,,Unknown,Unassigned,False
,B12,SYBR,,Unkn,070-4,2751.02661118645,,Unknown,Unassigned,False
,C01,SYBR,,Unkn,070-5,2410.82088111632,,Unknown,Unassigned,False
,C02,SYBR,,Unkn,075-1,2679.54516053653,,Unknown,Unassigned,False
,C03,SYBR,,Unkn,075-2,2801.65878298734,,Unknown,Unassigned,False
,C04,SYBR,,Unkn,075-3,3076.83296473257,,Unknown,Unassigned,False
,C05,SYBR,,Unkn,075-4,2802.43696060131,,Unknown,Unassigned,False
,C06,SYBR,,Unkn,075-5,2884.68426019798,,Unknown,Unassigned,False
,C07,SYBR,,Unkn,080-1,2796.98682933811,,Unknown,Unassigned,False
,C08,SYBR,,Unkn,080-2,2687.34324583306,,Unknown,Unassigned,False
,C09,SYBR,,Unkn,080-3,2731.75880038197,,Unknown,Unassigned,False
,C10,SYBR,,Unkn,080-4,2762.71730884466,,Unknown,Unassigned,False
,C11,SYBR,,Unkn,080-5,2757.33901769335,,Unknown,Unassigned,False
,C12,SYBR,,Unkn,081-1,2782.20187643415,,Unknown,Unassigned,False
,D01,SYBR,,Unkn,081-2,2843.72535622176,,Unknown,Unassigned,False
,D02,SYBR,,Unkn,081-3,2897.2379879272,,Unknown,Unassigned,False
,D03,SYBR,,Unkn,081-4,2930.74133924622,,Unknown,Unassigned,False
,D04,SYBR,,Unkn,081-5,3030.34255664358,,Unknown,Unassigned,False
,D05,SYBR,,Unkn,082-1,2957.6778382334,,Unknown,Unassigned,False
,D06,SYBR,,Unkn,082-2,2893.67022598347,,Unknown,Unassigned,False
,D07,SYBR,,Unkn,082-3,2899.40183573201,,Unknown,Unassigned,False
,D08,SYBR,,Unkn,082-4,2985.70327446034,,Unknown,Unassigned,False
,D09,SYBR,,Unkn,082-5,3091.61979628717,,Unknown,Unassigned,False
,D10,SYBR,,Unkn,088-1,2975.69696503967,,Unknown,Unassigned,False
,D11,SYBR,,Unkn,088-2,3124.8172351663,,Unknown,Unassigned,False
,D12,SYBR,,Unkn,088-3,2843.97648363598,,Unknown,Unassigned,False
,E01,SYBR,,Unkn,088-4,2827.17181121085,,Unknown,Unassigned,False
,E02,SYBR,,Unkn,088-5,3045.79617428805,,Unknown,Unassigned,False
,E03,SYBR,,Unkn,106-1,2957.65793549532,,Unknown,Unassigned,False
,E04,SYBR,,Unkn,106-2,3087.84063818746,,Unknown,Unassigned,False
,E05,SYBR,,Unkn,106-3,3146.40452264223,,Unknown,Unassigned,False
,E06,SYBR,,Unkn,106-4,2943.33888876775,,Unknown,Unassigned,False
,E07,SYBR,,Unkn,106-5,2975.37184859827,,Unknown,Unassigned,False
,E08,SYBR,,Unkn,111-1,2946.99276998434,,Unknown,Unassigned,False
,E09,SYBR,,Unkn,111-2,2749.24073560105,,Unknown,Unassigned,False
,E10,SYBR,,Unkn,111-3,2759.55663632003,,Unknown,Unassigned,False
,E11,SYBR,,Unkn,111-4,2758.74826695003,,Unknown,Unassigned,False
,E12,SYBR,,Unkn,111-5,2911.29004121995,,Unknown,Unassigned,False
,F01,SYBR,,Unkn,118-1,2765.72933364211,,Unknown,Unassigned,False
,F02,SYBR,,Unkn,118-2,2379.42207315725,,Unknown,Unassigned,False
,F03,SYBR,,Unkn,118-3,2667.63418250215,,Unknown,Unassigned,False
,F04,SYBR,,Unkn,118-4,2932.520535099,,Unknown,Unassigned,False
,F05,SYBR,,Unkn,118-5,3013.58162760442,,Unknown,Unassigned,False
,F06,SYBR,,Unkn,Blank,-4.11178802209488,,Unknown,Unassigned,False
