,Well,Fluor,Target,Content,Sample,End RFU,Call,Sample Type,CallType,Is Control
,A01,ROX,,Unkn,014-1,-3.65340029453109,,Unknown,Unassigned,False
,A02,ROX,,Unkn,014-2,-0.545425995722962,,Unknown,Unassigned,False
,A03,ROX,,Unkn,048-1,0.7247254043672,,Unknown,Unassigned,False
,A04,ROX,,Unkn,048-2,-0.722668205173704,,Unknown,Unassigned,False
,A05,ROX,,Unkn,048-3,-1.99470682295341,,Unknown,Unassigned,False
,A06,ROX,,Unkn,049-1,-3.74730311271715,,Unknown,Unassigned,False
,A07,ROX,,Unkn,049-2,0.960407951502839,,Unknown,Unassigned,False
,A08,ROX,,Unkn,049-3,-2.40443542138537,,Unknown,Unassigned,False
,A09,ROX,,Unkn,052-1,-3.73970597542111,,Unknown,Unassigned,False
,A10,ROX,,Unkn,052-2,-4.92770508519261,,Unknown,Unassigned,False
,A11,ROX,,Unkn,053-1,-5.78887279330647,,Unknown,Unassigned,False
,A12,ROX,,Unkn,053-2,-6.36499252845861,,Unknown,Unassigned,False
,B01,ROX,,Unkn,053-3,1.01796914307388,,Unknown,Unassigned,False
,B02,ROX,,Unkn,053-4,-3.53507726357293,,Unknown,Unassigned,False
,B03,ROX,,Unkn,053-5,-2.59533346246862,,Unknown,Unassigned,False
,B04,ROX,,Unkn,069-1,-0.635726778549997,,Unknown,Unassigned,False
,B05,ROX,,Unkn,069-2,-2.62894424062433,,Unknown,Unassigned,False
,B06,ROX,,Unkn,069-3,-1.01926642920762,,Unknown,Unassigned,False
,B07,ROX,,Unkn,069-4,0.789969931010364,,Unknown,Unassigned,False
,B08,ROX,,Unkn,069-5,-0.511593626935519,,Unknown,Unassigned,False
,B09,ROX,,Unkn,070-1,-2.28790907936909,,Unknown,Unassigned,False
,B10,ROX,,Unkn,070-2,-1.02602147244306,,Unknown,Unassigned,False
,B11,ROX,,Unkn,070-3,69.5651098565975,,Unknown,Unassigned,False
,B12,ROX,,Unkn,070-4,-2.51893330441726,,Unknown,Unassigned,False
,C01,ROX,,Unkn,070-5,-3.82168838032112,,Unknown,Unassigned,False
,C02,ROX,,Unkn,075-1,-1.89314874497359,,Unknown,Unassigned,False
,C03,ROX,,Unkn,075-2,-0.330604052759918,,Unknown,Unassigned,False
,C04,ROX,,Unkn,075-3,-3.42891773932151,,Unknown,Unassigned,False
,C05,ROX,,Unkn,075-4,-0.571483108163102,,Unknown,Unassigned,False
,C06,ROX,,Unkn,075-5,-2.47705908151838,,Unknown,Unassigned,False
,C07,ROX,,Unkn,080-1,0.409832109500712,,Unknown,Unassigned,False
,C08,ROX,,Unkn,080-2,-1.02573834129389,,Unknown,Unassigned,False
,C09,ROX,,Unkn,080-3,-3.32267715539419,,Unknown,Unassigned,False
,C10,ROX,,Unkn,080-4,1.660865501239,,Unknown,Unassigned,False
,C11,ROX,,Unkn,080-5,-2.41273533718359,,Unknown,Unassigned,False
,C12,ROX,,Unkn,081-1,-5.57503876272258,,Unknown,Unassigned,False
,D01,ROX,,Unkn,081-2,-5.04640259725829,,Unknown,Unassigned,False
,D02,ROX,,Unkn,081-3,-1.01906952379413,,Unknown,Unassigned,False
,D03,ROX,,Unkn,081-4,5.65303710235512,,Unknown,Unassigned,False
,D04,ROX,,Unkn,081-5,-3.19561122529831,,Unknown,Unassigned,False
,D05,ROX,,Unkn,082-1,0.118300850073138,,Unknown,Unassigned,False
,D06,ROX,,Unkn,082-2,-2.54679630751389,,Unknown,Unassigned,False
,D07,ROX,,Unkn,082-3,-4.07437335986242,,Unknown,Unassigned,False
,D08,ROX,,Unkn,082-4,-3.50247995829923,,Unknown,Unassigned,False
,D09,ROX,,Unkn,082-5,-1.95410862066628,,Unknown,Unassigned,False
,D10,ROX,,Unkn,088-1,-3.73797458405625,,Unknown,Unassigned,False
,D11,ROX,,Unkn,088-2,-1.02459526801795,,Unknown,Unassigned,False
,D12,ROX,,Unkn,088-3,-0.258608128398191,,Unknown,Unassigned,False
,E01,ROX,,Unkn,088-4,-5.03834947962932,,Unknown,Unassigned,False
,E02,ROX,,Unkn,088-5,3.46742674956307,,Unknown,Unassigned,False
,E03,ROX,,Unkn,106-1,-1.83271581103709,,Unknown,Unassigned,False
,E04,ROX,,Unkn,106-2,-6.0528161859218,,Unknown,Unassigned,False
,E05,ROX,,Unkn,106-3,-2.46224767284393,,Unknown,Unassigned,False
,E06,ROX,,Unkn,106-4,-1.64929032717455,,Unknown,Unassigned,False
,E07,ROX,,Unkn,106-5,-2.40341350902163,,Unknown,Unassigned,False
,E08,ROX,,Unkn,111-1,-0.711382904101356,,Unknown,Unassigned,False
,E09,ROX,,Unkn,111-2,140.6388870309,,Unknown,Unassigned,False
,E10,ROX,,Unkn,111-3,-1.03768919111344,,Unknown,Unassigned,False
,E11,ROX,,Unkn,111-4,-6.68870042041135,,Unknown,Unassigned,False
,E12,ROX,,Unkn,111-5,-4.84114668464372,,Unknown,Unassigned,False
,F01,ROX,,Unkn,118-1,-4.0568579195864,,Unknown,Unassigned,False
,F02,ROX,,Unkn,118-2,-2.27662573466887,,Unknown,Unassigned,False
,F03,ROX,,Unkn,118-3,0.352268954430019,,Unknown,Unassigned,False
,F04,ROX,,Unkn,118-4,1.64099338504275,,Unknown,Unassigned,False
,F05,ROX,,Unkn,118-5,-2.08187787987117,,Unknown,Unassigned,False
,F06,ROX,,Unkn,Blank,-1.94171866431752,,Unknown,Unassigned,False
