,Well,Sample,Call,Type,RFU1,RFU2
,A01,014-1,Allele 1,Auto,2616.54725362534,-4.99774694474036
,A02,014-2,Allele 1,Auto,2706.29796861904,2.17268953703569
,A03,048-1,Allele 1,Auto,2740.6115922567,1.5351860647329
,A04,048-2,Allele 1,Auto,2689.95057611041,-0.426095239005008
,A05,048-3,Allele 1,Auto,2969.61289264618,0.521692349183922
,A06,049-1,Allele 1,Auto,2745.79238786818,-3.54189492156775
,A07,049-2,Allele 1,Auto,2649.29739286152,3.70815080594184
,A08,049-3,Allele 1,Auto,2744.52913286407,-1.60073509419453
,A09,052-1,Allele 1,Auto,3112.32476371423,-4.09196496324967
,A10,052-2,Allele 1,Auto,3206.64439117845,-3.63956694356284
,A11,053-1,Allele 1,Auto,2709.02622164707,-5.7594342393927
,A12,053-2,Allele 1,Auto,2407.97215033074,-7.62164412844595
,B01,053-3,Allele 1,Auto,2696.03172045564,-1.13520026359356
,B02,053-4,Allele 1,Auto,2171.48922517045,-1.53954215261547
,B03,053-5,Allele 1,Auto,2246.30514764748,-2.84517760879044
,B04,069-1,Allele 1,Auto,2248.8442578665,-5.21944248785849
,B05,069-2,Allele 1,Auto,2442.66347158825,-6.13541281469816
,B06,069-3,Allele 1,Auto,2701.97712212255,0.0585561343723384
,B07,069-4,Allele 1,Auto,2809.18443747905,1.49289307448726
,B08,069-5,Allele 1,Auto,2733.98187588762,3.89317931732603
,B09,070-1,Allele 1,Auto,3140.45954428586,-4.9306763230843
,B10,070-2,Allele 1,Auto,3043.24571228064,-0.162023250630682
,B11,070-3,Allele 1,Auto,2919.86838966312,69.1659939989991
,B12,070-4,Allele 1,Auto,2817.91344862763,-3.67002044764149
,C01,070-5,Allele 1,Auto,2463.17898842065,-3.59678051648052
,C02,075-1,Allele 1,Auto,2880.65300485759,-4.78861065222691
,C03,075-2,Allele 1,Auto,2910.12385043617,1.09711246709003
,C04,075-3,Allele 1,Auto,3190.19972488915,-4.61188393619386
,C05,075-4,Allele 1,Auto,2919.96595022317,-1.2412941162961
,C06,075-5,Allele 1,Auto,3008.57669725988,1.55041067733282
,C07,080-1,Allele 1,Auto,2879.06168370691,2.51780188529938
,C08,080-2,Allele 1,Auto,2772.87527922657,2.55810080580341
,C09,080-3,Allele 1,Auto,2812.73151010319,-3.6015144501539
,C10,080-4,Allele 1,Auto,2842.12534375691,3.43984654924725
,C11,080-5,Allele 1,Auto,2833.31196254348,-2.5799724710796
,C12,081-1,Allele 1,Auto,2879.26957055511,-6.69526387569113
,D01,081-2,Allele 1,Auto,2945.2012385479,-9.99296410866782
,D02,081-3,Allele 1,Auto,3013.8703251114,0.884369010035698
,D03,081-4,Allele 1,Auto,3054.57723539814,7.41606515418471
,D04,081-5,Allele 1,Auto,3162.32181730399,-1.93992105321695
,D05,082-1,Allele 1,Auto,3072.43187836695,3.32196969527195
,D06,082-2,Allele 1,Auto,3010.56593435655,-0.447930207113131
,D07,082-3,Allele 1,Auto,3014.35813737873,-8.36556644375423
,D08,082-4,Allele 1,Auto,3099.95598967338,-3.27552462882204
,D09,082-5,Allele 1,Auto,3216.88209603458,-1.98924698768587
,D10,088-1,Allele 1,Auto,3093.76559335981,-2.77250872699233
,D11,088-2,Allele 1,Auto,3246.01920951186,-1.44353384463784
,D12,088-3,Allele 1,Auto,2951.29387363335,-1.04032890003282
,E01,088-4,Allele 1,Auto,2923.85080901712,-8.36533014552515
,E02,088-5,Allele 1,Auto,3157.7100774604,4.78730044428221
,E03,106-1,Allele 1,Auto,3066.32783915119,-1.78096270128617
,E04,106-2,Allele 1,Auto,3199.00449625121,-9.72445128418713
,E05,106-3,Allele 1,Auto,3253.19209062383,-4.40247385020666
,E06,106-4,Allele 1,Auto,3051.45023546914,-2.37512916436572
,E07,106-5,Allele 1,Auto,3088.55145005325,-3.90824877886735
,E08,111-1,Allele 1,Auto,3050.95343575379,-3.64654095913147
,E09,111-2,Allele 1,Auto,2861.82998684261,143.021613791638
,E10,111-3,Allele 1,Auto,2865.22945096477,-2.21468756758804
,E11,111-4,Allele 1,Auto,2857.56272098593,-6.12659916633311
,E12,111-5,Allele 1,Auto,3018.27753995352,-6.08746761568818
,F01,118-1,Allele 1,Auto,2823.25162106322,-3.26480671033323
,F02,118-2,Allele 1,Auto,2425.27893198187,-4.15834539163052
,F03,118-3,Allele 1,Auto,2729.23871842893,0.980054603619919
,F04,118-4,Allele 1,Auto,2997.1560265293,5.45429174578749
,F05,118-5,Allele 1,Auto,3081.41475097058,0.673645250750269
,F06,Blank,Allele 1,Auto,-4.69661356387087,-4.13407294106673
