,Well,Fluor,Target,Content,Sample,Cq,SQ
,D08,ROX,,Unkn,082-4,NaN,NaN
,D09,ROX,,Unkn,082-5,NaN,NaN
,D10,ROX,,Unkn,088-1,NaN,NaN
,D11,ROX,,Unkn,088-2,NaN,NaN
,D12,ROX,,Unkn,088-3,NaN,NaN
,E01,ROX,,Unkn,088-4,NaN,NaN
,E02,ROX,,Unkn,088-5,1.77755135080937,NaN
,E03,ROX,,Unkn,106-1,NaN,NaN
,E04,ROX,,Unkn,106-2,NaN,NaN
,E05,ROX,,Unkn,106-3,NaN,NaN
,E06,ROX,,Unkn,106-4,NaN,NaN
,E07,ROX,,Unkn,106-5,NaN,NaN
,E08,ROX,,Unkn,111-1,NaN,NaN
,E09,ROX,,Unkn,111-2,NaN,NaN
,E10,ROX,,Unkn,111-3,NaN,NaN
,E11,ROX,,Unkn,111-4,NaN,NaN
,E12,ROX,,Unkn,111-5,NaN,NaN
,F01,ROX,,Unkn,118-1,NaN,NaN
,F02,ROX,,Unkn,118-2,NaN,NaN
,F03,ROX,,Unkn,118-3,NaN,NaN
,F04,ROX,,Unkn,118-4,NaN,NaN
,F05,ROX,,Unkn,118-5,NaN,NaN
,F06,ROX,,Unkn,Blank,NaN,NaN
,A01,SYBR,,Unkn,014-1,18.86674532092,NaN
,A02,SYBR,,Unkn,014-2,19.1196620902104,NaN
,A03,SYBR,,Unkn,048-1,17.4335159253313,NaN
,A04,SYBR,,Unkn,048-2,17.4297540329611,NaN
,A05,SYBR,,Unkn,048-3,17.2424395920273,NaN
,A06,SYBR,,Unkn,049-1,19.3307323353293,NaN
,A07,SYBR,,Unkn,049-2,19.5122561382585,NaN
,A08,SYBR,,Unkn,049-3,19.4848937277718,NaN
,A09,SYBR,,Unkn,052-1,20.3663214813664,NaN
,A10,SYBR,,Unkn,052-2,20.0770330291152,NaN
,A11,SYBR,,Unkn,053-1,20.1787343250301,NaN
,A12,SYBR,,Unkn,053-2,20.2027263011057,NaN
,B01,SYBR,,Unkn,053-3,20.2336015185602,NaN
,B02,SYBR,,Unkn,053-4,20.8262456378139,NaN
,B03,SYBR,,Unkn,053-5,20.7391574739904,NaN
,B04,SYBR,,Unkn,069-1,19.5279207986465,NaN
,B05,SYBR,,Unkn,069-2,19.5265416945469,NaN
,B06,SYBR,,Unkn,069-3,19.4670447904113,NaN
,B07,SYBR,,Unkn,069-4,19.1188231868107,NaN
,B08,SYBR,,Unkn,069-5,19.0505558957588,NaN
,B09,SYBR,,Unkn,070-1,20.2415431966434,NaN
,B10,SYBR,,Unkn,070-2,20.4875976936527,NaN
,B11,SYBR,,Unkn,070-3,20.753363620384,NaN
,B12,SYBR,,Unkn,070-4,20.3901773499841,NaN
,C01,SYBR,,Unkn,070-5,20.6967939842546,NaN
,C02,SYBR,,Unkn,075-1,27.6436098271261,NaN
,C03,SYBR,,Unkn,075-2,24.0148050495801,NaN
,C04,SYBR,,Unkn,075-3,23.7780128004365,NaN
,C05,SYBR,,Unkn,075-4,24.09630794945,NaN
,C06,SYBR,,Unkn,075-5,24.0516007020772,NaN
,C07,SYBR,,Unkn,080-1,19.2111286612032,NaN
,C08,SYBR,,Unkn,080-2,19.5065488354079,NaN
,C09,SYBR,,Unkn,080-3,19.6785612655566,NaN
,C10,SYBR,,Unkn,080-4,19.4017374434323,NaN
,C11,SYBR,,Unkn,080-5,19.2581296282313,NaN
,C12,SYBR,,Unkn,081-1,23.0763743786609,NaN
,D01,SYBR,,Unkn,081-2,23.1019373619197,NaN
,D02,SYBR,,Unkn,081-3,23.2168913570635,NaN
,D03,SYBR,,Unkn,081-4,23.5088248677918,NaN
,D04,SYBR,,Unkn,081-5,23.4479426004349,NaN
,D05,SYBR,,Unkn,082-1,23.4115360838653,NaN
,D06,SYBR,,Unkn,082-2,23.60612626842,NaN
,D07,SYBR,,Unkn,082-3,23.7763301696957,NaN
,D08,SYBR,,Unkn,082-4,23.3359018625043,NaN
,D09,SYBR,,Unkn,082-5,23.6437823043981,NaN
,D10,SYBR,,Unkn,088-1,23.9673910855244,NaN
,D11,SYBR,,Unkn,088-2,23.8181564643086,NaN
,D12,SYBR,,Unkn,088-3,23.7687728777022,NaN
,E01,SYBR,,Unkn,088-4,23.6849722195848,NaN
,E02,SYBR,,Unkn,088-5,23.8651105189935,NaN
,E03,SYBR,,Unkn,106-1,23.6747723795188,NaN
,E04,SYBR,,Unkn,106-2,23.6195794129105,NaN
,E05,SYBR,,Unkn,106-3,23.7306169638345,NaN
,E06,SYBR,,Unkn,106-4,23.6178089635805,NaN
,E07,SYBR,,Unkn,106-5,23.7142727216015,NaN
,E08,SYBR,,Unkn,111-1,23.9087924875541,NaN
,E09,SYBR,,Unkn,111-2,24.4030761430458,NaN
,E10,SYBR,,Unkn,111-3,24.2828534320513,NaN
,E11,SYBR,,Unkn,111-4,24.0091802361354,NaN
,E12,SYBR,,Unkn,111-5,23.4217004563642,NaN
,F01,SYBR,,Unkn,118-1,17.3596108092445,NaN
,F02,SYBR,,Unkn,118-2,18.080915511488,NaN
,F03,SYBR,,Unkn,118-3,17.9121023252863,NaN
,F04,SYBR,,Unkn,118-4,17.8597497317145,NaN
,F05,SYBR,,Unkn,118-5,17.5143497338571,NaN
,F06,SYBR,,Unkn,Blank,NaN,NaN
