,Cycle,A1,A2,A3,A4,A5,A6,A7,A8,A9,A10,A11,A12,B1,B2,B3,B4,B5,B6,B7,B8,B9,B10,B11,B12,C1,C2,C3,C4,C5,C6,C7,C8,C9,C10,C11,C12,D1,D2,D3,D4,D5,D6,D7,D8,D9,D10,D11,D12,E1,E2,E3,E4,E5,E6,E7,E8,E9,E10,E11,E12,F1,F2,F3,F4,F5,F6
,11,-0.415975815355523,-19.4596356475167,-17.2846010818967,-18.9885692171556,-16.8545258851846,-8.75242756272337,-13.5656293233901,-11.3446762829881,-11.4093074249499,-13.537160984501,-15.515733826554,-12.3858009902051,-20.1285576122441,-14.2201226403254,-18.601288562535,-16.8224520015206,-14.4829232271854,-14.6754676606743,-17.9858438887045,-12.6348939773779,-14.3558779144496,-9.11565306845614,-12.9940148875016,-10.7255570288871,-1.01415815581595,2.74458853967735,-3.53343970575816,1.07103542639834,-3.96166852467786,-6.09493717703981,-20.8007758542358,-12.708172330259,-13.2823902153186,-14.4332077139666,-17.71544838927,-5.66267661911934,-5.91039345308445,-8.63682130629923,-12.1865627421494,-7.8733974747056,-7.12373700430317,-7.82621084875245,-7.42481389427121,-7.28224630367413,-4.98136030923206,-11.401403879493,-8.09347087779906,-7.38595613976258,-0.797311437062945,-11.6066989598903,-9.5502829129382,-9.57153886403739,-4.38989998026318,-5.2177043689012,-8.40285155495349,-7.82987519286371,-2.40648131896887,-9.56749043608124,-1.21893556619352,-7.07806789028427,-13.8434721952381,-10.9547727929007,-25.088438316046,-26.9977094426968,-15.5358868890321,0.838160712168701
,12,-15.5860042226627,-22.5644832966873,-12.1450209245654,-10.5114409891557,-13.7667710986029,-18.3363053900575,-15.2957589448611,-17.1368747553361,-17.9139397683502,-17.9060856738292,-19.7729469880614,-21.8205599987596,-20.5492541632184,-17.5203180724639,-23.1774768055525,-19.1995415614228,-16.705108577547,-20.3990968749126,-25.3381400656117,-11.9781633315656,-18.9099526488021,-19.5045704733679,-13.010682674113,-10.3335701551141,-6.02654793936335,2.77211876122328,-4.97200333628552,-3.40826514573746,-11.0473646274627,-11.4310937617938,-24.7328661529577,-19.633300783265,-15.6783428265649,-16.1605113299752,-21.9612844253766,-7.54072121153922,-14.514556072209,-10.8488680398477,-9.51470698932189,-13.0360702602179,-15.7442611149768,-10.809672636597,-15.1328699063911,-6.23738318028381,-11.3274798000066,-13.9549489296837,-11.5145313575167,-7.83385800451242,-4.15836494915447,-19.2574005740044,-15.0468564348262,-14.9193064379542,-17.6104272369339,-11.4068526371248,-13.2864329752233,-12.0475764439243,-2.53582482687079,-7.26519241486221,-7.47867137781759,-10.4672177722241,-9.94179279834543,-8.39508138309657,-21.8000685519655,-22.4009357781015,-12.1846191554714,0.559480936180989
,13,-11.3293114517287,-20.3277937605044,4.23499699496278,6.56851424175238,-0.16243442531686,-19.9531560725331,-13.2538282416886,-12.7986695180689,-16.0821192763897,-18.1291919307769,-23.3188845729219,-19.1651190135694,-24.4284276270405,-15.6466714122394,-30.7363332853133,-17.2390992359005,-16.1489598728162,-18.0170723656929,-21.3139979268203,-12.1432966251532,-21.616198661533,-17.642038533118,-13.1448036191064,-16.5110821889866,-5.5428979865269,1.94043016366413,-8.78543354637031,-8.18009079151352,-16.5543566421748,-12.3873531875447,-19.4274850303805,-18.4459095999923,-20.133254920439,-18.5158987164414,-15.787684745243,-13.1774368696351,-15.4143382397647,-13.5274046913764,-12.9790924950003,-13.1443439212667,-12.6267292555226,-13.4595515355759,-18.3574501409676,-12.5537620695336,-10.441341034672,-11.1051565302623,-16.4359493055113,-15.5375660465625,-11.85563001836,-21.9424542075558,-19.9975327214215,-20.1994675279784,-16.2800314956366,-11.9613806115708,-20.4794298353868,-16.5698755674512,-10.2177631701047,-10.5049131347337,-5.32076204819032,-19.4974627967404,1.19484938706591,3.12859728409103,-11.1792771836194,-15.7418832320591,0.700454179637291,2.17120528115402
,14,-2.43576836074135,-11.161761935668,34.9035068637436,37.521215231061,40.8845001557766,-9.97291990521762,-12.1710968690027,-6.93143414569249,-17.581020475433,-17.2803632935511,-15.1606302176192,-19.1077458598943,-24.6934191479813,-8.53441962490024,-26.1331895496337,-7.8950257979709,-8.52515339130923,-11.3314693746247,-9.00270998178985,3.33926843547988,-13.5413071076537,-16.3848191564316,-14.3470940799002,-10.2854462275841,-2.87759081115473,-1.08313119807553,-11.2254551465066,-10.5704385909967,-15.0544888511299,-17.7175070382227,-5.87084435634779,-10.848035825145,-10.4094800268654,-13.3208689460416,-11.1386703734997,-14.6306615044737,-17.986589681102,-17.8856720402368,-16.5089547946773,-16.9529446757369,-14.867482458294,-11.9356887547783,-20.6211737819785,-18.1672581122693,-10.057140981251,-16.3113415003681,-16.8271804239084,-19.8058644139242,-11.5691400574842,-18.2989820228154,-18.3574705371138,-22.8046289284816,-20.9904143789327,-17.055814877338,-23.5234534236401,-15.9808000774406,-9.84144127283798,-17.5961625738137,-12.1346922303514,-11.3412777413682,35.7946055119496,25.717825238592,5.30419772180994,7.49793599210625,35.0405507409032,2.97092778903243
,15,27.5155822259935,14.9754147394497,91.288837220699,96.1364259955462,104.141547957414,7.41798844345249,3.67906495987017,-0.538581562361287,-7.07571218288876,-8.33399176814692,-11.2521408624848,-6.75344215617315,-5.1084481588955,-4.4920631413479,-21.0300660329103,4.8640109506041,5.54077477696137,8.2481543541553,9.65321961083782,23.3213222329077,-6.68739053014133,-7.91320910919603,-8.75817778845249,-8.24426221055137,0.487847080916708,-0.698158048767255,-9.06474245589243,-18.8073707376425,-18.1458652936981,-19.9764418512159,13.4418550948158,9.48965143416353,9.34838320089375,6.47394064722039,12.2250532699013,-20.2827716152815,-23.6087910693541,-19.6561757473323,-15.4474558240549,-16.0139868453989,-18.5452524480629,-16.454917100833,-21.5392214112908,-14.1750291311087,-16.9731129743564,-23.710528736437,-24.6022249708426,-14.3096763150111,-12.1465184694421,-23.2197139582672,-22.0876342174215,-28.4721571517284,-24.7771135858625,-11.7807793138772,-22.2144497680633,-19.8571248182561,-19.7498527369503,-18.396308596517,-13.3180317592282,-17.7901293716677,98.1663762057779,69.0871476472635,55.7062101979186,57.1060670768047,85.2300703175556,3.93180917620657
,16,62.1537215612516,45.3088929940845,179.139856259712,185.886630968072,203.67060480373,37.8957695896361,30.3202215080419,33.4411338007626,9.69668049119446,11.8719151709106,10.8894982712072,10.2002839808256,7.43770293474563,5.4320113978597,-9.95775139425086,37.9089248680289,40.7079893560685,40.4835492419097,48.6257458105865,61.6557268239903,11.6275414269967,9.34142038777327,5.37611904348705,3.91075088995967,10.3845998436259,-2.38477956604038,-15.7066389530896,-14.3465977233327,-21.2013783882617,-22.3087339297899,50.8549019760271,35.07131223035,34.7955999393221,41.0459043650367,43.2227529334232,-18.1719040079156,-19.0661477197477,-21.7462887535344,-17.0923344424873,-18.6760564971096,-17.5166930604482,-11.3877002681957,-25.9340610690665,-17.472008608318,-13.3847003696005,-18.1864293171752,-25.3680212561817,-23.560050752073,-8.53547073458185,-20.2399769983067,-23.6706783541604,-29.1896222673681,-28.394031675627,-10.539537276321,-25.2888935345577,-18.9007047080863,-19.714168844253,-20.0773108434687,-16.289957433698,-12.7918368756709,185.449884281706,137.10086071261,122.949624531287,130.489187141616,166.963766690635,3.06108224679065
,17,136.112561415706,114.767561976241,315.227839425983,316.637967155073,346.377378347947,89.7693947357184,78.8423853255927,85.6755225691327,39.8286101700123,45.6032388715789,45.189221445441,43.6103646876563,45.8356101080367,31.6923344529405,13.9839885117594,95.9755574367296,95.1323383956355,93.389516948715,116.337253088161,131.801576980541,41.4127251632262,36.0683007558687,30.9817807362797,39.4607878113375,43.0112349518172,-2.64306222869527,-12.1060945406903,-14.2234843140454,-21.3858361493667,-20.8798624360575,114.749084015104,90.0505375519729,81.5396768751693,98.4291557441888,104.142618898344,-18.5490563342792,-14.5029741769436,-15.7930325580041,-12.2369699070741,-12.8646179291095,-13.3207920011346,-17.6920494553233,-23.9359373140546,-15.0258434063535,-11.4044334235537,-24.4480541364546,-23.6918845250593,-21.5318815483147,-15.3009657092462,-19.0082016826009,-28.7387145799134,-25.4858952673335,-26.3978054138552,-12.2209636968496,-22.1611271015508,-25.1745787301529,-18.7295216266189,-20.1761207565455,-11.3060576223488,-17.2809300348199,327.571317964052,236.674636443201,239.282646375313,248.235355370992,302.413737980182,5.98127896669166
,18,249.387698589645,221.054589779598,503.457172601621,503.233739775278,554.474060091613,187.886349297464,167.781042091895,171.778933183833,97.2631326859873,113.228750521346,106.564333190374,107.217035259145,100.87470105851,80.8876832034766,66.7461083613471,185.791542847955,181.025144484425,184.031943690955,220.326245554001,236.72923290579,106.97200638715,90.6513822832571,76.3005231908805,90.267524974518,90.4490659770631,-1.18309668327583,-6.39372048253108,-2.4410019052425,-13.2230510264221,-15.7634859495802,204.058536371784,175.206516498568,164.184491174211,188.460742181476,201.486669614329,-7.11440429885079,-5.23252051037616,-3.82045776949644,-4.03090182816686,-2.95131188600453,-6.68036526676997,-6.24167267034863,-18.1184092710268,-9.18936117666999,-5.33603462231576,-17.3043563711544,-17.8041684010464,-16.8408284952575,-7.27956168212404,-11.7795359514525,-17.079602127676,-19.0847029866927,-15.6108500835653,-5.05070580288248,-15.6553311699231,-16.3253749848541,-16.3619078648385,-12.9698683535876,-4.66092258799108,-8.23352183344332,520.159897694342,381.408853824094,412.0106421595,421.068090433083,485.974667007822,6.24799869028266
,19,419.495977023694,373.149334214053,736.144585742302,733.67175881917,806.178629999524,332.574112455804,299.112340789827,306.807541074589,183.203767240591,214.252794309078,204.996194523816,209.219004336621,198.784120047142,159.812033414,153.69662453116,314.659105607309,308.510848568116,314.836043590424,373.668837823817,386.54042006175,199.028511964989,175.903075338923,159.385267583616,185.817496015922,157.860893850171,-0.473259037131356,8.81833410021045,5.76367806666303,-7.63376254525883,-3.74307345887382,352.531626739821,308.66852666508,277.937922849097,324.336431802053,346.111774472773,12.4626254302029,16.8374427592257,12.5665306093906,9.46317752140749,11.5162392167549,10.2480765678306,11.4187846333061,1.71768351537912,11.4969499326035,6.94703805151767,-3.73995804236756,-5.81467801369126,-0.737097322141381,10.4094614970818,-2.10750178844955,-7.60665093402622,-2.17506727963564,-3.5533875613346,8.92249610888712,-5.28209622388977,-4.33109984601742,-4.8666376093106,-4.30596459564822,7.09013839310501,11.9816503543425,766.778167348815,571.970575111553,611.963336213475,642.55869507096,727.995533214071,2.96755432253531
,20,639.505693698119,571.030874778929,981.446784934685,966.517389689297,1071.63803378907,526.852486997961,489.868302279107,492.457935669678,323.975845778385,380.052092451155,361.905773228518,359.432974568969,351.132648967723,266.587146226639,272.734747537041,470.305838176792,476.24192346426,490.391388741534,568.575368863025,590.034646718147,347.666759258293,310.418633789696,271.976393717409,322.057624060874,280.524671666751,0.497007417677651,27.2648327675788,34.4727629512704,17.3391868923409,15.8804423002266,562.340309179459,482.708461503822,453.147349260266,504.782198944673,542.588555719616,52.2321810506487,51.5014782487319,49.8005381059693,41.7095959580784,46.4923822862979,43.5603920648,38.96225131247,22.3949302457231,43.3192356739646,37.6698837474087,21.4110734216947,23.4526414072934,19.9439514257151,30.0161532996931,18.3989242580415,21.4985165439416,29.2062612899176,23.6879767093069,33.5009269090165,23.258728565891,19.0093299990058,13.3345163302592,16.1141839844181,27.3870442730686,42.8623672001063,1032.56395367016,782.112047768473,860.313446248682,913.810693661886,1004.96048122342,5.48878820413938
,21,892.074068542056,818.47457579152,1211.82192855811,1191.26711153552,1323.77734309554,773.935729950302,716.308569381349,722.790823502128,522.851453405802,597.830890891914,557.293423237628,543.894873193758,546.746120515473,424.217154525461,440.619819124202,667.000879034657,677.044061305961,704.730961051581,807.099936217991,824.619627018027,551.197615837881,487.633621282946,437.702287398156,513.690041765991,447.437107671444,5.80683492878279,71.4355336706303,70.2863245222211,54.4852205121983,56.5750266846367,798.623983293441,701.028290903355,662.382570857807,731.136588377909,777.214269817162,113.102487983193,118.79413172043,112.14471386608,90.1035933800554,98.0835757200025,96.0846853483313,87.6517786343393,64.8751662201626,100.053312793968,83.1017892880573,58.9202710630366,63.0824614203366,55.0327450913014,73.0773785888782,61.753862171226,70.9782531179949,69.0385716707151,65.2827873971482,82.0868491745155,68.7724285300583,58.3844272720335,44.4712241921002,49.0330769662874,64.3224126577356,91.8015246814166,1290.79679382688,997.275946247893,1100.81060045293,1181.18246595312,1278.76655711546,8.49451785500241
,22,1136.78681997664,1065.84569724427,1414.715555231,1395.5163343158,1550.82281620086,1033.61527243106,970.562379139816,984.581842575079,777.435607261091,881.221063873593,812.961627121992,783.735297248676,800.093565280796,615.041499547584,636.414969220193,865.743944405999,887.246754934189,941.449614051406,1058.17751223304,1071.8892149428,803.307063823914,731.320916842216,649.654860441468,759.121294134052,654.87512973301,14.4998941451636,132.100713750713,149.905990107237,117.422287560944,122.726526994273,1061.05390267854,939.333690389324,907.104974371303,976.082371914965,1030.09450645767,219.08747926445,225.753348528442,206.514496245232,174.71265143992,183.682236817401,185.872418592785,164.237359045949,144.289741304969,197.844919600848,162.974094507596,127.033382059981,132.014039046779,138.711829728284,154.903021668967,132.971602351596,149.134051550619,153.443656292529,146.258525242704,163.941257287493,146.367217781558,129.734759108996,90.6078254466956,107.352889346158,130.291943039832,179.437920372225,1519.66690621718,1196.21710913123,1323.16195432823,1429.31912160768,1528.0564796888,7.35250651803244
,23,1358.04123863552,1292.68840368713,1590.9837458572,1568.30517371268,1745.51737792933,1272.54725119468,1210.93168346923,1232.17835328713,1069.74668192252,1199.10180758455,1076.91574040331,1026.16181888237,1052.61643397506,814.164191733465,849.885569448976,1050.20903512452,1090.10402579023,1169.4590044928,1296.40162332186,1302.47869550526,1099.57562345841,1007.51920207729,903.770231080085,1025.96284160718,897.230234504332,32.973377154085,233.805200396886,261.187940957055,220.267715638441,227.686054519956,1306.48682657234,1169.86318417482,1144.92755912243,1211.51251272216,1271.98210807172,379.980199701782,374.121562865941,352.128287642744,301.030361144543,311.665532920057,317.226921850608,288.293527743027,260.792454265809,328.610140960127,279.795576233683,232.581308326942,251.919268834953,252.347389457566,273.262333724384,243.567639772774,267.178062836758,283.247225783595,264.483311751785,284.538531289622,264.819886443649,238.642444635246,180.765299861407,201.009826484273,235.77293099405,311.404390276774,1712.32034770787,1371.10099501941,1516.7630503436,1651.21432776339,1746.68983382143,6.13391513969873
,24,1544.18780180816,1489.30365690568,1741.20346558068,1712.41546967625,1907.19628001501,1481.04110137451,1419.79747660925,1451.13623287285,1359.5939867526,1503.8114789073,1324.23879479493,1246.17597152294,1288.53242006121,1005.35826888719,1050.55325793709,1213.07347055824,1271.51543280016,1379.20222468705,1508.61928865682,1502.90701350015,1391.71793929651,1287.79002835931,1162.80275976272,1291.6518250795,1131.95269043881,59.9556795175513,393.606882091589,435.529946562801,376.228497153852,385.38710467606,1522.91850669577,1383.50816175078,1365.4121954041,1424.70381508767,1485.13120104533,600.578436515297,596.872963123459,558.222093936161,489.303179340923,501.785249083188,510.65183461611,467.356424178781,436.021762640644,531.699553752821,461.58478655973,402.364705241472,429.035737944097,440.284383211011,453.657853009263,420.724904462656,459.317210897049,466.566788735122,445.624659094356,466.293294172485,449.634961324965,412.703971885089,316.094315302549,338.6626750566,394.812159827806,513.974393240115,1872.73188897086,1519.5994547829,1684.04454893121,1839.99712858768,1928.94715083692,4.13729826270628
