,Well,Sample,Call,Type,RFU1,RFU2
,A02,019-1,Allele 1,Auto,456.11981407526,6.61060896246545
,A03,019-2,Allele 1,Auto,440.367938088805,-2.92563108100148
,A04,024-1,Allele 1,Auto,462.515555891913,-2.33833366713952
,A05,024-2,Allele 1,Auto,414.636270831898,4.36016104045802
,A06,Blank,Allele 1,Auto,436.185071500229,-5.02883061780994
,A07,016-1,Allele 1,Auto,456.92459171034,-4.5153117104378
,A08,016-2,Heterozygote,Auto,377.10050787054,110.243284434538
,A09,016-3,Allele 1,Auto,458.402283729519,-6.00831208750378
,B02,016-4,Allele 1,Auto,360.598248267902,6.5638173566972
,B03,016-5,Allele 1,Auto,376.992449385144,10.9272142508985
,B04,017-1,Allele 1,Auto,478.933961281467,-1.88883090627269
,B05,017-2,Allele 1,Auto,433.533779064876,1.72383214734418
,B06,017-3,Allele 1,Auto,436.71203805335,-4.52338843643292
,B07,017-4,Allele 1,Auto,414.5638260215,1.60670450509679
,B08,017-5,Allele 1,Auto,412.624624421703,4.29259726891542
,B09,020-1,Allele 1,Auto,490.746661164584,-5.50171246828586
,C02,020-2,Allele 1,Auto,334.261733847052,4.92323542364784
,C03,020-3,Allele 1,Auto,450.540280366434,5.42942584543061
,C04,020-4,Allele 1,Auto,426.197882945823,3.73384992330739
,C05,020-5,Allele 1,Auto,423.690609295928,2.94223006511902
,C06,027-1,Allele 1,Auto,402.45706273725,10.5500532049668
,C07,027-2,Allele 1,Auto,572.674040882549,4.04279712173593
,C08,027-3,Allele 1,Auto,458.57695973206,9.41354132314245
,C09,027-4,Allele 1,Auto,444.491791932366,6.50358524971671
,D02,027-5,Allele 1,Auto,337.280963232993,1.06940973476412
,D03,029-1,Allele 1,Auto,467.351136739007,2.04166197398445
,D04,029-2,Allele 1,Auto,492.410010187304,-0.172796124763863
,D05,029-3,Allele 1,Auto,460.301701542007,6.17325587894265
,D06,029-4,Allele 1,Auto,515.960022831555,1.58815356290143
,D07,029-5,Allele 1,Auto,510.449652340278,-2.41136609958221
,D08,035-1,Allele 1,Auto,433.449462415057,4.28867809090161
,D09,035-2,Allele 1,Auto,447.969742482535,13.2561908449666
,E02,035-3,Allele 1,Auto,387.539415252572,7.11438996675724
,E03,035-4,Allele 1,Auto,493.321011087208,0.0687221035341281
,E04,035-5,Allele 1,Auto,507.881234779429,3.20264513493703
,E05,079-1,Allele 1,Auto,469.091525497129,6.48986798586611
,E06,079-2,Allele 1,Auto,447.30015289844,7.59929822461027
,E07,079-3,Allele 1,Auto,472.415126217726,9.67655857765749
,E08,079-4,Allele 1,Auto,520.570500046606,-1.71743267256716
,E09,079-5,Allele 1,Auto,486.431315484383,4.46144988284595
,F02,083-1,Allele 1,Auto,315.099333902178,-3.47530208908483
,F03,083-2,Allele 1,Auto,493.167084720133,5.04947365790849
,F04,083-3,Allele 1,Auto,504.944047718111,-5.38082587370764
,F05,083-4,Allele 1,Auto,504.869622712096,8.18426638246365
,F06,083-5,Allele 1,Auto,470.720876642458,-4.44769485691177
,F07,085-1,Allele 1,Auto,503.813920439599,5.1178867338208
,F08,085-2,Allele 1,Auto,495.869654055977,4.13725120097661
,F09,085-3,Allele 1,Auto,470.011736186381,5.36274933914865
,G02,085-4,Heterozygote,Auto,359.933528884488,70.2117525172976
,G03,085-5,Allele 1,Auto,474.054679308124,2.17822370862723
,G04,090-1,Allele 1,Auto,595.317273870625,3.3909415346443
,G05,090-2,Allele 1,Auto,533.028262218005,6.17449808606079
,G06,090-3,Allele 1,Auto,427.099726151669,6.0431023136689
,G07,090-4,Allele 1,Auto,457.848759762248,8.48380260446902
,G08,090-5,Allele 1,Auto,488.844547016978,3.76446829417409
,G09,109-1,Allele 1,Auto,458.495269455778,6.28672285622861
,H02,109-2,Undetermined,Auto,298.756615701759,28.6361376984091
,H03,109-3,Allele 1,Auto,459.829556705582,10.5128009924442
,H04,109-4,Allele 1,Auto,370.440304103708,5.89949046815991
,H05,109-5,Allele 1,Auto,351.034089258602,7.5377901468305
,H06,Blank,Allele 1,Auto,277.566815011343,-4.07952417252318
,H07,019-3,Allele 1,Auto,418.091592206765,-0.672860801383194
,H08,024-3,Allele 1,Auto,213.653207258897,-0.298730840121607
,H09,,Allele 2,Auto,12.887416737477,19.2655503642459
