,Well,Fluor,Target,Content,Sample,End RFU,Call,Sample Type,CallType,Is Control
,A02,ROX,,Unkn,019-1,4.04495989913166,,Unknown,Unassigned,False
,A03,ROX,,Unkn,019-2,-0.623019681296864,,Unknown,Unassigned,False
,A04,ROX,,Unkn,024-1,-3.43864086467229,,Unknown,Unassigned,False
,A05,ROX,,Unkn,024-2,2.2817313280676,,Unknown,Unassigned,False
,A06,ROX,,Unkn,Blank,-5.91999056058585,,Unknown,Unassigned,False
,A07,ROX,,Unkn,016-1,-1.43577456673956,,Unknown,Unassigned,False
,A08,ROX,,Unkn,016-2,107.360513487354,,Unknown,Unassigned,False
,A09,ROX,,Unkn,016-3,-4.81822578036208,,Unknown,Unassigned,False
,B02,ROX,,Unkn,016-4,3.72806907946879,,Unknown,Unassigned,False
,B03,ROX,,Unkn,016-5,6.51478043509069,,Unknown,Unassigned,False
,B04,ROX,,Unkn,017-1,-2.36036188152584,,Unknown,Unassigned,False
,B05,ROX,,Unkn,017-2,2.17453714209551,,Unknown,Unassigned,False
,B06,ROX,,Unkn,017-3,-4.06367810760321,,Unknown,Unassigned,False
,B07,ROX,,Unkn,017-4,1.95870532422023,,Unknown,Unassigned,False
,B08,ROX,,Unkn,017-5,3.58017238972143,,Unknown,Unassigned,False
,B09,ROX,,Unkn,020-1,-4.54736751280989,,Unknown,Unassigned,False
,C02,ROX,,Unkn,020-2,4.58940707372985,,Unknown,Unassigned,False
,C03,ROX,,Unkn,020-3,5.45737522069612,,Unknown,Unassigned,False
,C04,ROX,,Unkn,020-4,4.13738192154478,,Unknown,Unassigned,False
,C05,ROX,,Unkn,020-5,2.48901489511081,,Unknown,Unassigned,False
,C06,ROX,,Unkn,027-1,7.50888205271549,,Unknown,Unassigned,False
,C07,ROX,,Unkn,027-2,5.13695768271145,,Unknown,Unassigned,False
,C08,ROX,,Unkn,027-3,7.03233538127934,,Unknown,Unassigned,False
,C09,ROX,,Unkn,027-4,7.10322765199171,,Unknown,Unassigned,False
,D02,ROX,,Unkn,027-5,2.90307762795437,,Unknown,Unassigned,False
,D03,ROX,,Unkn,029-1,1.67144222455991,,Unknown,Unassigned,False
,D04,ROX,,Unkn,029-2,-0.769748633404834,,Unknown,Unassigned,False
,D05,ROX,,Unkn,029-3,5.39266603087581,,Unknown,Unassigned,False
,D06,ROX,,Unkn,029-4,-0.551099709739628,,Unknown,Unassigned,False
,D07,ROX,,Unkn,029-5,-1.39683887982583,,Unknown,Unassigned,False
,D08,ROX,,Unkn,035-1,3.83738029105625,,Unknown,Unassigned,False
,D09,ROX,,Unkn,035-2,8.43799901667398,,Unknown,Unassigned,False
,E02,ROX,,Unkn,035-3,5.45904334290217,,Unknown,Unassigned,False
,E03,ROX,,Unkn,035-4,-1.00781668756481,,Unknown,Unassigned,False
,E04,ROX,,Unkn,035-5,1.70308954766169,,Unknown,Unassigned,False
,E05,ROX,,Unkn,079-1,6.77816801104163,,Unknown,Unassigned,False
,E06,ROX,,Unkn,079-2,6.5122104670605,,Unknown,Unassigned,False
,E07,ROX,,Unkn,079-3,5.82585680302645,,Unknown,Unassigned,False
,E08,ROX,,Unkn,079-4,1.47190733868811,,Unknown,Unassigned,False
,E09,ROX,,Unkn,079-5,4.80399772304172,,Unknown,Unassigned,False
,F02,ROX,,Unkn,083-1,-3.23675638671057,,Unknown,Unassigned,False
,F03,ROX,,Unkn,083-2,4.74621917475924,,Unknown,Unassigned,False
,F04,ROX,,Unkn,083-3,-2.81625626431342,,Unknown,Unassigned,False
,F05,ROX,,Unkn,083-4,4.03515686804967,,Unknown,Unassigned,False
,F06,ROX,,Unkn,083-5,-1.24169494269136,,Unknown,Unassigned,False
,F07,ROX,,Unkn,085-1,4.35416373180724,,Unknown,Unassigned,False
,F08,ROX,,Unkn,085-2,3.75358818669338,,Unknown,Unassigned,False
,F09,ROX,,Unkn,085-3,5.3274898517936,,Unknown,Unassigned,False
,G02,ROX,,Unkn,085-4,73.4023932462815,,Unknown,Unassigned,False
,G03,ROX,,Unkn,085-5,4.21854435040559,,Unknown,Unassigned,False
,G04,ROX,,Unkn,090-1,3.76401303846778,,Unknown,Unassigned,False
,G05,ROX,,Unkn,090-2,5.11327451593197,,Unknown,Unassigned,False
,G06,ROX,,Unkn,090-3,4.29647206276677,,Unknown,Unassigned,False
,G07,ROX,,Unkn,090-4,4.94366971781119,,Unknown,Unassigned,False
,G08,ROX,,Unkn,090-5,4.00670081258559,,Unknown,Unassigned,False
,G09,ROX,,Unkn,109-1,4.29130555974452,,Unknown,Unassigned,False
,H02,ROX,,Unkn,109-2,29.895069371807,,Unknown,Unassigned,False
,H03,ROX,,Unkn,109-3,5.46387829642126,,Unknown,Unassigned,False
,H04,ROX,,Unkn,109-4,4.47574305068665,,Unknown,Unassigned,False
,H05,ROX,,Unkn,109-5,3.81944418208304,,Unknown,Unassigned,False
,H06,ROX,,Unkn,Blank,-1.46637628948029,,Unknown,Unassigned,False
,H07,ROX,,Unkn,019-3,-1.41376819099905,,Unknown,Unassigned,False
,H08,ROX,,Unkn,024-3,-1.52908553331915,,Unknown,Unassigned,False
,H09,ROX,,Unkn,,5.82032476821687,,Unknown,Unassigned,False
