,Cycle,A2,A3,A4,A5,A6,A7,A8,A9,B2,B3,B4,B5,B6,B7,B8,B9,C2,C3,C4,C5,C6,C7,C8,C9,D2,D3,D4,D5,D6,D7,D8,D9,E2,E3,E4,E5,E6,E7,E8,E9,F2,F3,F4,F5,F6,F7,F8,F9,G2,G3,G4,G5,G6,G7,G8,G9,H2,H3,H4,H5,H6,H7,H8,H9
,1,1.57551564929463,8.03732879163999,-2.50387072853073,9.53271265892363,-8.43071369667268,20.4931871036933,31.7089994013263,126.958518955793,12.7780774482326,19.1072934897852,14.7585663017899,13.4932379843945,12.2241705468168,6.68129644898181,-10.1483721166724,22.29861586683,1.14884968817159,13.4772532367733,17.9645613801399,18.6463076186365,11.8955301097476,3.21793343203126,19.7104914756096,-14.8713375449524,0.286613111283714,13.6502246134569,7.00096007321963,8.18109882520594,8.62690393097409,2.16632159552637,12.0966418040489,15.2550951886897,-4.36835766594641,11.2968243675896,19.148676067623,14.2326102791121,4.83242683442495,12.8475649380985,3.22169371570226,23.1458420308049,1.85755359935138,6.19303733340303,6.17479050619431,4.15349527674971,11.0708527722022,9.9346198985827,10.1461831484539,13.2882630498989,11.9981612407882,11.3807015737707,0.559329175159291,4.497795557264,15.5778137374441,3.20184783563218,19.6551876905428,7.27125927616271,14.9259345060041,-7.13546068254118,13.5164670019235,4.65515179436443,0.521944847484974,-3.14241372838751,28.9924314286195,1.75204328431482
,2,-1.05346558713109,5.73055512242763,-1.09192689552219,-0.90384364478723,-3.44854281471362,8.36814343703008,16.1126436946288,34.2229754401674,6.73497666083495,15.1744342240536,9.93805924034814,6.87393192346053,3.57127360908635,5.89936618854199,5.6055000509873,14.4378816220628,9.63090158061004,6.30179086811086,15.0052386840539,9.72485566541263,9.78877772650094,-0.574595911104552,8.66220771339431,-6.82675948267843,-2.02575361785239,7.88545610585606,6.60051553964149,7.92852095505623,14.5225062888749,3.19171503531879,9.41491431167833,16.129047423351,-1.22085714084778,8.57662131807683,12.2323956865866,6.66376130681965,4.34033790780586,8.57559590766095,0.652592162720794,13.7629910704927,-0.648913445096241,4.49177723267348,3.65423747002797,4.22190943386204,9.42494089190041,7.92262837163025,12.7445701819897,7.73592769166498,5.55052529912746,8.90954576481545,-0.709535734665224,1.02744509979948,11.3878544941208,8.2937676044603,13.3957368184997,4.7050543226087,9.21784265494944,-3.87822463179054,4.88592055269373,1.99531246967081,-2.51234175384025,4.4038813386851,31.4482459552933,-1.7802557824175
,3,4.38705271234539,5.14100436244917,2.90491527721861,3.15230129192014,-6.67545192704847,2.6855907946906,2.05926121647281,12.7058718746293,3.79363780899985,6.49904072127629,2.34952866129834,2.94567320977603,0.531484777232436,1.74919274590002,1.61431393095336,1.62980824012448,5.220752150311,6.25287612890497,9.47339039373537,5.68236316539151,8.73828776798473,-0.646776178375603,3.03163005920624,-2.51548376431811,-5.25336638381668,5.59824126778813,4.28703628205903,4.41275786266397,8.32090333417545,4.28415212250911,1.61039907195163,4.33579240952122,-0.465230480001537,6.77730627322489,7.28052980893744,4.683146052947,5.84399037356479,6.62338543585065,1.78971900479473,6.09605226619351,-0.0489584527276747,2.84910656853617,1.73473954576275,2.56250848992613,3.65433142977008,3.77294820964562,7.57575760610871,4.25365657568364,0.468017278336447,6.31436231498401,3.16144264134891,7.56519368682348,8.09555693766333,6.28967339392329,6.56784793965653,2.5420139821108,1.04361897973558,4.76927102652598,1.69942574493734,3.95257114464584,0.134444599669678,0.866749167393209,27.0603423416283,-1.75554780811035
,4,0.220352235719474,-0.582385047387561,-0.484767117608499,1.83934063482684,2.89323042593287,0.44362435048788,-0.227099182491202,-1.37094281271629,1.57552832159672,2.63918528007662,3.2441020677893,-0.486260180698537,-0.314788913934535,1.15205813969033,1.53308480511396,-4.56853281613621,0.796225782132751,1.5340354167206,-0.47918812530088,3.87609025377424,3.01472366378221,-2.68258021891234,-0.137529023326351,6.14661303735375,1.96624832670886,2.65430031922688,1.42200406561869,1.41198527877395,1.48977200420813,0.99783417505023,1.75545295451639,6.07348739777626,2.26222285971289,0.00098914590989807,3.48369481150939,1.82692101920429,1.23282945315714,2.33012347010117,1.43854116333023,-0.869315413939148,3.45549616151538,3.0441032605595,2.20407552906727,-2.32603805361487,0.571917359790405,1.95781193035828,-0.0298272169020493,1.29485836471122,0.950048454848911,0.325418417767651,0.558182354930068,0.94237354911229,0.398600825172252,2.29008612649886,3.28686491377357,1.50696107230488,0.858637289203671,-1.64579965254461,0.978083809410236,-0.502449207912377,1.54136891890948,2.04749614008779,17.7431510634074,-1.30008157886186
,5,0.835741500671247,-0.0524435297352284,-1.50129986373304,-1.11362961558052,-0.301512037438442,-1.89289052423101,2.95385165066,-2.52312108312935,-2.99190961842351,-2.79884829053572,3.70039077596903,-2.15455665036461,1.73283613184958,1.60504817125729,-0.208003137132891,-2.36698344833803,2.89693467682946,-4.7069859286953,-5.17865002644203,-5.67402356754883,-0.265992553032902,-4.27471903713877,1.01115080732006,1.54459697956281,5.72133861265911,-1.34619974340876,-0.977226386785333,1.2989030530789,-0.213285621253817,-3.18300466083792,2.03785060663176,-0.864241177759141,-0.624219124713818,-4.46280319681682,-2.23175005175517,-1.21776791463162,-0.517120920078014,-1.02073290062344,1.0652015209389,-1.33282878911223,-2.49786590930898,0.289448611927128,0.300758207493345,2.43725127544121,0.293209521788413,-4.96566026649998,-2.65163433106045,2.33379996005942,-0.389967082256135,0.188318743050786,-1.7003416683865,-0.950823700645742,-1.94804605138506,-0.977871361129928,-3.29780935450117,-1.51819754244798,0.625277393492979,-1.45792167947366,-2.37537266069239,-1.93134642858695,-0.316822622234668,3.28601292118219,9.5327828187651,1.37647557595119
,6,-4.27979127461231,-1.83955435610642,-2.92473259646431,-1.8626042745509,2.75500580399284,2.46331610001653,0.328739599934579,-7.17819307745185,-2.76463400307102,-2.40290908192128,-3.15847366401567,-1.81416797645443,-0.977579921008783,-5.93723328178885,-0.792558837199977,-2.45684980666601,0.171191302542411,-4.2755795982448,-4.60402971714257,-5.43189497480216,-2.06022672666859,-4.5627032796292,-2.45233690693976,0.573765722660937,2.2731234558355,-3.28337054937674,-2.04449885397162,-0.405451189435098,-1.86597042472204,-0.712034401234632,-4.67162768107028,-5.34272282720849,-0.3169228608499,-2.35431027283448,-3.47506815390716,-5.50207145617787,-5.77762395155332,-4.83428731413505,-2.90115823389351,-3.43209986843249,0.722672232704554,-3.4992629596818,-1.91178189313678,-1.24296885124068,-1.71957385755422,-0.258736034976664,-2.24390228019683,-4.3982257787934,-0.0200122620590264,-2.07989177155196,-3.97702427250488,-4.43642675340834,-1.78381675992341,-0.702698911295556,-1.53656210209101,-2.50278528783883,-2.39705035817633,-1.77233290082722,-0.632132834154618,-3.63498471143521,0.0237078939944695,3.40300647388631,4.26733542853572,0.820180191479722
,7,-1.51281717527445,-3.07674540734843,-1.07430079614323,-1.89619634260998,-1.12617646892932,-2.69293434378096,-0.273907281348329,-4.81585816442794,-3.22022902697699,-5.12578317765247,-2.10982550408107,-0.000702753155110258,0.08745697353379,0.550178476274141,-3.00116078737483,-3.72303074067395,-8.6276825345999,-3.07646363419144,-5.61058614284593,-8.33108995206612,-9.44254488968727,0.310238378451686,-4.53055755891637,-5.04669522548329,-2.53883932314875,-2.66650296360558,-4.34702101158609,-3.21057762065493,-7.02923945928842,-2.77550411579705,-2.22619550479521,-1.94945178989155,-0.621602062330567,-0.871844383101688,-4.56647868278833,-3.18080135113723,-2.85637702205668,-5.56117959522635,-5.51375541061589,-5.60067539144029,0.652258296223408,0.0433177086561045,0.291049744089378,-0.931726609804628,-3.65341059677621,-2.90815529645124,-5.78630121132937,-1.90681843435505,5.58085978921099,-5.02765446638114,-4.68373235461831,-2.73091446035824,-2.92732176793152,-5.47815975027015,-1.57029124283099,-4.54799001768788,2.55419695534556,-0.926446078724894,-0.99940182020282,-2.50157892637026,-0.00257158211979913,-0.584835177338391,-8.8003161953784,-1.5359785780629
,8,-2.71681267018084,-2.73713027887652,-1.47683551991258,-5.67474895075065,4.1631228169731,-1.33148328807238,-3.98919667473865,-3.4212927300714,-3.63735171160624,-1.05279614122946,-8.01461171777873,-2.38323816981074,0.696937274334232,-2.04995325033588,-3.73610384891163,1.14048026651881,-6.130625121516,-5.56917275960359,-5.852347956431,-2.25798468648372,-8.91163478783892,-2.38487048829484,-5.27463274561069,-6.67612949894965,-3.05459946536348,-4.07841073450663,-2.76714683776481,-6.53305632990441,-5.94089340818209,-3.0373379357643,-4.96278023883042,-7.75824706386902,-1.72684488612094,-3.28282242898786,-6.35550064170002,-4.93137750430151,-2.82058472816925,-7.80934154199349,-1.42662785924085,-2.68368210279596,-0.31321492742245,-4.55810381156971,-2.72083287086934,-4.60591850670062,-1.13490130578248,-2.69646205499794,0.708060418912282,-3.95146041899307,-0.64768001777793,-2.7901305568239,0.00471519751954474,-3.39729716422016,-3.86147393370629,-8.09566879240174,-7.11571881073814,-2.36656074215853,0.630748730382493,-3.99417517675602,-1.1814448055884,0.167898401074126,1.62041483098938,-5.00511994325871,-11.2655637727712,-1.1397014391373
,9,-4.88247583584916,-0.570513742771254,-0.054767571749835,-7.2780922519496,1.1545885202836,-2.74166930260299,1.4486257042654,-2.78238196419352,-3.15987677331668,-3.8384881955044,-3.0089429126574,-3.34357418654236,0.196174662525664,-2.27373939191193,-2.84363159288841,7.36333884544001,-6.85458947682719,-5.5571878424239,-2.17453414824286,-0.968808890293076,-6.85130083460126,0.189541826595814,-4.84058238542229,-5.80834785444904,-6.05891906611851,-1.41979311643081,1.1883760281703,-5.50159354654852,-5.49870902815428,-1.1291266359417,-5.18675672935433,-7.91780296229081,-2.31027528438335,-2.01220671782949,-7.26518013641999,-3.80013656306392,-3.65155058604705,-3.112880103105,-0.874285123015852,-5.89189977904971,1.44575733986994,-3.7888482297476,1.31785145244248,-0.745862023291011,-2.08691252359085,-0.958312187884076,-0.923059650594041,-3.34280128072123,-0.4571060303997,-3.52889541153036,-4.72026117983023,-6.99901152060602,-7.94708726159843,-6.52182055944786,-5.69678790121179,-2.9446007178808,1.13302098691156,-1.73882514334355,2.67519550607267,-1.94751747667215,1.08398626148391,-7.29760811578353,-23.5729475580838,0.926697692947982
,10,-1.84625461471842,1.54587155069521,2.32294062564006,2.66768227468492,1.01256583484655,-1.11250149794387,3.92399941985013,1.89212318558111,0.32043775549073,-5.31257780186752,-3.35963262293444,-0.616774447026728,0.458319319480779,1.12847147210869,0.278569195143518,12.5745077662859,-3.79376602516686,-1.92956651838085,-0.475069219734451,-1.45231113888758,-3.70252330827407,9.48924839582287,-2.87584585907234,-2.57799981369408,-0.732658798383909,-2.04168596776753,-1.99179715069204,-5.54058503537499,-4.31640679086286,-1.62824938987751,-0.108746712759057,-3.01823179597204,-2.10350112244396,-1.27566180199574,-1.08441459156711,-0.588220333503159,1.51739225286474,-3.60283965689632,-1.76452355740912,-2.39454952806545,0.460349418563055,-4.84253123907911,-3.09694664736207,-0.147234545778701,1.5445434882713,-0.700545191518358,-7.84861141597548,-5.36476845706466,-0.0892064067174942,-0.475253221261482,-2.74373488984293,-6.02917990235892,-5.62481561742197,-2.86968527207728,-7.59279293488453,-1.84810682771649,1.65663758045184,-0.999030639978173,0.0279867359995478,-2.69847496984266,1.91543767811027,-9.31383498309697,-32.1388773539788,2.0278745812102
