,Cycle,A1,A2,A3,A4,A5,A6,A7,A8,A9,A10,A11,A12,B1,B2,B3,B4,B5,B6,B7,B8,B9,B10,B11,B12,C1,C2,C3,C4,C5,C6,C7,C8,C9,C10,C11,C12,D1,D2,D3,D4,D5,D6,D7,D8,D9,D10,D11,D12,E1,E2,E3,E4,E5,E6,E7,E8,E9,E10,E11,E12,F1,F2,F3,F4,F5,F6,F7,F8,F9,F10,F11,F12,G1,G2,G3,G4,G5,G6,G7,G8,G9,G10,G11,G12,H1,H2,H3,H4,H5,H6,H7,H8,H9,H10,H11,H12
,1,-34.5914889607484,-5.37353180785112,-2.81843824115322,-8.95294880479878,-39.3096062783402,-31.869964536409,-5.10635822594031,-5.91145433119073,-40.725984058523,-70.0811919835173,-78.282558986511,-68.7639995647428,-26.9410343727131,-25.0844372663878,-17.6081425221068,19.1949711933739,-28.6621253003036,-33.6885675293111,10.5405643611407,16.1127427003207,14.8726779707918,-28.9065076285528,-16.7321623301909,-51.0943323582514,30.2148047599035,0.742521158146701,-1.34282934296243,-43.2370652750392,1.93611624186633,16.1706679162789,-16.8230696323512,8.96529415405394,-33.5923993727438,8.64843953328773,6.11106343354732,5.15452401959692,-23.9773803927751,-8.40660718077925,10.3232628555656,-14.8796549912831,-61.2067945376971,28.1598758443365,-13.0949061790589,-40.4195928830986,9.15420930042001,16.3280212130935,-18.9052824568471,-39.4691401527775,-10.8717084635828,-3.45891664331475,-22.4902095463754,-3.31313659492844,-22.8574585600422,-14.8359516065693,0.367368876381533,11.5342103053963,12.5823323706895,-23.5440440904895,7.2125551351337,10.8439007251391,0.609830350028915,9.45451601390732,-22.656374829367,51.4484559467114,-30.5347268288815,-54.2059718055148,31.562165549723,4.10350455044363,-18.5695294663155,-31.4220685556338,-10.3277462911237,-46.2208346619118,-21.2307773649536,10.511438697717,26.0523580693225,14.9293740622047,-15.9755347258852,-19.0906116804676,4.70907653295399,21.7713383311943,-61.3470920976738,11.7716844349293,-4.55618986001673,-29.7846767711258,-40.5409016570538,-58.9662085235909,-24.4153853989205,-14.8425542740219,-50.4365686506208,-38.0810280372566,10.8129735437351,-39.4077080168213,15.2514624729847,28.7362684114996,-11.83740398694,-49.1035595988528
,2,-9.51194116525039,4.0096368067434,15.7975368278312,-3.39707920445971,-9.92152226415556,-9.72947620257719,-4.40522397733412,-0.314664473686207,-23.0315396754772,-22.1306421430404,-19.642183796499,-12.1649112204354,-7.23858148249383,-6.1438860277226,6.31349177619131,8.92060087052732,-30.3770006752334,-23.6577666195753,11.7917325222948,16.2579671786125,9.00368131941468,-7.34321565970322,0.686001826825304,-33.0705496186506,23.19560122141,6.24383279161248,-0.167989712483632,-17.4004059527001,0.965310947886792,11.0536330122077,-12.3429103614212,-6.71154118282266,-21.4687069593242,10.8718071968187,1.88334041850021,21.1621282298452,-22.6769897230524,-10.2728156345743,-3.5946561873734,-10.5618665670786,-6.71766867224414,14.6360084615053,-10.6512115452983,-31.2501143137238,20.6093925488753,40.6425727976748,-4.91861581338389,-22.1181606220312,-2.61994826792761,-0.247086947999378,-9.55592524423446,-0.93406183817433,-18.115794769984,22.7253553090022,0.212350741142018,4.94716435902365,19.4613217941578,-12.9500664449665,1.64750566512294,4.74787577295956,2.21753603641946,5.83995023747912,-14.9425320767145,27.3713619022983,-23.560876069002,-15.076990682418,20.3879362044704,-3.19017179487491,-2.01160586386732,-7.46722419300932,-3.98183964678674,-2.77473568928735,-7.13812272741234,6.99844478164687,15.1771387791009,10.6135821028774,-13.4142778905803,-7.95407661966874,13.5278857221087,20.9290092619176,-28.4962525938417,18.7850476139524,-1.11319712654586,-17.6903385882047,-17.0000810423167,-19.459810001285,-14.7726358904233,-11.3387663673598,-7.37682255974369,0.850451662697196,13.4628228974111,-19.4213090450726,16.8349860165577,34.5449213873549,22.4382301230103,-16.702803062718
,3,-6.51187270480159,-1.87812655397511,8.93633057970146,1.66165310723818,-13.8153082655904,-2.76559202469616,-6.31415489214078,-4.21287669992853,-13.1548816954783,-5.69555608067139,-9.53920561318409,8.34095779298059,-2.92397908450675,-0.299061910386627,2.74456036601305,0.62999304893583,-22.0470414606839,-19.3342820777857,-7.33165121125603,22.7107350367855,1.33075586773793,-9.26867409886245,2.48111180923979,-21.2258525112293,7.53631619036696,4.9896062883322,4.04208339499701,-13.8180168543095,-3.95230618441201,3.67161140490452,-9.01823096747557,-6.78779369795029,-18.5055395010359,-5.36121944127535,-2.69612493461818,13.4124183377594,-14.6507145754031,-10.7782730664762,-1.41337308000629,-10.3524219554251,-3.935131662402,9.33498920130296,-17.7347983151167,-23.5575990608895,25.2200027771469,7.9853069499236,0.0943211925714422,-14.5990392123012,-1.8532072384678,3.21569132668037,-2.70879483534554,2.25922747401592,-14.5910335801204,12.8209545270156,4.76800046638346,-6.58782187322504,23.5013280918733,-13.4256291889906,-0.334968916008165,14.8041933385111,0.806469366228612,1.90845516326954,-13.9162688006463,18.856138663225,-15.3394360228222,-3.76832115451225,19.262720825312,-8.15701443572652,-0.69193916390077,-7.81799697999713,-11.4779408429467,-9.03613002667407,-3.77587251071509,1.0387861704944,6.91540857606242,5.59137402982606,-1.77945992209652,-3.7714827644063,5.5973069558363,26.7360333372217,10.6294074931038,10.3722983216981,5.87272660024337,-12.5239960813242,-12.9478866000318,-13.2822434665536,-16.0694536312826,-7.00182754457182,1.29993439896862,-2.07435797172047,10.136686821902,-13.7299838618906,20.323296273652,22.0763496761715,13.271080361882,-10.1118053753771
,4,-6.62452213003644,-0.826449566033716,5.8438053461817,-4.60196731437827,-17.4505261294271,-4.41056448385461,-10.5727712801649,-4.93448929444185,-8.77734336122694,-3.36483336484207,-6.54386430887553,1.90376971972864,-5.11271668602694,-4.46213318299851,0.10382492147437,0.709158799531906,-19.2358465463653,-16.9104754196123,-7.20847171467676,30.2809800490531,-3.14035568629515,-4.5186716483654,-5.71508238486103,-18.9171827965656,-0.726578973630239,-2.09982404624043,4.21751738319017,-9.80215946302997,-7.37377275440394,1.01092675060499,-9.49462133255429,-4.74782610071179,-13.6837240308678,-5.63958156738727,-3.75055962443776,9.05297755513751,-12.3540737243497,-11.0221327429799,0.770842138329954,-8.15143559852777,-3.4466114195784,5.59383046325138,-9.60357033765331,-18.5874659717451,33.8312604771736,1.27945285490932,-16.5222740855193,-14.4323017146462,-5.32418421055991,-5.57004140799836,-5.58564375691458,10.1513411059404,-9.98073394574249,9.00244081551849,1.20004919754319,-10.0882125094213,31.3351041224942,-11.4645169670966,-1.53463084901978,-2.11221685837609,-3.18622036101078,-3.43502431783736,-12.7555836730767,12.660706767283,-15.525225875786,-0.1062371345065,25.68362776708,-5.88979882011517,-3.01478236098683,-3.91413476396929,-9.05062786502231,-1.94801009591401,2.34452274545129,-3.37781846203279,-1.45292832039786,1.68120939802429,-5.89910233087812,-2.57792355383344,-3.83090466819112,35.6480444496246,0.826042687338486,2.08012279911009,7.83030213366419,-11.4581424958656,-10.2244849093163,-12.1855858834374,-13.6537531776321,-4.03417446538424,-4.26954874897046,-4.03994104642288,9.12843957432354,-11.9550935756824,27.0977283648676,4.52603964546051,7.99375408639359,-6.78679322189146
,5,-2.00897151958816,-0.776947889819894,4.36682921678039,-0.953297470055077,-12.3853712678488,-1.82480014649627,-3.1030159168854,-3.13316603851672,-10.0961106480759,-3.23784123076257,-1.50936611026509,-1.33242420683609,-4.96993879732463,-1.28444648011418,-1.83848771866815,-2.10802435006735,-16.5334453393707,-6.36620824053853,-6.63381831795262,38.7428113432734,0.170690819844822,-11.0858909359144,-1.34591739394955,-12.4786047797456,-4.22201493317289,-1.54428297903178,-0.496060993806168,-2.24003404160476,-2.9293110352819,-0.738695372336679,-7.24663851825198,-3.10039147964153,-7.15135480320123,-5.38711616777073,-5.85002863367072,6.13807145446041,-6.20280974265643,-5.78054049856655,2.36258227389681,-0.896046969227427,0.4096635858632,1.1161822889585,-4.48307878986316,-12.2868577086488,41.5315391838042,0.165171962025397,-5.19615002399541,-6.74771641928101,-4.05746394197968,0.846117077919189,0.320583135297966,7.09442523250118,-6.56816003331687,6.30425914887989,2.52156369442309,-1.7348445750913,41.5424426675113,-8.64268336418399,-5.80865299371771,-6.43573277628017,-1.37468063106962,-1.01033011496111,-9.92414970552591,10.435200238569,-5.73907966766865,1.83146301326178,34.2866860793592,-5.75894333532688,-4.71864893435577,-3.016654915647,-7.37989582152295,-2.18290117902279,0.824014242122757,-6.24643624958662,1.2650617926156,-3.40420412056892,-5.01464022576511,-1.23773148619875,-7.41896695009533,44.0210540294324,2.1726488721747,3.25294081903075,17.7726429498894,-3.29074272279058,-3.54670373224189,-7.21655027449333,-11.2891648800719,-7.2026746484421,0.470073626707745,0.0558095666497138,6.20898223008195,-10.4985309977219,29.9946305178637,1.44947127376417,4.67367904935115,1.84199715180557
,6,-0.220175798695891,-1.53955474395525,1.94259749972737,-2.78869188509498,-10.4689873231505,0.306937421286875,-0.132962923127707,4.27255732540061,-5.96243189522693,0.345950480742886,-0.22416789625504,1.98435096950925,-1.56448747319291,1.42706408068398,0.911469365529683,-0.556097988420788,-8.16294749855069,-6.34580943313449,-4.45104665859283,39.3115493295109,-1.34894722921081,-7.39679070606871,2.12574953216745,-11.7980646764131,-1.96262680885275,0.0198689282351552,4.33219495744197,-1.02425803386632,-2.00329769122072,-2.53307721514648,-2.42829989356278,2.1616220000501,-1.40027869037294,-4.93049571184929,-2.67075004639173,3.3182167745055,-3.16556040067189,-5.28037480183912,3.18305075937178,-0.724432495112978,-1.97385251320338,0.747569172352996,-5.01079687476431,-11.709663662748,46.9922554048109,-0.321289855805389,-4.62310327431078,-5.51589754386941,-3.92019193292936,-1.09623245985313,1.21044520436362,4.86881374577797,-1.88335269310619,3.17161327512895,2.94658685979084,-0.462748664956507,48.0613259252623,-4.61844313061829,-2.84476981428861,-8.41961112865101,0.105039662058516,-1.25941392337791,-2.97327648001874,7.95057903405723,0.489482128661621,5.77366754253262,42.9799622613891,-0.818234158222822,1.20318356458483,-1.09700159592376,-9.42434367138731,-5.24826806777446,0.341126422445996,-0.974335302791587,-0.088272790805604,-5.51374601909811,1.69197910752109,1.61798972168162,-5.89188210954884,50.7367883267225,2.10371571664564,-0.293355565828278,26.1057628121785,-4.61449007235024,-2.57370440588329,-2.17682514488524,-6.18135686360029,1.61712790439014,-0.373734337293172,1.95994833661507,3.05128873118459,-7.11483431105853,33.9246713713915,4.58603939677505,2.44917000536983,1.74573561446596
,7,2.52660641092416,-0.978322163260145,0.218045978300324,-0.383148710823662,-13.3397526732101,0.43681728537058,-0.765325499723531,0.81164474201978,-7.82831228293207,1.05373398972188,0.817824464691967,0.526753411238587,-3.09100670700582,-0.137016081211186,0.621158565221776,1.53152794251037,-4.0715439631349,2.07061999390135,-2.95327399499335,42.6020651397471,-3.36793149105642,-3.45447152300085,2.29672384490323,-6.10269482830245,-0.34864846206483,-1.41270219308808,2.90275796660899,0.356091089267011,3.5636751936604,0.939325933326472,-0.447442765267169,2.54495042287772,-2.14007737220754,-5.68254141649049,-0.248502063118394,3.24003585546355,-4.12057784715853,-0.17771041881997,2.66656374868853,0.432241484686074,5.66655294095199,1.61839234916351,0.574884689404371,-4.08617641594583,49.9277165645993,-5.30413708563538,-0.922159615110104,-1.65905284804194,-2.4084716508869,-1.58317895357914,2.40958979226252,1.90712572782786,-2.46593949863609,1.13330335378487,-1.09067851694272,1.17186761936136,52.745304909844,-2.16654285984487,-4.07291056806571,-6.32245927577408,-3.01045593702929,2.39587519896759,-0.327571298072598,6.00754081496916,-0.0659927374931613,-2.11402405931995,45.1055080621409,0.338332369788986,-4.20380416005673,-3.23694738666563,-8.10442573365435,-2.99213803917701,1.48705317464737,-5.41809383112604,-2.06072730164624,-1.90507837756832,-6.15924178068417,-0.738430889982737,-3.75416132444601,60.1673370794579,1.60897503514752,-4.14797447024057,28.5303525393803,-1.16353016086305,-3.63383340482733,-0.179216376327986,-7.96951008828046,-3.25750794929036,-3.45761272736581,0.206934964590801,2.25442574466751,-4.58764930441157,35.1747294665097,1.93674690808621,1.73333012484045,-7.02134978294134
,8,6.06310171277892,0.348857876480906,-0.769718659658035,0.422178611660911,-6.85292362706878,-1.80268700578608,1.70560719082414,3.72032870266821,-2.3670390176967,2.84555384562145,0.855258370072079,2.39867677662596,-1.99828018018115,-1.21335045070873,1.12572133767935,-1.5338209832953,1.49249236965079,4.47500856797751,-1.00535193090703,45.722692120878,-3.42051133393807,1.00575210798661,4.2176581897188,-4.58630397195111,-4.55059802605911,-0.829480295175472,3.46511437036133,2.08369348386032,0.821838631368337,0.176441854133373,3.22026063130079,4.40406966517367,1.06004296342098,0.347351967232953,0.278900619891374,1.95568017379992,-2.96170944668984,1.86848831522411,2.6873349966927,6.56642198342206,5.71426589157136,-0.843539004104969,5.35006436593039,-4.49286587459164,51.4887623121372,-1.19057108056813,0.920637292286301,3.85394729887639,-0.480656999168332,-0.149804641738683,3.89049197513987,1.95116125304139,0.591542696369743,-0.0356671753432541,1.45754077155016,3.18915203987353,52.4489918881563,2.24322421505531,0.670421790865021,-5.54064920888489,-1.64702436815742,0.941478602325333,0.429834558343373,2.73118888624367,2.17467785694635,2.73335466335629,61.1208557751879,3.05064724637759,-3.0170609427264,1.25197953005136,0.418480395775532,4.87190363178979,5.69893531843036,0.861403325278388,-3.72631801472153,-4.42990003926207,-0.915696548134747,0.17263599533635,-3.13053148724293,62.6187401977395,2.74999863927678,0.227266709104242,30.2166091615954,6.27467290902223,0.529656183980478,3.26172187897009,-5.97075029775488,5.30841641989673,0.90290637959788,-0.337483743358462,2.67815685188467,-6.07347433526093,43.3282354115017,-1.60659518299826,-0.17771785013656,-0.569591975760886
,9,0.713037090775742,0.248358151938646,-0.705734175172286,3.10269309671321,-3.77658726112759,0.966490529041494,5.61953468222464,0.326575081378451,1.28466514414458,5.48968042027536,-0.050135740461883,-2.19276503364654,1.02617699683969,-1.58505214380011,0.955882379451396,-2.7095151259773,1.35797424399607,5.84197666995578,0.690934535614209,46.9341056442231,0.446734000457582,0.5054927217966,4.40728125174837,-1.91404602936791,-0.899987535556647,3.11659122532001,2.9357279630749,2.50588460879544,-0.169209400321051,-0.874223346839244,-0.141868440565304,0.538516011831234,5.38050218955777,-0.0710092029657972,-1.02604268168261,1.20155670633964,0.802223924037662,5.13353403034262,0.935964119354139,6.21473696138946,1.09598474594486,-0.470709658999112,2.02632255662093,2.02400000870193,53.2171550277631,-4.12833917441094,3.88141198925086,1.48864630325716,-0.179144342314885,1.70181604416121,1.48254695048536,1.39082818522184,2.46128560779607,-1.10861266234967,1.93061459194951,4.40131389690441,53.318128398404,2.58481572657547,-0.309132481452252,-4.61826593623816,4.7877039075579,-0.518886127131282,3.71057347397937,-0.426121238196174,1.63036576904915,3.23109954948313,61.5273704629381,2.16937898806736,0.0998206748986377,2.50512086579511,3.06064847930247,2.91810648534329,1.06431890187332,0.703907452814747,-1.97230488432388,-0.13155503115604,3.50996905839611,0.494823559566612,-1.90391069137316,65.250669778377,0.920889237718256,-3.6086309221032,33.5821996965192,3.02843304763019,4.01825608202489,1.27227536554892,-2.98154740948758,0.553290861099413,-1.59605343734074,-1.08869572851063,1.20958688979484,4.74046127489055,41.677195158738,-9.55764559266981,-1.42654226429067,0.589259577415305
,10,4.47289893668039,0.912106990850589,-0.570538139931614,1.46907184423708,-2.9449695436615,3.57016820231047,0.20150312307851,0.955233107154982,5.48426908735973,4.06651006444827,3.75234023559824,-2.60908890091423,-1.13205118499764,-0.12863353459079,0.207174886621942,-3.01182813213336,2.06168479174175,5.12687515892458,0.224035423281445,54.3868191706988,-1.43567984647052,3.16962205584696,3.82621769696152,-3.49811629677015,-1.09092212080577,-2.56760976700753,2.66309512336693,1.04886502354611,3.92822693948438,-0.723695574927206,3.93095014734718,2.83469073677406,1.73531377420977,3.94016210434165,-0.489280299120765,0.216854495286649,-1.30007781108179,4.28649621939303,4.85841827436252,2.97316133208005,0.95236214764509,-2.53116578752906,1.70742821737122,2.78395240343252,55.9606112228001,-0.23705705048269,4.12096198122526,3.50632290994281,3.36608227487523,-0.519534067693712,-0.693015367980934,-2.87677445075769,3.4884846839127,-1.98000961024521,-3.01178032335019,0.174024977338831,57.8039309910291,7.87960614900703,2.50441978378967,-4.90393079891661,0.65357362251325,3.12468193895393,3.11522414794354,-3.71424979987978,0.140632307366559,2.80406957784817,70.7730530532526,5.71337500721438,4.72077821407493,0.733346869054913,3.47623012078975,-0.525103503299306,-4.3688470197535,1.9855090888027,-0.625535339618637,-0.297011708001719,3.52563284789721,5.33338183477872,-0.398995998375995,68.0456691512536,-0.67734356772462,1.39637693935811,33.80921903374,3.54875772982041,3.11821764939486,5.62430662211636,-2.71442211940621,2.62290560236988,-0.343578947694823,1.59846477221981,0.666895760955413,-4.60110413798247,43.9973181531745,2.29008314301336,-1.45364706163825,-0.225124594517638
