,Cycle,A1,A2,A3,A4,A5,A6,A7,A8,B1,B2,B3,B4,B5,B6,B7,B8,C1,C2,C3,C4,C5,C6,C7,C8,D1,D2,D3,D4,D5,D6,D7,D8,E1,E2,E3,E4,E5,E6,E7,E8,F1,F2,F3,F4,F5,F6,F7,F8,G1,G2,G3,G4,G5,G6,G7,G8,H1,H2,H3
,11,-1.24171368314273,15.3296110918759,17.2579963529038,7.21823354064372,4.08442115630533,18.9577770405208,34.4803664301935,23.8536428747725,-27.8245741810865,7.92640792195607,6.60749248670254,11.8628530620881,6.60217508843743,19.1330049207627,11.9111816490508,40.3212733829146,-21.8346331995435,4.61109078129903,5.47147542736548,6.06374357591903,2.9574901366891,3.50331873394043,10.5958976576512,7.95580534343981,-85.8776351043416,-2.95591235213578,4.85767910796039,5.70847487460151,7.9870092126248,6.376895598803,2.92731973629407,1.43517882625838,-13.6028911713697,4.90039078111431,5.06131583483966,6.71683837999808,6.11234116920832,7.73483875798183,10.9261502419845,5.01962617239542,3.25307141033045,3.09829949445248,6.96568351453107,10.8669760052157,3.47489613754124,5.08135372253219,31.1379943958964,35.9306912042566,-9.74480157610969,27.7678035160175,27.9429950638778,9.34498696255423,3.62377364047506,8.44852499293756,5.57716952994952,-4.04445985865004,-0.512292783771954,2.49005798136113,0.732518558579613
,12,3.9693960100285,27.9887519940658,31.7019459475086,22.1844892210338,14.669301662881,33.3469828516531,56.6765007624585,44.4864850626886,-35.6258024342997,19.5933337198016,25.2463292663665,32.7784048326021,25.8697597949395,39.1292762050284,29.5135251597526,65.3319867313012,-17.6424975210957,14.6802157311877,16.8310461271285,9.98081261628022,16.4421822091012,10.0924819874249,18.7914619283911,13.972055548471,-98.2740286424005,11.7592781287053,15.5897764923225,11.4447215151681,8.27618629036533,9.36886157182244,14.5800497294526,11.0085618739099,-21.125052798287,12.9486095018797,16.4296882359904,15.785808244721,30.0626924279591,24.9045280529349,20.20583621684,22.6404701100955,-17.435247319826,13.7584213533041,18.029704943755,18.0682070737266,17.8115956657525,18.0208622590235,69.8256858428845,69.6670419549878,-12.791002641819,59.3729909945905,60.0507578178881,13.6324908079132,13.6614830398771,21.3670998068142,13.2966806931672,10.4808564928799,3.14656711008638,0.421349420367278,0.55594213825816
,13,3.2791678011672,56.5624703408662,63.548621752308,48.927390945687,42.8854419959825,66.0637619663439,85.0053993269394,71.5608086460579,-32.1688240042222,50.3758178448784,61.7197718361522,62.0337275285929,59.4158484533773,70.9134309984547,60.9575166866539,103.48586321833,-22.7058544428965,32.7602931865686,36.0867290828105,25.3764221517945,35.4158159780841,28.7380224907351,39.7414325833988,33.7076312954773,-64.7102678526157,28.3643233235257,34.420397807216,28.6050303923175,26.3708206747901,28.8800249110609,27.1133330882699,30.7400709059352,-23.7843650013197,31.5236989108062,35.1402271662246,36.0761834074715,53.5397434217671,58.7014511687903,52.742216244113,53.7793442031339,-9.18637318932088,31.7328244339433,37.7839658156718,36.8690829223565,37.1569941984822,41.8829736656508,125.301737640449,123.785695539626,-11.4478262485554,101.020207296005,106.928108826362,39.2191023606406,30.5322824871737,43.3393341808842,40.6968514384575,25.3195501601654,1.09199847663285,-2.26861858082793,0.366108799601079
,14,2.76123474018459,95.5336964462485,110.957391706198,96.1042403733304,87.620176606913,104.614529943039,133.349472702654,104.268492809639,-34.6761162326552,102.23370684949,108.664250708908,113.952185576913,105.622099339308,118.590547039565,112.741841275362,158.94596820236,-18.6983942510183,71.2454675707363,67.0526929624471,57.3630716519701,73.50836940415,64.978885706133,76.1081121225488,67.9293320503534,-41.2964658088194,66.0786920575297,70.5048749881653,57.8103682835699,51.7756901204966,53.5643546376577,55.9767205569256,66.3130670521764,-32.5657005618373,64.0308580739102,67.2474053671349,68.510073901351,106.710567454845,110.954382989778,106.583647757055,99.1195355309737,-8.94183803391297,66.9367350880693,74.8973794561198,73.4943919315997,81.0990857615375,75.77120977698,204.951135471048,194.293999663297,-1.88375631486633,166.76852541938,181.572502481859,74.7061967779796,69.3953438922595,91.3673056156013,76.5124628000699,52.9101739238963,-0.267792859493511,2.0639254822845,0.845449628276583
,15,1.2291697720475,161.537158037236,178.263781764651,157.510313821907,142.579892857662,169.199505213072,195.722977877813,146.462024914726,-0.120452850137553,167.646040864335,179.781039804742,179.679598442978,170.178951105328,180.661097054918,185.944226003694,229.631384764685,-8.11253450088316,128.3023027731,126.684526860864,108.571541210813,136.78339372244,117.474312089787,129.501430992387,121.609018297413,-44.034540660467,123.988383521763,125.140251894676,106.948370733084,97.2617720374001,102.103097562984,114.573258696416,118.730350470257,-40.0226573659843,119.172871925568,127.719831209505,123.333454673563,178.146783037954,179.725459868713,170.850911962516,161.708644290691,2.98372202047312,117.841442559474,134.658248410692,130.108810258373,142.318192395519,138.055651454242,287.183380135971,272.796635130515,5.87099428618467,244.292023276621,259.119380659209,137.33538482437,129.389015435193,150.986824702567,132.166900850403,99.3094370580093,-0.840115455302112,0.511783277332597,-2.1274283653147
,16,-0.000798733427473053,230.044710182939,255.359045481452,231.394601281313,217.285306137882,252.483961736749,272.852802479683,204.490196709824,-3.66419574436304,249.427411770489,264.517990499306,245.108416824093,240.188690361835,244.568090312383,260.053480954998,301.663222425331,5.5739684066848,213.942206467003,210.443212003161,183.771452637698,217.824693833281,201.232176802166,211.905204761518,206.307151241414,-13.194172849659,216.212390461685,207.894467189578,183.629545403323,162.904422093572,178.829586830615,193.32192414675,201.784919891972,-49.5121365212999,198.124845220143,221.135010724842,200.167775169051,268.012562881835,276.781028156179,257.315667408945,246.668274678213,4.60552662962982,198.66304513017,215.116161160412,212.427598814005,230.090129696396,224.131719314072,364.304335158315,345.342027274428,19.2450072733795,315.400930220082,330.367304520289,218.980482761262,209.925918408169,243.894817224271,212.063227574782,161.43350027982,0.772179233931638,0.229911699611421,-0.592416399023023
,17,4.74949547789765,293.724141544823,329.646001441787,303.337929311852,290.539456291047,330.744021038704,345.003382708224,268.059707415208,13.7919708976192,328.005303652705,345.144009477775,302.813505872793,301.026561845364,300.854070033437,328.888890543024,371.920152747442,10.9779047102711,312.84765153616,318.433353179045,283.104753550908,318.969313229074,306.243753525764,317.786864285158,307.843824296303,22.7730822534745,327.945423041193,325.148324637602,291.094465227854,264.458717587651,284.974363731649,300.493799723886,306.535267305379,-48.3041042028844,303.02654397367,336.017893089053,292.260401186631,358.38167703464,368.619910388898,336.950732665606,325.064296897988,14.0143034928383,294.845390938733,326.938027897856,314.310434859115,335.649973384544,328.992716273191,428.832849121512,406.20767375953,177.508791210962,374.328081237135,388.010990147239,308.405258777546,297.494347803548,337.765907555341,292.996685207441,223.148386007959,1.40669811103544,-0.877084681302222,0.86506777912291
,18,4.8401205534451,348.767396926347,394.530817938299,366.187420764891,356.383505128633,400.409461873069,412.409371999309,339.20811076,27.5265636703762,392.75439980263,412.99226383023,345.998898468147,348.182477100025,345.23365959243,385.306899842881,430.673163028893,20.8170018404016,408.820412597758,424.169321392773,382.50488793859,413.567979234801,407.915240513375,418.221679381154,407.20268717332,62.9208638719401,437.760463486621,440.331847317226,397.946533273119,369.088318391806,391.011193895389,410.680716884608,411.182245107198,-55.1906995145969,404.102267215245,449.280092473779,378.601609517588,438.975554519741,446.748866350866,402.728931773133,391.119207058346,13.6813254102562,388.599850327696,434.096778728476,413.709767663557,434.636478395275,431.670133718971,473.945220889879,448.493060087436,227.394234740535,416.877070636706,430.726004399898,390.190005355052,376.659015459572,425.242137603,367.61273426897,282.030911338776,-6.65103775442731,-0.491583688084575,-1.25587166598189
,19,3.75116359333015,386.003036248843,441.787072937916,411.667029715515,403.740968749648,454.414273320223,465.096209981191,414.206088213163,34.0597551151359,442.38436443125,460.321475673832,375.613639856552,379.009779545235,375.816992216476,421.618544269542,472.893523405391,27.9274463318229,493.492678964361,519.726388679524,473.451070927904,491.456060453854,497.628241105043,506.836538969341,500.856891051141,93.9657041031178,536.694060330302,543.902947028618,497.699973215006,469.074868471081,488.993821829087,513.461421287376,503.688351268133,-54.6864202598986,492.787115563072,553.32834441185,451.649144149885,500.132337340476,504.454004129099,450.06527699957,439.533270876984,17.0604016994353,471.847619701375,527.981491343134,502.296892570719,517.565993818481,522.120742805539,501.891334450326,475.17680548457,289.422420561154,445.777443038924,457.468497441368,458.662916681236,441.701273382766,497.921000756731,430.722827768329,328.795522396007,0.811561067705043,2.10826094439926,2.4737595383649
,20,2.72800648439534,410.048658149512,473.151132691181,439.755859204749,433.458109071771,492.069560686331,504.458322327951,505.350292019264,30.1138630706414,470.00653385083,487.922154954927,390.927851296905,396.628397343556,392.646217507211,441.157739270321,499.335832768695,27.5011253225848,554.296472748964,592.920454850483,546.016001915306,549.018196761286,566.318225359063,574.188046078787,570.195959757547,116.272203140139,611.010527320334,624.712547485077,576.03639110477,549.559644806245,566.957437395712,596.199851305236,574.360766712518,-57.7167575433577,559.060566776304,631.847405723276,506.491412312541,538.10589869516,539.306636191799,480.969219233153,472.050017288955,7.16132385706896,531.982643191135,597.805100853152,570.646767748127,575.444636593718,588.225235991379,516.428317921126,489.165650257847,354.93611179545,461.853993103386,470.964260136358,506.163830684932,484.764264284815,547.807978275825,472.831213431284,361.748814599801,1.35241093225704,3.58607889154382,-0.413515796319189
,21,0.93657823346939,422.510865542543,489.101522478337,453.851165016923,448.85156137664,514.266050548397,529.25766723647,584.849885758109,28.9230837878454,485.9297454374,501.971330622346,397.064904197209,402.273640471858,398.778347048064,447.583374703848,513.376129254689,28.8378571818762,592.079823322553,639.961465579413,594.383455693332,582.817297471762,609.499775367798,619.357744152385,618.31529949774,124.652353789133,657.538092025888,676.083420061473,629.185960440554,604.977101274661,619.203780251998,651.123790132923,617.568610271787,-64.2430686022212,601.119308447311,683.546649435153,541.213184332004,558.846798334525,557.640346959361,495.75016446116,487.809382707062,-7.9215049592849,569.642686654355,642.507868323749,614.179254103153,610.845191470561,629.525894083426,522.588659553326,495.250790599199,420.938904234094,468.425693599483,474.068484278188,536.515579683368,511.155307105269,578.60430627146,496.70947303927,381.532300883261,3.78816531067105,-1.35233997014802,1.61677682492245
,22,-3.52772814079344,427.818857464442,494.946562531918,457.433194020775,455.834207459754,525.988478258625,545.34670224862,648.09429492164,19.1395925692304,489.930080290096,505.680132916717,394.195351117748,401.52260099548,399.316912071416,447.687014063983,520.157078703601,20.7998490556697,611.877665971286,665.310207136979,622.406346235498,600.315514735584,632.657312227241,643.705869767627,644.299046177663,173.619928379549,681.746313246508,704.997182655614,659.31556263485,638.049271375597,649.473388764919,682.260718364329,642.859318097956,-69.7924751646947,623.934229976988,710.324887178985,561.155010418943,565.647170770538,563.166752780964,499.650298883149,494.900592848656,-22.2269278921535,588.22565634405,662.699153022511,634.352414750812,628.51609303561,649.86087158306,521.956808758848,496.077010985236,485.151244685549,467.308835184042,472.374052339773,548.635523062106,522.690095220266,591.177478860312,505.593815293526,393.123677243023,1.7080850368452,-2.22548882821548,3.40346253378675
,23,-3.84903542620032,427.230495802063,493.706410492912,454.703643855967,457.376172889242,530.641311329655,554.190119313619,680.768271207739,-1.18302289498206,488.714808902194,502.57456694173,388.945163097616,394.675423517921,394.845124836633,443.111300705353,523.826617609523,15.8084039959667,618.303057158333,675.102191669784,634.783690110068,605.90796077249,640.41375807202,652.657421123555,656.871682280625,234.154163011393,689.965012597929,714.496131833272,671.899690743279,653.894094094779,662.962932816237,695.912595805469,652.469783009375,-73.9830554105074,630.814730639447,722.022495210948,566.184615564633,563.175314722046,561.081222133999,494.86784620091,494.102182031226,232.777730452369,594.324998820549,670.205152871173,642.886414922161,634.616895115806,657.379556973471,517.915579313975,494.199835602225,539.681649919594,463.496460651593,467.28052412035,552.182279057207,526.189227123482,595.996461853549,506.524865838973,397.043025529721,0.484954223616569,-1.00624299747051,-2.35538649525097
,24,-2.78201323553594,424.924169645572,489.24426508879,451.125537211964,454.988225453925,530.083706649084,559.396820108192,708.021689330015,-29.3485678158995,483.331959166608,497.55499149291,381.154292541481,387.49423139858,389.285612644066,439.260024302278,527.084789705836,11.6805133710664,617.963517581416,675.953740697816,635.853856057552,604.715656891669,640.059908223248,653.782318122026,659.146135661514,272.545432136767,689.029355247336,715.43112527887,674.637984696025,657.547034164617,665.198982682293,698.18197823679,653.811049337506,-6.86122042263605,630.12605522069,722.714129413272,564.967926952681,558.41407159772,553.695095400392,489.13429047218,488.499912267025,343.551620450215,591.726430029236,667.275505300641,641.569336852441,633.770173385529,656.301961941224,512.888683532664,491.05363788756,582.599135897174,459.039982484196,461.857810352602,548.435284814654,521.340955870927,593.123496440657,505.182763160612,397.620293059493,1.051804879065,2.92345415315094,0.714016209172314
,25,-4.1332730424092,423.425797911226,486.144515714519,447.721263194412,452.329443300442,532.989793221954,564.46401649562,732.303008803817,-38.418051159591,480.214716691076,494.038357919583,375.914079026352,380.508276593149,382.35859879065,434.263648151053,530.949014602685,3.09741537669015,613.010628159887,673.206012454185,631.483196873209,599.717498353804,635.931259674638,650.789735941355,654.89650455311,259.535612955628,682.977786558306,710.560781809552,671.306346536809,654.903094363377,662.301941079308,695.899459197777,650.320890789742,17.2994589475625,625.035491978537,718.352057934661,561.169156463252,554.639535827094,546.53383469978,482.822858638035,482.982116856091,378.420980650297,586.316762246845,664.208190925717,639.122139430638,629.671456301587,652.158541104949,507.810116114944,489.005218010415,612.94585746944,457.191374833866,455.928614525508,545.798128196945,513.600110996686,589.418813653705,499.790963970856,397.070472736508,-0.0974675273573666,-2.7797946892083,1.06360974532845
,26,-4.92578626512568,423.029307713755,483.624148792804,445.663138826165,450.93441611269,535.223746773167,571.197294319374,754.060355922697,-48.3375360425421,478.487552046912,490.956682123352,370.304600340366,375.675709723141,377.638801630545,430.975540390919,535.61943199267,-4.34062362652503,608.756702274432,669.198957859177,626.397559961695,595.022651572223,628.360906085501,647.18482105223,651.964154054626,224.22142772387,676.23940531048,704.338870828928,667.506364763224,649.745877163994,657.586621610147,691.085518960681,645.549449272796,35.658003376197,620.093258387865,713.093070249248,557.89961351866,551.2402725787,541.241296355767,479.490995831496,477.098294129948,394.944867522219,579.784163912162,657.774931488014,634.826283795755,625.248178358983,647.62618387372,503.822126601119,485.615137098641,633.944057285356,456.017052497787,454.036323548738,539.978444889348,507.764219001384,585.109319714941,495.131693110437,396.592415433357,-1.70023282281363,-3.73196949562316,-0.0243074774803063
,27,5.76508043471176,419.550244543729,481.806014563194,442.906147690042,451.403413925002,540.103080093533,576.516456700314,773.691563186291,-66.0708782071501,478.23349128535,488.244585876574,366.859578123504,370.13568767297,372.661836997017,426.933320627217,541.16961431745,-4.23496222167751,604.197088541529,667.810639522094,620.663300055263,591.954545967774,622.191065487356,643.044845449468,646.20774732587,197.113678910596,671.274489670228,698.87357565982,663.056218038536,645.019450701447,651.828667902478,686.245709623072,642.73505772321,66.9961963546066,615.175062570058,706.738830077584,554.651913885793,548.07342647991,537.865581139518,474.890092445814,476.258239038609,384.431138467002,572.816426171549,652.616143830338,629.508087805781,620.898588490057,643.742495870699,499.790338728498,482.834467374357,648.182328174658,453.522763451908,451.229302643274,534.050917337343,503.151059628054,582.909963573367,490.027547319042,393.063754222183,-2.67508910733432,1.01356040396922,1.07577367091926
,28,2.72189704718085,416.912198884121,478.680470905098,440.440520626886,450.473469227901,541.49211718718,582.622277190873,792.091614186806,-79.8156551548273,476.221633760518,484.446429659463,361.227668258632,366.141065869987,367.068174944212,424.06626799639,548.57030438167,-2.62590285257647,600.939849519199,665.529073967366,619.338943558785,588.96109019159,615.361819467226,640.263835492905,645.137299855179,169.3447404742,666.910605270375,694.943167696665,659.001292468178,640.44480186587,645.579153947369,682.994444100193,640.295978682022,99.8203597745051,611.722983616868,702.029360190631,551.780182733145,543.998418789201,533.912959969191,472.615590759845,474.938020967774,375.13783448239,567.160237028015,647.670428072868,624.78101888678,618.274639282738,639.961975855376,497.138472336667,478.639399949233,659.15751186546,449.829088907136,448.918578602758,529.269213883499,498.119499934021,580.74062596659,488.66244083485,390.064747155225,-5.47263626533413,-0.107787104294857,0.23989739535773
,29,3.35818920915244,412.796749510255,476.389637741809,438.07341259555,449.486535727641,545.220155305598,587.545414852697,809.6232872861,-92.1552590354277,473.471112486433,481.992848895069,357.850417396049,362.684875861735,362.295913135925,421.612502513975,555.954635326441,-2.54978048929206,598.100570477745,664.619603167498,615.609062889352,584.880501090632,612.075640442136,636.737032170564,642.135439495337,138.286735034437,662.199162085214,691.680913823863,654.122467112553,634.9489793642,641.4959138654,679.708467230389,636.736637244882,123.347325570213,607.761021136716,696.95021263771,548.984545768288,542.775674960806,530.93297528154,466.936455840657,473.093313735695,361.903433431139,561.219992572402,645.852195949482,620.199199882889,615.502220631618,636.924087267426,493.102701322286,475.602432264162,666.776491679999,445.884954546772,445.558030434348,527.611894693027,493.785675727639,577.788271433121,487.686165815045,388.286923014567,-1.64459209571896,-0.615073295838101,-3.71321555710165
