,Well,Fluor,Target,Content,Sample,End RFU,Call,Sample Type,CallType,Is Control
,A01,ROX,,Unkn,Blank,-1.4203982694974,,Unknown,Unassigned,False
,A02,ROX,,Unkn,002-1,-0.95572664784695,,Unknown,Unassigned,False
,A03,ROX,,Unkn,002-2,-3.21452508478797,,Unknown,Unassigned,False
,A04,ROX,,Unkn,002-3,-2.79694838564455,,Unknown,Unassigned,False
,A05,ROX,,Unkn,002-4,0.216654388033203,,Unknown,Unassigned,False
,A06,ROX,,Unkn,002-5,2.48220517123027,,Unknown,Unassigned,False
,A07,ROX,,Unkn,004-1,-4.47952402643396,,Unknown,Unassigned,False
,A08,ROX,,Unkn,004-2,2.27802146762861,,Unknown,Unassigned,False
,B01,ROX,,Unkn,004-3,-4.5788404986969,,Unknown,Unassigned,False
,B02,ROX,,Unkn,004-4,-0.0973690783775055,,Unknown,Unassigned,False
,B03,ROX,,Unkn,004-5,-0.678268529700381,,Unknown,Unassigned,False
,B04,ROX,,Unkn,005-1,-1.55940565466362,,Unknown,Unassigned,False
,B05,ROX,,Unkn,005-2,1.8955516992708,,Unknown,Unassigned,False
,B06,ROX,,Unkn,005-3,-1.71745601426937,,Unknown,Unassigned,False
,B07,ROX,,Unkn,005-4,-1.60774019353485,,Unknown,Unassigned,False
,B08,ROX,,Unkn,005-5,-2.23234894915968,,Unknown,Unassigned,False
,C01,ROX,,Unkn,006-1,0.637677256232473,,Unknown,Unassigned,False
,C02,ROX,,Unkn,006-2,1.21896412937422,,Unknown,Unassigned,False
,C03,ROX,,Unkn,006-3,-0.305171748994962,,Unknown,Unassigned,False
,C04,ROX,,Unkn,006-4,-1.16464592920283,,Unknown,Unassigned,False
,C05,ROX,,Unkn,006-5,-1.21266538657501,,Unknown,Unassigned,False
,C06,ROX,,Unkn,012-1,-0.855276922357825,,Unknown,Unassigned,False
,C07,ROX,,Unkn,012-2,-0.434909859702202,,Unknown,Unassigned,False
,C08,ROX,,Unkn,012-3,-1.88320913652205,,Unknown,Unassigned,False
,D01,ROX,,Unkn,012-4,-1.04028011668588,,Unknown,Unassigned,False
,D02,ROX,,Unkn,012-5,0.541485314029615,,Unknown,Unassigned,False
,D03,ROX,,Unkn,018-1,-0.754237871463374,,Unknown,Unassigned,False
,D04,ROX,,Unkn,018-2,-0.623730131080538,,Unknown,Unassigned,False
,D05,ROX,,Unkn,018-3,-0.102229279023049,,Unknown,Unassigned,False
,D06,ROX,,Unkn,018-4,-0.605538495426026,,Unknown,Unassigned,False
,D07,ROX,,Unkn,018-5,-0.444216451064858,,Unknown,Unassigned,False
,D08,ROX,,Unkn,019-1,0.016303430345215,,Unknown,Unassigned,False
,E01,ROX,,Unkn,019-2,-1.50654959042922,,Unknown,Unassigned,False
,E02,ROX,,Unkn,019-3,0.691797577447778,,Unknown,Unassigned,False
,E03,ROX,,Unkn,019-4,0.54279580201046,,Unknown,Unassigned,False
,E04,ROX,,Unkn,019-5,-1.53108711383084,,Unknown,Unassigned,False
,E05,ROX,,Unkn,024-1,0.602497535228667,,Unknown,Unassigned,False
,E06,ROX,,Unkn,024-2,-0.036127894632682,,Unknown,Unassigned,False
,E07,ROX,,Unkn,024-3,0.509720755062244,,Unknown,Unassigned,False
,E08,ROX,,Unkn,024-4,0.411955399123053,,Unknown,Unassigned,False
,F01,ROX,,Unkn,024-5,-2.15710599477516,,Unknown,Unassigned,False
,F02,ROX,,Unkn,025-1,-2.71000157617891,,Unknown,Unassigned,False
,F03,ROX,,Unkn,025-2,-0.228880681059218,,Unknown,Unassigned,False
,F04,ROX,,Unkn,025-3,-2.6114552487451,,Unknown,Unassigned,False
,F05,ROX,,Unkn,025-4,-0.90264591450059,,Unknown,Unassigned,False
,F06,ROX,,Unkn,025-5,-0.751133075723737,,Unknown,Unassigned,False
,F07,ROX,,Unkn,031-1,-1.47148616729501,,Unknown,Unassigned,False
,F08,ROX,,Unkn,031-2,-0.323344256561813,,Unknown,Unassigned,False
,G01,ROX,,Unkn,031-3,-2.45596233513234,,Unknown,Unassigned,False
,G02,ROX,,Unkn,031-4,-1.38524542312616,,Unknown,Unassigned,False
,G03,ROX,,Unkn,031-5,-0.101518979386401,,Unknown,Unassigned,False
,G04,ROX,,Unkn,037-1,0.202706335537277,,Unknown,Unassigned,False
,G05,ROX,,Unkn,037-2,0.469957623169012,,Unknown,Unassigned,False
,G06,ROX,,Unkn,037-3,0.29785876570777,,Unknown,Unassigned,False
,G07,ROX,,Unkn,037-4,0.553601135498684,,Unknown,Unassigned,False
,G08,ROX,,Unkn,037-5,0.771740542032603,,Unknown,Unassigned,False
,H01,ROX,,Unkn,Blank,-8.75372280956481,,Unknown,Unassigned,False
,H02,ROX,,Unkn,Blank,3.39961652204875,,Unknown,Unassigned,False
,H03,ROX,,Unkn,,-4.46801117477007,,Unknown,Unassigned,False
