,Well,Sample,Call,Type,RFU1,RFU2
,A01,Blank,Allele 2,Auto,7.00811932221404,4.03519257854077
,A02,002-1,Allele 1,Auto,408.750451374002,0.820467454129812
,A03,002-2,Allele 1,Auto,465.310285804557,-6.9583599637358
,A04,002-3,Allele 1,Auto,415.369219815444,-3.41293600077643
,A05,002-4,Allele 1,Auto,447.374978760802,-0.444091489994207
,A06,002-5,Allele 1,Auto,584.039629704517,1.59338063056612
,A07,004-1,Allele 1,Auto,652.974204807368,-5.55878198871733
,A08,004-2,Allele 1,Auto,999.056283420389,1.46264931413862
,B01,004-3,Allele 1,Auto,127.161663345904,1.49273919650568
,B02,004-4,Allele 1,Auto,456.000835164702,2.75703032679894
,B03,004-5,Allele 1,Auto,458.278160132146,-0.501684547493824
,B04,005-1,Allele 1,Auto,328.903406000419,-7.11870454658583
,B05,005-2,Allele 1,Auto,337.177668404005,2.71241014379348
,B06,005-3,Allele 1,Auto,327.709598083247,-5.49128939248476
,B07,005-4,Allele 1,Auto,405.662117296279,-5.73019511589973
,B08,005-5,Allele 1,Auto,641.0872732869,-0.549596095123434
,C01,006-1,Heterozygote,Auto,2.66020154316629,0.238029436450688
,C02,006-2,Allele 1,Auto,589.342084529263,5.38371076766407
,C03,006-3,Allele 1,Auto,649.71436710059,-0.611025255348522
,C04,006-4,Allele 1,Auto,593.081292938409,-0.286640123460074
,C05,006-5,Allele 1,Auto,562.025077613529,-1.57469113795969
,C06,012-1,Allele 1,Auto,582.992130131379,0.750265178092377
,C07,012-2,Allele 1,Auto,615.454525030606,-4.29368669790983
,C08,012-3,Allele 1,Auto,624.007679227769,-4.8388250261869
,D01,012-4,Allele 1,Auto,-40.4064420923996,-1.30955079076739
,D02,012-5,Allele 1,Auto,645.960569018254,2.65718633347342
,D03,018-1,Allele 1,Auto,670.232464924895,-1.24607333267977
,D04,018-2,Allele 1,Auto,626.793871494834,-0.483379496496582
,D05,018-3,Allele 1,Auto,615.374626433581,-1.35520931414248
,D06,018-4,Allele 1,Auto,618.845797867894,-0.583857946309308
,D07,018-5,Allele 1,Auto,656.406240372301,-1.06102919251407
,D08,019-1,Allele 1,Auto,612.194110074141,-0.253714524719271
,E01,019-2,Allele 1,Auto,473.418709343417,-2.4922312770168
,E02,019-3,Allele 1,Auto,584.695852097872,1.33451643442731
,E03,019-4,Allele 1,Auto,677.709819973752,0.683578274728461
,E04,019-5,Allele 1,Auto,532.127022194069,-2.13787787532601
,E05,024-1,Allele 1,Auto,535.158034493066,-0.322453462728845
,E06,024-2,Allele 1,Auto,514.259369481625,-0.852301652677397
,E07,024-3,Allele 1,Auto,439.130267003223,-0.231067967459239
,E08,024-4,Allele 1,Auto,454.189443367591,2.31742400669873
,F01,024-5,Allele 1,Auto,339.373696786498,-7.5496884029053
,F02,025-1,Allele 1,Auto,530.094724723238,-4.67858689899685
,F03,025-2,Allele 1,Auto,623.547607171268,-2.87774506646792
,F04,025-3,Allele 1,Auto,602.295561242084,-2.23926963109852
,F05,025-4,Allele 1,Auto,601.737706995555,-3.03711525757808
,F06,025-5,Allele 1,Auto,618.011604265808,-2.87331009257969
,F07,031-1,Allele 1,Auto,467.068245801507,-3.68908068165638
,F08,031-2,Allele 1,Auto,462.815796170252,-0.710625437190629
,G01,031-3,Allele 1,Auto,950.994165104189,-2.86768868162471
,G02,031-4,Allele 1,Auto,426.194323296547,-5.18955395383273
,G03,031-5,Allele 1,Auto,408.987920964931,-3.42121248295507
,G04,037-1,Allele 1,Auto,507.854918186739,-1.78240924453075
,G05,037-2,Allele 1,Auto,467.61228314374,0.606481307292142
,G06,037-3,Allele 1,Auto,565.701736604577,-0.377421501661047
,G07,037-4,Allele 1,Auto,470.682636006878,1.67556255040517
,G08,037-5,Allele 1,Auto,390.532334510919,3.89180877906119
,H01,Blank,Allele 1,Auto,5.09155979866728,-12.0473958571756
,H02,Blank,Allele 2,Auto,11.0909651228085,8.57857264509812
,H03,,Allele 1,Auto,127.840982120936,-3.36653906311403
