sample_no,pre_post_wet,cc_treatment,drying_treatment
5,post,no_cc,one_wk
20,post,w_cc,one_wk
67,post,no_cc,one_wk
92,post,w_cc,one_wk
93,post,w_cc,one_wk
99,post,no_cc,one_wk
107,post,no_cc,one_wk
108,post,no_cc,one_wk
112,post,w_cc,one_wk
115,post,w_cc,one_wk
