Application:	dsDNA
Serial number:	AZY2122780
Date and Time	Sample ID	Username	220.0	220.5	221.0	221.5	222.0	222.5	223.0	223.5	224.0	224.5	225.0	225.5	226.0	226.5	227.0	227.5	228.0	228.5	229.0	229.5	230.0	230.5	231.0	231.5	232.0	232.5	233.0	233.5	234.0	234.5	235.0	235.5	236.0	236.5	237.0	237.5	238.0	238.5	239.0	239.5	240.0	240.5	241.0	241.5	242.0	242.5	243.0	243.5	244.0	244.5	245.0	245.5	246.0	246.5	247.0	247.5	248.0	248.5	249.0	249.5	250.0	250.5	251.0	251.5	252.0	252.5	253.0	253.5	254.0	254.5	255.0	255.5	256.0	256.5	257.0	257.5	258.0	258.5	259.0	259.5	260.0	260.5	261.0	261.5	262.0	262.5	263.0	263.5	264.0	264.5	265.0	265.5	266.0	266.5	267.0	267.5	268.0	268.5	269.0	269.5	270.0	270.5	271.0	271.5	272.0	272.5	273.0	273.5	274.0	274.5	275.0	275.5	276.0	276.5	277.0	277.5	278.0	278.5	279.0	279.5	280.0	280.5	281.0	281.5	282.0	282.5	283.0	283.5	284.0	284.5	285.0	285.5	286.0	286.5	287.0	287.5	288.0	288.5	289.0	289.5	290.0	290.5	291.0	291.5	292.0	292.5	293.0	293.5	294.0	294.5	295.0	295.5	296.0	296.5	297.0	297.5	298.0	298.5	299.0	299.5	300.0	300.5	301.0	301.5	302.0	302.5	303.0	303.5	304.0	304.5	305.0	305.5	306.0	306.5	307.0	307.5	308.0	308.5	309.0	309.5	310.0	310.5	311.0	311.5	312.0	312.5	313.0	313.5	314.0	314.5	315.0	315.5	316.0	316.5	317.0	317.5	318.0	318.5	319.0	319.5	320.0	320.5	321.0	321.5	322.0	322.5	323.0	323.5	324.0	324.5	325.0	325.5	326.0	326.5	327.0	327.5	328.0	328.5	329.0	329.5	330.0	330.5	331.0	331.5	332.0	332.5	333.0	333.5	334.0	334.5	335.0	335.5	336.0	336.5	337.0	337.5	338.0	338.5	339.0	339.5	340.0	340.5	341.0	341.5	342.0	342.5	343.0	343.5	344.0	344.5	345.0	345.5	346.0	346.5	347.0	347.5	348.0	348.5	349.0	349.5	350.0
4/12/2022 2:49 PM	Sample 1	 	1.259	1.235	1.210	1.187	1.163	1.143	1.123	1.102	1.082	1.061	1.047	1.035	1.026	1.017	1.011	1.005	1.000	0.997	0.994	0.992	0.990	0.989	0.988	0.988	0.989	0.990	0.989	0.990	0.992	0.995	0.998	1.004	1.011	1.018	1.029	1.038	1.049	1.065	1.080	1.093	1.106	1.119	1.128	1.137	1.146	1.157	1.171	1.185	1.199	1.212	1.223	1.235	1.246	1.256	1.267	1.277	1.286	1.297	1.306	1.315	1.322	1.330	1.337	1.344	1.353	1.361	1.367	1.372	1.376	1.378	1.379	1.380	1.380	1.378	1.376	1.374	1.369	1.365	1.361	1.356	1.350	1.344	1.339	1.333	1.328	1.322	1.314	1.305	1.292	1.277	1.261	1.244	1.229	1.215	1.201	1.188	1.174	1.157	1.141	1.127	1.112	1.098	1.082	1.067	1.050	1.034	1.019	1.004	0.990	0.974	0.958	0.942	0.923	0.905	0.886	0.867	0.847	0.828	0.808	0.788	0.771	0.753	0.734	0.715	0.696	0.680	0.663	0.646	0.631	0.615	0.599	0.584	0.569	0.553	0.537	0.519	0.503	0.488	0.474	0.458	0.441	0.425	0.407	0.390	0.372	0.357	0.342	0.327	0.310	0.295	0.281	0.267	0.253	0.240	0.229	0.221	0.211	0.201	0.191	0.183	0.175	0.166	0.158	0.153	0.144	0.135	0.129	0.123	0.118	0.115	0.111	0.105	0.100	0.097	0.093	0.089	0.086	0.084	0.081	0.078	0.077	0.076	0.074	0.072	0.069	0.067	0.066	0.065	0.064	0.062	0.060	0.059	0.057	0.056	0.055	0.054	0.052	0.050	0.049	0.047	0.046	0.043	0.042	0.041	0.041	0.039	0.038	0.035	0.034	0.033	0.032	0.031	0.029	0.028	0.026	0.026	0.025	0.024	0.023	0.022	0.022	0.020	0.020	0.019	0.018	0.016	0.016	0.016	0.016	0.014	0.013	0.012	0.012	0.011	0.008	0.007	0.006	0.006	0.005	0.002	0.000	-0.001	-0.002	-0.002	-0.003	-0.005	-0.006	-0.008	-0.010	-0.011	-0.013	-0.015	-0.016	-0.017	-0.019	-0.017	-0.018	-0.020	-0.023	-0.024	-0.024
