sample,date,total_auc
085_05,2022-03-03,123.26702999999999
094_01,2022-03-03,2511.815935
094_02,2022-03-03,2272.3591249999995
094_03,2022-03-03,2556.662555
094_04,2022-03-03,2817.70884
094_05,2022-03-03,2777.779625
099_01,2022-03-03,162.49434
099_02,2022-03-03,162.55042
099_03,2022-03-03,123.8975
099_04,2022-03-03,173.381585
099_05,2022-03-03,132.36283500000002
099_06,2022-03-03,159.74352000000002
100000ppm_01,2022-03-03,4601.874195
100000ppm_02,2022-03-03,2979.6665749999997
100000ppm_03,2022-03-03,3397.9564299999997
100000ppm_04,2022-03-03,3779.9900700000003
100000ppm_05,2022-03-03,5696.37783
10000ppm_01,2022-03-03,191.87104
10000ppm_02,2022-03-03,131.76567
10000ppm_03,2022-03-03,413.21971999999994
10000ppm_04,2022-03-03,410.469035
10000ppm_05,2022-03-03,832.636055
10000ppm_06,2022-03-03,508.02533
10000ppm_07,2022-03-03,379.372125
1000ppm_01,2022-03-03,60.98979
1000ppm_02,2022-03-03,23.300725
1000ppm_03,2022-03-03,30.790585
1000ppm_04,2022-03-03,56.708135
1000ppm_05,2022-03-03,46.63115
1000ppm_06,2022-03-03,38.90946999999999
100ppm_01,2022-03-03,16.188184999999997
100ppm_02,2022-03-03,18.430835
100ppm_03,2022-03-03,21.590715
100ppm_04,2022-03-03,28.130795
100ppm_05,2022-03-03,22.389484999999997
114_01,2022-03-03,1385.874735
114_02,2022-03-03,1138.8205
114_03,2022-03-03,1376.7994449999999
114_04,2022-03-03,1128.440635
114_05,2022-03-03,1184.546915
114_06,2022-03-03,1331.2732849999998
116_01,2022-03-03,144.75149000000002
116_02,2022-03-03,157.46271000000002
116_03,2022-03-03,139.5015
116_04,2022-03-03,65.927915
116_05,2022-03-03,170.273765
116_06,2022-03-03,173.08917
116_07,2022-03-03,146.61883500000002
122_01,2022-03-03,157.54378499999999
122_02,2022-03-03,126.37035000000002
122_03,2022-03-03,157.63091500000002
122_04,2022-03-03,148.3424
122_05,2022-03-03,120.0025
132_01,2022-03-03,1775.1015
132_02,2022-03-03,1780.66424
132_03,2022-03-03,2049.4726050000004
132_04,2022-03-03,1775.32201
132_05,2022-03-03,2122.812225
132_06,2022-03-03,1954.9481649999998
99per_01,2022-03-03,29108.326165
99per_02,2022-03-03,35778.626035
99per_03,2022-03-03,25607.484715
99per_04,2022-03-03,19524.1587
99per_05,2022-03-03,32585.998175
023_01,2022-03-08,317.88743999999997
023_02,2022-03-08,20.455715
023_03,2022-03-08,16.115569999999998
023_04,2022-03-08,22.30123
023_05,2022-03-08,20.156390000000002
036_01,2022-03-08,22.5724
036_02,2022-03-08,24.270490000000002
036_03,2022-03-08,23.7895
036_04,2022-03-08,24.302749999999996
036_05,2022-03-08,25.788935
036_06,2022-03-08,27.552210000000002
040_01,2022-03-08,29.596795000000004
040_02,2022-03-08,25.932530000000003
040_03,2022-03-08,29.987985000000002
040_04,2022-03-08,27.94591
040_05,2022-03-08,25.40992
040_06,2022-03-08,27.640335
046_01,2022-03-08,29.304585000000003
046_02,2022-03-08,41.33212999999999
046_03,2022-03-08,29.057924999999997
046_04,2022-03-08,29.643784999999998
046_05,2022-03-08,23.486285
098_01,2022-03-08,22.360055
098_02,2022-03-08,27.407015
098_03,2022-03-08,28.13643
098_04,2022-03-08,27.049799999999998
098_05,2022-03-08,21.579385
098_06,2022-03-08,26.42111
100000ppm_01,2022-03-08,1800.32586
100000ppm_02,2022-03-08,5318.900055
100000ppm_03,2022-03-08,1134.238885
100000ppm_04,2022-03-08,6974.240040000001
100000ppm_05,2022-03-08,5385.534295
100000ppm_06,2022-03-08,6472.193515
100000ppm_07,2022-03-08,7311.25522
10000ppm_01,2022-03-08,439.9904650000001
10000ppm_02,2022-03-08,427.027525
10000ppm_03,2022-03-08,410.41676
10000ppm_04,2022-03-08,111.16471
10000ppm_05,2022-03-08,314.97428499999995
10000ppm_06,2022-03-08,130.33668500000002
10000ppm_07,2022-03-08,382.855375
10000ppm_08,2022-03-08,295.78086499999995
1000ppm_01,2022-03-08,67.968135
1000ppm_02,2022-03-08,20.378295
1000ppm_03,2022-03-08,39.87876
1000ppm_04,2022-03-08,41.336265000000004
1000ppm_05,2022-03-08,44.067785
1000ppm_06,2022-03-08,57.16724
100ppm_01,2022-03-08,7.489755000000001
100ppm_02,2022-03-08,6.79218
100ppm_03,2022-03-08,7.11113
100ppm_04,2022-03-08,2.6391349999999996
100ppm_05,2022-03-08,15.214895
100ppm_06,2022-03-08,13.050975
110_01,2022-03-08,26.473015000000004
110_02,2022-03-08,24.479855
110_03,2022-03-08,38.109715
110_04,2022-03-08,12.14109
110_05,2022-03-08,27.858805
110_06,2022-03-08,24.506539999999998
99per_01,2022-03-08,22939.21899
99per_02,2022-03-08,94482.469975
99per_03,2022-03-08,12410.078005000001
99per_04,2022-03-08,56897.491845
99per_05,2022-03-08,33737.8055
99per_06,2022-03-08,24167.059254999996
99per_07,2022-03-08,3403.04788
99per_08,2022-03-08,42565.840099999994
99per_09,2022-03-08,36325.0238
023_01,2022-03-09,223.29264499999996
023_02,2022-03-09,258.99947
023_03,2022-03-09,205.59171
023_04,2022-03-09,234.41903
023_05,2022-03-09,199.7705
036_01,2022-03-09,209.609815
036_02,2022-03-09,385.65549999999996
036_03,2022-03-09,422.5099
036_04,2022-03-09,252.5185
036_05,2022-03-09,384.0095
040_01,2022-03-09,965.7489949999999
040_02,2022-03-09,863.73315
040_03,2022-03-09,818.055925
040_04,2022-03-09,990.2857049999999
040_05,2022-03-09,946.117165
046_01,2022-03-09,739.27593
046_02,2022-03-09,917.2395
046_03,2022-03-09,760.809535
046_04,2022-03-09,961.2181850000001
046_05,2022-03-09,1270.14
046_06,2022-03-09,831.60499
098_01,2022-03-09,197.30991
098_02,2022-03-09,211.39475000000004
098_03,2022-03-09,229.409695
098_04,2022-03-09,228.38987500000005
098_05,2022-03-09,309.87837
100000ppm_01,2022-03-09,12412.578125000002
100000ppm_02,2022-03-09,7021.211004999999
100000ppm_03,2022-03-09,4545.38643
100000ppm_04,2022-03-09,6197.33671
100000ppm_05,2022-03-09,5766.699505
100000ppm_06,2022-03-09,6859.5715
10000ppm_01,2022-03-09,805.685985
10000ppm_02,2022-03-09,371.8673
10000ppm_03,2022-03-09,362.65558
10000ppm_04,2022-03-09,546.863105
10000ppm_05,2022-03-09,715.862845
1000ppm_01,2022-03-09,58.899965
1000ppm_02,2022-03-09,45.368075
1000ppm_03,2022-03-09,59.010574999999996
1000ppm_04,2022-03-09,141.334575
1000ppm_05,2022-03-09,43.29455999999999
1000ppm_06,2022-03-09,52.123595
100ppm_01,2022-03-09,9.829435000000002
100ppm_02,2022-03-09,14.181395
100ppm_03,2022-03-09,21.039110000000004
100ppm_04,2022-03-09,13.266770000000001
100ppm_05,2022-03-09,15.68015
110_01,2022-03-09,1026.4080099999999
110_02,2022-03-09,1316.535865
110_03,2022-03-09,1097.325935
110_04,2022-03-09,1174.562595
110_05,2022-03-09,1078.853185
99per_01,2022-03-09,79988.634355
99per_02,2022-03-09,35007.181319999996
99per_03,2022-03-09,16519.815745
99per_04,2022-03-09,75117.28847500001
99per_05,2022-03-09,14732.523575
99per_06,2022-03-09,21752.675205
99per_07,2022-03-09,41010.24529
99per_08,2022-03-09,36286.995315
023_01,2022-03-10,282.06863500000003
023_02,2022-03-10,210.35284
023_03,2022-03-10,200.86399000000003
023_04,2022-03-10,212.49311500000002
023_05,2022-03-10,168.944115
036_01,2022-03-10,139.26896499999998
036_02,2022-03-10,179.43481000000003
036_03,2022-03-10,176.57382500000003
036_04,2022-03-10,146.50024
036_05,2022-03-10,173.429225
040_01,2022-03-10,359.74001000000004
040_02,2022-03-10,751.66705
040_03,2022-03-10,642.0110000000001
040_04,2022-03-10,907.093565
040_05,2022-03-10,760.189325
040_06,2022-03-10,772.10269
046_01,2022-03-10,407.26822
046_02,2022-03-10,712.6505900000001
046_03,2022-03-10,828.98918
046_04,2022-03-10,595.03914
046_05,2022-03-10,578.98421
046_06,2022-03-10,995.8014649999999
098_01,2022-03-10,139.847465
098_02,2022-03-10,167.81408499999998
098_03,2022-03-10,141.981225
098_04,2022-03-10,120.22429999999999
098_05,2022-03-10,100.19093000000001
098_06,2022-03-10,136.290385
100000ppm_01,2022-03-10,5257.839965
100000ppm_02,2022-03-10,4098.714005
100000ppm_03,2022-03-10,7544.125005000001
100000ppm_04,2022-03-10,8245.589205
100000ppm_05,2022-03-10,6048.96891
10000ppm_01,2022-03-10,518.6041399999999
10000ppm_02,2022-03-10,478.374165
10000ppm_03,2022-03-10,444.850475
10000ppm_04,2022-03-10,375.239715
10000ppm_05,2022-03-10,534.085105
10000ppm_06,2022-03-10,462.16990500000003
1000ppm_01,2022-03-10,46.25857
1000ppm_02,2022-03-10,41.187799999999996
1000ppm_03,2022-03-10,40.092325
1000ppm_04,2022-03-10,46.315360000000005
1000ppm_05,2022-03-10,36.00883
1000ppm_06,2022-03-10,52.901489999999995
100ppm_01,2022-03-10,9.431435
100ppm_02,2022-03-10,7.68651
100ppm_03,2022-03-10,16.177805000000003
100ppm_04,2022-03-10,11.475825000000002
100ppm_05,2022-03-10,8.155949999999999
110_01,2022-03-10,1248.7429450000002
110_02,2022-03-10,832.08314
110_03,2022-03-10,1218.3713100000002
110_04,2022-03-10,1190.24874
110_05,2022-03-10,642.7914000000001
110_06,2022-03-10,1666.965555
99per_01,2022-03-10,13416.412085
99per_02,2022-03-10,27992.514410000003
99per_03,2022-03-10,20153.053760000003
99per_04,2022-03-10,525056.49465
99per_05,2022-03-10,25028.598355000002
99per_06,2022-03-10,46735.07565499999
99per_07,2022-03-10,42745.835235
99per_08,2022-03-10,22799.120590000002
99per_09,2022-03-10,29210.543084999998
023_01,2022-03-11,92.32295500000001
023_02,2022-03-11,132.58573
023_03,2022-03-11,140.74045999999998
023_04,2022-03-11,154.20619
023_05,2022-03-11,131.8586
036_01,2022-03-11,133.3697
036_02,2022-03-11,127.119045
036_03,2022-03-11,136.94163
036_04,2022-03-11,123.77317000000001
036_05,2022-03-11,185.57924
036_06,2022-03-11,187.33605999999997
040_01,2022-03-11,650.8371200000001
040_02,2022-03-11,711.4142049999999
040_03,2022-03-11,999.6761349999999
040_04,2022-03-11,1182.90191
040_05,2022-03-11,625.8024300000001
046_01,2022-03-11,588.9965100000001
046_02,2022-03-11,477.96635000000003
046_03,2022-03-11,574.85065
046_04,2022-03-11,512.490005
046_05,2022-03-11,453.16184
098_01,2022-03-11,129.023415
098_02,2022-03-11,102.832765
098_03,2022-03-11,133.741115
098_04,2022-03-11,130.720395
098_05,2022-03-11,107.56969
100000ppm_01,2022-03-11,7577.0174849999985
100000ppm_02,2022-03-11,7167.962
100000ppm_03,2022-03-11,5991.3985
100000ppm_04,2022-03-11,4399.40564
100000ppm_05,2022-03-11,6997.121435
100000ppm_06,2022-03-11,5243.014575
10000ppm_01,2022-03-11,474.90373999999997
10000ppm_02,2022-03-11,306.51161
10000ppm_03,2022-03-11,401.69415000000004
10000ppm_04,2022-03-11,342.25559000000004
10000ppm_05,2022-03-11,400.09449
1000ppm_01,2022-03-11,70.08176
1000ppm_02,2022-03-11,60.826455
1000ppm_03,2022-03-11,59.94808499999999
1000ppm_04,2022-03-11,43.887125
1000ppm_05,2022-03-11,90.25953
1000ppm_06,2022-03-11,42.82102499999999
1000ppm_07,2022-03-11,51.866165
100ppm_01,2022-03-11,19.536755
100ppm_02,2022-03-11,9.403885
100ppm_03,2022-03-11,15.93524
100ppm_04,2022-03-11,11.096845
100ppm_05,2022-03-11,14.013225
110_01,2022-03-11,658.4511
110_02,2022-03-11,457.74487000000005
110_03,2022-03-11,668.5187500000001
110_04,2022-03-11,878.884425
110_05,2022-03-11,731.40403
110_06,2022-03-11,1026.8965600000001
99per_01,2022-03-11,41811.765065
99per_02,2022-03-11,48737.065355
99per_03,2022-03-11,36741.101995
99per_04,2022-03-11,3904.33974
99per_05,2022-03-11,574.7977199999999
99per_06,2022-03-11,478502.362785
99per_07,2022-03-11,10761.507395
99per_08,2022-03-11,44343.46187
99per_09,2022-03-11,45228.326745
99per_10,2022-03-11,16869.61682
99per_11,2022-03-11,18758.350205
99per_12,2022-03-11,23606.166899999997
99per_13,2022-03-11,1787.479215
99per_14,2022-03-11,19769.859445000002
023_01,2022-03-12,385.601805
023_02,2022-03-12,198.572515
023_03,2022-03-12,148.413485
023_04,2022-03-12,190.6441
023_05,2022-03-12,118.44604000000001
023_06,2022-03-12,141.10589000000002
036_01,2022-03-12,124.66668999999999
036_02,2022-03-12,101.74291
036_03,2022-03-12,91.12496
036_04,2022-03-12,105.62008
036_05,2022-03-12,117.20012000000001
040_01,2022-03-12,567.561335
040_02,2022-03-12,373.79664
040_03,2022-03-12,433.165505
040_04,2022-03-12,471.37675499999995
040_05,2022-03-12,611.02383
040_06,2022-03-12,511.394275
046_01,2022-03-12,417.858165
046_02,2022-03-12,567.37425
046_03,2022-03-12,413.818825
046_04,2022-03-12,370.462215
046_05,2022-03-12,437.91775499999994
098_01,2022-03-12,100.44700999999999
098_02,2022-03-12,67.374955
098_03,2022-03-12,109.61774000000001
098_04,2022-03-12,37.756460000000004
098_05,2022-03-12,100.97918999999999
098_06,2022-03-12,140.92308999999997
100000ppm_01,2022-03-12,2235.6931
100000ppm_02,2022-03-12,6567.656
100000ppm_03,2022-03-12,4312.32423
100000ppm_04,2022-03-12,5916.98112
100000ppm_05,2022-03-12,5040.7509
100000ppm_06,2022-03-12,6705.55454
100000ppm_07,2022-03-12,4324.680215
100000ppm_08,2022-03-12,6777.42523
10000ppm_01,2022-03-12,335.31347999999997
10000ppm_02,2022-03-12,395.26982
10000ppm_03,2022-03-12,404.30134499999997
10000ppm_04,2022-03-12,477.91201000000007
10000ppm_05,2022-03-12,145.870905
10000ppm_06,2022-03-12,944.287105
1000ppm_01,2022-03-12,42.487595
1000ppm_02,2022-03-12,68.59762500000001
1000ppm_03,2022-03-12,40.9619
1000ppm_04,2022-03-12,66.792875
1000ppm_05,2022-03-12,38.58501
100ppm_01,2022-03-12,4.82711
100ppm_02,2022-03-12,4.4632950000000005
100ppm_03,2022-03-12,7.12349
100ppm_04,2022-03-12,4.196
100ppm_05,2022-03-12,9.032685
110_01,2022-03-12,478.37228999999996
110_02,2022-03-12,577.6881
110_03,2022-03-12,636.911975
110_04,2022-03-12,637.3087800000001
110_05,2022-03-12,673.0279649999999
110_06,2022-03-12,554.20173
99per_01,2022-03-12,29631.505515
99per_02,2022-03-12,31320.961600000002
99per_03,2022-03-12,28882.574845
99per_04,2022-03-12,3402.3434450000004
99per_05,2022-03-12,11044.772885
99per_06,2022-03-12,30833.425075
99per_07,2022-03-12,9543.23054
99per_08,2022-03-12,76212.880605
99per_09,2022-03-12,12575.87579
99per_10,2022-03-12,17098.63926
039_01,2022-03-15,59.475604999999995
039_02,2022-03-15,68.034015
039_03,2022-03-15,26.44797
039_04,2022-03-15,61.40851
039_05,2022-03-15,36.999975000000006
054_01,2022-03-15,120.20379500000001
054_02,2022-03-15,120.792425
054_03,2022-03-15,110.85547999999999
054_04,2022-03-15,128.064475
054_05,2022-03-15,113.097055
054_06,2022-03-15,54.785645
066_01,2022-03-15,29.2001
066_02,2022-03-15,85.249
066_03,2022-03-15,44.6174
066_04,2022-03-15,80.29665
066_05,2022-03-15,55.650634999999994
071_01,2022-03-15,116.669
071_02,2022-03-15,105.6688
071_03,2022-03-15,153.79455
071_04,2022-03-15,204.10742000000002
071_05,2022-03-15,227.99175999999997
072_01,2022-03-15,166.18099
072_02,2022-03-15,132.05
072_03,2022-03-15,127.42747000000001
072_04,2022-03-15,144.11301
072_05,2022-03-15,76.097
100000ppm_01,2022-03-15,6340.446275
100000ppm_02,2022-03-15,6437.32298
100000ppm_03,2022-03-15,4690.896159999999
100000ppm_04,2022-03-15,3607.2241950000002
100000ppm_05,2022-03-15,6902.737755
10000ppm_01,2022-03-15,363.771385
10000ppm_02,2022-03-15,517.4914
10000ppm_03,2022-03-15,494.54837999999995
10000ppm_04,2022-03-15,489.11746
10000ppm_05,2022-03-15,601.107965
1000ppm_01,2022-03-15,44.06503
1000ppm_02,2022-03-15,68.41542
1000ppm_03,2022-03-15,83.6443
1000ppm_04,2022-03-15,69.90188500000001
1000ppm_05,2022-03-15,66.55923499999999
100ppm_01,2022-03-15,9.334105000000001
100ppm_02,2022-03-15,20.243759999999998
100ppm_03,2022-03-15,16.00662
100ppm_04,2022-03-15,24.040815000000002
100ppm_05,2022-03-15,17.773215
100ppm_06,2022-03-15,14.688085
127_01,2022-03-15,52.192750000000004
127_02,2022-03-15,43.4224
127_03,2022-03-15,78.995175
127_04,2022-03-15,55.4223
127_05,2022-03-15,68.0622
99per_01,2022-03-15,7926.586805
99per_02,2022-03-15,34272.65254
99per_03,2022-03-15,32053.428194999997
99per_04,2022-03-15,8815.610435
99per_05,2022-03-15,11915.832485
99per_06,2022-03-15,46453.20034
99per_07,2022-03-15,28199.004995
99per_08,2022-03-15,32923.799354999996
99per_09,2022-03-15,20943.019475
010_01,2022-03-16,234.937
010_02,2022-03-16,251.9175
010_03,2022-03-16,280.91429500000004
010_04,2022-03-16,255.387895
010_05,2022-03-16,335.4299
010_06,2022-03-16,128.67180000000002
010_07,2022-03-16,298.4635
013_01,2022-03-16,246.5415
013_02,2022-03-16,362.173305
013_03,2022-03-16,227.932
013_04,2022-03-16,251.39153
013_05,2022-03-16,305.85895
039_01,2022-03-16,262.282
039_02,2022-03-16,325.08861
039_03,2022-03-16,235.37402
039_04,2022-03-16,160.25862999999998
039_05,2022-03-16,338.55417
039_06,2022-03-16,418.46238000000005
045_01,2022-03-16,8579.49753
045_02,2022-03-16,3382.7179300000003
045_03,2022-03-16,4738.36782
045_04,2022-03-16,865.269695
045_05,2022-03-16,5839.3150000000005
045_06,2022-03-16,4081.8005650000005
045_07,2022-03-16,4968.436840000001
049_01,2022-03-16,5944.046240000001
049_02,2022-03-16,757.7433
049_03,2022-03-16,3586.968575
049_04,2022-03-16,2675.2425
049_05,2022-03-16,1373.74809
049_06,2022-03-16,2665.689705
049_07,2022-03-16,2444.119575
053_01,2022-03-16,3301.175
053_02,2022-03-16,2501.43734
053_03,2022-03-16,2516.82166
053_04,2022-03-16,2683.9049999999997
053_05,2022-03-16,1811.587035
054_01,2022-03-16,2890.4255
054_02,2022-03-16,2497.1505800000004
054_03,2022-03-16,2345.8348
054_04,2022-03-16,2404.5521
054_05,2022-03-16,3435.7375
066_01,2022-03-16,106.819335
066_02,2022-03-16,405.60773000000006
066_03,2022-03-16,211.87840000000003
066_04,2022-03-16,298.30275499999993
066_05,2022-03-16,158.578895
071_01,2022-03-16,2257.01079
071_02,2022-03-16,1915.3868349999998
071_03,2022-03-16,1562.8175500000002
071_04,2022-03-16,2428.360535
071_05,2022-03-16,1702.08654
071_06,2022-03-16,4018.21079
072_01,2022-03-16,3101.29587
072_02,2022-03-16,1189.47896
072_03,2022-03-16,3053.796675
072_04,2022-03-16,3203.1661999999997
072_05,2022-03-16,4094.46548
072_06,2022-03-16,4816.53898
074_01,2022-03-16,246.53332
074_02,2022-03-16,162.345145
074_03,2022-03-16,225.98769
074_04,2022-03-16,307.916605
074_05,2022-03-16,231.3492
074_06,2022-03-16,210.84550000000002
093_01,2022-03-16,214.5009
093_02,2022-03-16,440.811715
093_03,2022-03-16,100.38851000000001
093_04,2022-03-16,241.55337500000002
093_05,2022-03-16,266.12331500000005
093_06,2022-03-16,109.729215
093_07,2022-03-16,276.87946500000004
095_01,2022-03-16,2575.3469450000002
095_02,2022-03-16,3296.931305
095_03,2022-03-16,2388.1349050000003
095_04,2022-03-16,3330.54836
095_05,2022-03-16,2821.419495
100000ppm_01,2022-03-16,5804.518245
100000ppm_02,2022-03-16,5147.075175000001
100000ppm_03,2022-03-16,6131.31761
100000ppm_04,2022-03-16,8943.325855
100000ppm_05,2022-03-16,6330.958435
10000ppm_01,2022-03-16,309.66101
10000ppm_02,2022-03-16,448.25002
10000ppm_03,2022-03-16,442.846285
10000ppm_04,2022-03-16,264.439925
10000ppm_05,2022-03-16,431.41058000000004
10000ppm_06,2022-03-16,397.063445
10000ppm_07,2022-03-16,389.41542499999997
1000ppm_01,2022-03-16,46.327675
1000ppm_02,2022-03-16,39.01567
1000ppm_03,2022-03-16,51.345470000000006
1000ppm_04,2022-03-16,52.53665
1000ppm_05,2022-03-16,44.33794
100ppm_01,2022-03-16,21.09715
100ppm_02,2022-03-16,10.716875
100ppm_03,2022-03-16,14.59602
100ppm_04,2022-03-16,20.304205000000003
100ppm_05,2022-03-16,15.880469999999999
108_01,2022-03-16,3752.0204100000005
108_02,2022-03-16,2498.5415500000004
108_03,2022-03-16,1827.29443
108_04,2022-03-16,2721.61946
108_05,2022-03-16,1741.41526
126_01,2022-03-16,296.132855
126_02,2022-03-16,268.708785
126_03,2022-03-16,236.22037999999998
126_04,2022-03-16,360.56082499999997
126_05,2022-03-16,198.288755
127_01,2022-03-16,118.60793000000001
127_02,2022-03-16,85.95448999999999
127_03,2022-03-16,57.325395
127_04,2022-03-16,194.410175
127_05,2022-03-16,161.12722
127_06,2022-03-16,132.30785500000002
99per_01,2022-03-16,28778.66255
99per_02,2022-03-16,62888.442135000005
99per_03,2022-03-16,35527.51324
99per_04,2022-03-16,35519.897065000005
99per_05,2022-03-16,35731.86816
99per_06,2022-03-16,25870.458175
010_01,2022-03-17,94.425
010_02,2022-03-17,111.63115499999999
010_03,2022-03-17,144.31705
010_04,2022-03-17,149.916
010_05,2022-03-17,65.961765
010_06,2022-03-17,160.8399
013_01,2022-03-17,114.24569
013_02,2022-03-17,127.9931
013_03,2022-03-17,63.226265000000005
013_04,2022-03-17,157.46685
013_05,2022-03-17,152.51805
013_06,2022-03-17,184.235
039_01,2022-03-17,172.89305000000002
039_02,2022-03-17,158.938
039_03,2022-03-17,129.349
039_04,2022-03-17,140.77349999999998
039_05,2022-03-17,172.5214
045_01,2022-03-17,2916.2383449999998
045_02,2022-03-17,5459.242940000001
045_03,2022-03-17,2681.374315
045_04,2022-03-17,6053.656999999999
045_05,2022-03-17,794.3191700000001
045_06,2022-03-17,8282.714764999999
049_01,2022-03-17,1817.0955
049_02,2022-03-17,1828.247
049_03,2022-03-17,1835.6243049999998
049_04,2022-03-17,3037.835
049_05,2022-03-17,1691.415755
053_01,2022-03-17,1732.5618000000002
053_02,2022-03-17,2298.3989500000002
053_03,2022-03-17,2502.694
053_04,2022-03-17,1084.821635
053_05,2022-03-17,532.4635
053_06,2022-03-17,2085.0460000000003
053_07,2022-03-17,1851.65704
054_01,2022-03-17,1746.886595
054_02,2022-03-17,1867.37181
054_03,2022-03-17,1523.18916
054_04,2022-03-17,1909.2848199999999
054_05,2022-03-17,1500.610875
066_01,2022-03-17,64.366575
066_02,2022-03-17,58.9125
066_03,2022-03-17,157.47938
066_04,2022-03-17,98.76261000000001
066_05,2022-03-17,57.785275
066_06,2022-03-17,114.63335000000001
071_01,2022-03-17,1212.654605
071_02,2022-03-17,1785.6956250000003
071_03,2022-03-17,1046.852815
071_04,2022-03-17,1048.522
071_05,2022-03-17,1365.292205
071_06,2022-03-17,1543.2454
072_01,2022-03-17,524.0127600000001
072_02,2022-03-17,1378.88359
072_03,2022-03-17,1439.78
072_04,2022-03-17,1715.8018949999998
072_05,2022-03-17,445.336965
072_06,2022-03-17,1988.6507950000002
072_07,2022-03-17,1333.56459
074_01,2022-03-17,128.08939999999998
074_02,2022-03-17,60.26
074_03,2022-03-17,218.48604999999998
074_04,2022-03-17,163.953915
074_05,2022-03-17,173.77110000000002
074_06,2022-03-17,197.74439999999998
093_01,2022-03-17,176.63905
093_02,2022-03-17,150.99425000000002
093_03,2022-03-17,69.791295
093_04,2022-03-17,152.65580000000003
093_05,2022-03-17,159.4338
093_06,2022-03-17,121.3555
095_01,2022-03-17,2644.91734
095_02,2022-03-17,827.7564
095_03,2022-03-17,977.8179799999999
095_04,2022-03-17,1783.2634950000001
095_05,2022-03-17,2315.712105
095_06,2022-03-17,2271.85812
100000ppm_01,2022-03-17,8367.725
100000ppm_02,2022-03-17,6449.480164999999
100000ppm_03,2022-03-17,6645.13364
100000ppm_04,2022-03-17,11832.990979999999
100000ppm_05,2022-03-17,6508.021095
10000ppm_01,2022-03-17,525.99805
10000ppm_02,2022-03-17,422.7625
10000ppm_03,2022-03-17,761.986
10000ppm_04,2022-03-17,268.474785
10000ppm_05,2022-03-17,813.7328
10000ppm_06,2022-03-17,619.8430000000001
1000ppm_01,2022-03-17,75.50147999999999
1000ppm_02,2022-03-17,97.66035
1000ppm_03,2022-03-17,27.02425
1000ppm_04,2022-03-17,52.76435
1000ppm_05,2022-03-17,76.53960000000001
1000ppm_06,2022-03-17,103.2548
100ppm_01,2022-03-17,29.505450000000003
100ppm_02,2022-03-17,41.29006
100ppm_03,2022-03-17,36.484300000000005
100ppm_04,2022-03-17,25.237915
100ppm_05,2022-03-17,38.76115
108_01,2022-03-17,1403.5462700000003
108_02,2022-03-17,1269.4193249999998
108_03,2022-03-17,1844.3590000000002
108_04,2022-03-17,884.4153999999999
108_05,2022-03-17,1473.8159
108_06,2022-03-17,824.613
108_07,2022-03-17,1210.138545
126_01,2022-03-17,162.288
126_02,2022-03-17,72.94375
126_03,2022-03-17,137.3075
126_04,2022-03-17,154.37495
126_05,2022-03-17,172.425625
127_01,2022-03-17,165.23455
127_02,2022-03-17,139.251
127_03,2022-03-17,252.88425
127_04,2022-03-17,68.29220000000001
127_05,2022-03-17,165.8715
127_06,2022-03-17,162.6206
99per_01,2022-03-17,63111.40951
99per_02,2022-03-17,30915.748825
99per_03,2022-03-17,33013.839195
99per_04,2022-03-17,36672.30897
99per_05,2022-03-17,37297.76618
99per_06,2022-03-17,32991.014555
039_01,2022-03-18,147.3985
039_02,2022-03-18,68.4
039_03,2022-03-18,63.3125
039_04,2022-03-18,80.4605
039_05,2022-03-18,110.72995
054_01,2022-03-18,1668.4250000000002
054_02,2022-03-18,2055.1459999999997
054_03,2022-03-18,1934.063
054_04,2022-03-18,2032.1978499999998
054_05,2022-03-18,1574.1515
066_01,2022-03-18,215.292
066_02,2022-03-18,149.318
066_03,2022-03-18,129.9845
066_04,2022-03-18,143.30700000000002
066_05,2022-03-18,228.12470000000002
071_01,2022-03-18,1063.65615
071_02,2022-03-18,1136.8915
071_03,2022-03-18,1256.5610000000001
071_04,2022-03-18,1399.5325
071_05,2022-03-18,1407.283645
072_01,2022-03-18,1451.1795
072_02,2022-03-18,1556.8915
072_03,2022-03-18,1482.1691999999996
072_04,2022-03-18,1691.6498949999998
072_05,2022-03-18,1581.862735
100000ppm_01,2022-03-18,7025.547765
100000ppm_02,2022-03-18,5074.807885
100000ppm_03,2022-03-18,4225.8354850000005
100000ppm_04,2022-03-18,7211.277185
100000ppm_05,2022-03-18,6732.27113
100000ppm_06,2022-03-18,2235.6202
100000ppm_07,2022-03-18,7642.445560000001
10000ppm_01,2022-03-18,447.25751
10000ppm_02,2022-03-18,319.76466000000005
10000ppm_03,2022-03-18,327.72855
10000ppm_04,2022-03-18,377.657
10000ppm_05,2022-03-18,318.7125
1000ppm_01,2022-03-18,42.68325
1000ppm_02,2022-03-18,39.028
1000ppm_03,2022-03-18,49.42695
1000ppm_04,2022-03-18,50.49675
1000ppm_05,2022-03-18,82.45634999999999
100ppm_01,2022-03-18,11.751205
100ppm_02,2022-03-18,13.807490000000001
100ppm_03,2022-03-18,18.08125
100ppm_04,2022-03-18,12.050595000000001
100ppm_05,2022-03-18,11.370830000000002
127_01,2022-03-18,168.11315
127_02,2022-03-18,135.39
127_03,2022-03-18,212.39811500000002
127_04,2022-03-18,108.69749999999999
127_05,2022-03-18,117.01514999999999
99per_01,2022-03-18,38372.953175
